"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416";"1.41739220266416"
"max";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368";"56.3604143246368"
"4am";"25.65664";"18.84292";"22.46632";"17.91519";"16.18753";"14.06274";"22.76582";"16.38784";"14.22122";"20.43438";"17.05744";"16.33170";"18.98112";"17.32739";"28.15168";"15.56969";"25.14101";"27.85502"
"5am";"25.10292";"18.84292";"21.94460";"17.95922";"16.29157";"14.06414";"22.88620";"17.29808";"14.30758";"20.34256";"17.28289";"16.73567";"18.98112";"17.39355";"28.59873";"14.98754";"25.28752";"28.15320"
"6am";"25.02934";"18.44421";"22.54675";"18.57560";"16.58108";"14.66144";"23.11139";"16.73079";"13.76522";"19.17034";"16.07577";"17.28117";"18.49448";"15.08569";"28.90082";"15.01361";"25.42710";"29.11883"
"7am";"28.44408";"18.12224";"19.35338";"16.24005";"16.38060";"11.39044";"22.12808";"17.49041";"14.84237";"17.83058";"16.25853";"18.22525";"18.85968";"15.61612";"29.63965";"16.42579";"28.42789";"27.96719"
"8am";"25.98476";"12.41232";"18.31477";"17.11965";"17.96761";"14.95185";"22.57533";"19.71104";"11.28091";"17.82575";"16.69282";"21.83275";"20.02643";"16.23653";"32.63847";"16.11381";"22.12291";"24.04245"
"9am";"26.942450";"12.833753";"18.020843";"17.822348";"18.150755";"16.620700";"22.407134";"18.103693";" 9.752792";"15.605646";"17.504314";"21.678214";"19.593936";"17.078195";"32.040597";"14.565470";"25.228363";"20.515352"
"10am";"26.96785";"14.26851";"19.24920";"16.77677";"12.53085";"17.97696";"20.54448";"21.47542";"11.95147";"14.67771";"15.05048";"19.38455";"20.06975";"16.09299";"35.60873";"13.37654";"23.25891";"19.63099"
"11am";"26.88597";"14.47766";"20.51371";"16.67854";"16.42356";"15.82257";"21.05230";"17.79455";"12.50725";"16.55119";"14.77258";"19.82553";"19.15385";"15.32969";"32.71902";"13.44771";"24.40684";"18.99934"
"12am";"27.55444";"11.94401";"23.95009";"15.82796";"15.53544";"14.83160";"20.22990";"19.02109";"14.03693";"16.51747";"15.17953";"17.99890";"20.61685";"12.95646";"32.68333";"16.30695";"24.25584";"19.73659"
"1pm";"23.66458";"16.26930";"19.48527";"18.59426";"17.91390";"16.57236";"20.83661";"17.78502";"13.49062";"16.33911";"18.13379";"20.17849";"18.24913";"12.48015";"34.85324";"17.69462";"21.67872";"20.03133"
"2pm";"25.00256";"15.38149";"18.34806";"17.52164";"21.59892";"16.70042";"21.15391";"17.35653";"15.00425";"15.36462";"17.18852";"17.08384";"19.31796";"12.90462";"38.18163";"16.85332";"20.99343";"20.42516"
"3pm";"23.69757";"15.10651";"17.68167";"17.55031";"19.35359";"14.76223";"22.52447";"17.97631";"13.87472";"15.49001";"18.29489";"18.33777";"19.53237";"13.19334";"38.73271";"16.03419";"17.36711";"22.52957"
"4pm";"23.36176";"13.90575";"19.37171";"16.45905";"23.15754";"17.47224";"21.65361";"18.02548";"12.91359";"14.48284";"18.37997";"15.90585";"18.67389";"15.16480";"37.88808";"12.80749";"18.83684";"21.94933"
"5pm";"23.99525";"12.73671";"21.84537";"16.63293";"19.65030";"16.53893";"23.45907";"17.99727";"12.10577";"19.63585";"13.77551";"17.53584";"19.52129";"13.08334";"30.78850";"15.55609";"17.45034";"22.67535"
"6pm";"26.09163";"13.10153";"19.77850";"16.64706";"19.53470";"14.54995";"22.43129";"19.23695";"14.03479";"21.84532";"18.43584";"16.38138";"17.54026";"19.56023";"28.79231";"14.99481";"21.32077";"26.56787"
"7pm";"29.08994";"15.20107";"17.70142";"15.47785";"19.62411";"15.69620";"21.18086";"18.29492";"14.49291";"21.93043";"17.02110";"15.84814";"18.12170";"18.24207";"28.46543";"15.72792";"21.16081";"31.87573"
"8pm";"28.28619";"18.20394";"17.61245";"16.10470";"19.10047";"15.13767";"19.21568";"19.58448";"13.75951";"20.74494";"18.90562";"17.66796";"18.60214";"15.69625";"28.57873";"17.20212";"21.78945";"30.38029"
"9pm";"26.25618";"19.77532";"19.92586";"17.59877";"16.08406";"14.94859";"18.80777";"19.33432";"13.64193";"21.20167";"19.01323";"17.41239";"18.77970";"15.75986";"29.17281";"15.25700";"22.16196";"29.71654"
"10pm";"28.46631";"18.61499";"20.27459";"17.56755";"17.51593";"15.29204";"20.48105";"18.81290";"12.75147";"22.34892";"16.13099";"17.31003";"18.24794";"16.14689";"28.94162";"15.75336";"22.77372";"28.76900"
"11pm";"27.51449";"18.62311";"21.91325";"18.47858";"17.28949";"15.38365";"20.53409";"18.17918";"13.29146";"20.80080";"15.71198";"17.43967";"18.27211";"16.12284";"28.94162";"15.60288";"23.74877";"26.73747"
"12pm";"26.71599";"18.57734";"21.85307";"18.58970";"17.31189";"15.48625";"21.55325";"17.71486";"13.36879";"21.35112";"15.54964";"17.36721";"18.38780";"16.27965";"28.74680";"15.36295";"24.04852";"26.58010"
"1am";"26.58978";"18.57734";"21.85307";"18.58970";"17.00686";"15.44141";"21.55325";"17.78183";"13.30432";"21.35112";"15.54964";"17.36721";"18.11043";"16.27965";"29.22323";"15.20446";"24.04852";"27.28677"
"2am";"26.68848";"18.51780";"21.85307";"18.58970";"17.90712";"15.44141";"21.55325";"17.78183";"13.30432";"21.44855";"15.54964";"17.36721";"18.11043";"16.27965";"29.22323";"15.20446";"24.04852";"27.28677"
"3am";"26.68848";"18.51780";"21.85307";"18.58970";"17.96610";"15.44141";"21.55325";"17.78183";"13.30432";"21.55216";"15.54964";"17.36721";"18.11043";"16.27965";"29.05285";"15.20446";"24.04852";"27.28677"
