"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489";"2770.489"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";" 758.353";" 802.033";"1027.858";" 452.198";"   0.000";" 595.899";" 447.995";"1050.370";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"1891.803";"2107.998";"2649.576";" 496.203";"   0.000";" 803.910";" 628.972";"1465.430";"   0.000";"   0.000";" 614.939";"   0.000";" 353.936";"   0.000";"   0.000"
"9am";"2207.124";"1952.023";"2711.824";" 874.742";"   0.000";" 878.926";" 663.655";"1829.911";"   0.000";"   0.000";" 651.319";" 322.983";" 337.064";" 405.063";"   0.000"
"10am";"2172.332";"1882.205";"2770.489";" 927.713";"   0.000";" 952.382";" 623.644";"1861.535";"   0.000";"   0.000";" 615.723";" 280.516";" 351.159";" 481.693";"   0.000"
"11am";"2212.011";"1439.037";"2245.927";" 922.452";"   0.000";" 857.492";" 475.401";"1581.110";"   0.000";"   0.000";" 638.398";" 309.819";" 348.527";"   0.000";"   0.000"
"12am";"1574.121";" 599.570";"1232.999";" 691.038";"   0.000";" 520.064";"   0.000";"1193.283";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"2163.624";"1681.738";"2070.625";" 815.294";"   0.000";" 622.055";" 506.475";"1422.324";"   0.000";"   0.000";" 529.560";"   0.000";" 286.870";"   0.000";"   0.000"
"2pm";"2390.689";"2001.498";"2498.656";" 633.814";"   0.000";" 982.820";" 786.034";"1557.859";"   0.000";"   0.000";" 619.663";" 581.345";" 257.478";" 391.520";"   0.000"
"3pm";"2256.408";"2048.821";"2457.744";" 739.847";"   0.000";" 908.187";" 793.251";"1528.081";"   0.000";"   0.000";" 525.509";" 659.625";" 306.194";" 466.311";"   0.000"
"4pm";"1872.611";"2072.265";"2539.519";" 445.432";"   0.000";" 780.090";" 486.715";"1366.329";"   0.000";"   0.000";" 583.597";" 622.550";" 320.289";" 564.294";"   0.000"
"5pm";"1566.144";"1075.493";"1843.416";" 437.659";"   0.000";" 613.108";"   0.000";" 890.358";"   0.000";"   0.000";" 376.052";" 543.302";"   0.000";" 364.165";"   0.000"
"6pm";"815.086";"543.945";"720.733";"772.687";"  0.000";"351.547";"  0.000";"610.637";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"563.729";"  0.000";"489.891";"  0.000";"  0.000";"  0.000";"  0.000";"432.925";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"310.018";"  0.000";"382.468";"  0.000";"  0.000";"  0.000";"  0.000";"309.929";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"285.596";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";"223.007";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";" 0";"0";"0";" 0"
