"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319";"3191.319"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";"1447.632";" 694.486";"1227.149";" 993.386";"   0.000";" 633.001";"   0.000";"1123.486";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2915.536";"2065.262";"2976.269";"1113.480";"   0.000";" 982.017";" 802.512";"1640.338";"   0.000";"   0.000";" 695.020";" 416.563";" 518.177";"   0.000";"   0.000"
"9am";"2967.594";"2043.395";"3077.891";"1528.835";"   0.000";"1121.422";" 866.725";"2257.103";"   0.000";"   0.000";" 770.712";" 545.610";" 501.305";" 555.537";"   0.000"
"10am";"3086.150";"2012.693";"3191.319";"1672.015";"   0.000";"1144.427";" 859.642";"2265.860";"   0.000";"   0.000";" 630.853";" 577.958";" 515.400";" 921.492";"   0.000"
"11am";"2932.446";"1495.445";"2477.381";"1484.406";"   0.000";" 964.408";" 677.418";"1979.367";"   0.000";"   0.000";" 583.427";" 566.192";" 512.768";"   0.000";"   0.000"
"12am";"1632.587";" 802.188";"1204.526";" 928.480";"   0.000";" 638.457";"   0.000";"1514.692";"   0.000";"   0.000";"   0.000";" 378.567";" 387.545";"   0.000";"   0.000"
"1pm";"1923.720";"1735.164";"2154.107";"1213.819";"   0.000";" 770.868";" 707.210";"1784.970";"   0.000";"   0.000";" 884.241";" 469.832";" 438.200";"   0.000";"   0.000"
"2pm";"2479.594";"2030.524";"2584.840";"1069.783";"   0.000";"1293.047";" 945.208";"2028.228";"   0.000";"   0.000";" 688.023";" 889.306";" 408.808";" 861.388";"   0.000"
"3pm";"2427.980";"2007.052";"2711.385";"1290.381";"   0.000";"1258.540";"1037.445";"1974.565";"   0.000";" 287.537";" 631.466";" 918.445";" 572.406";" 778.465";"   0.000"
"4pm";"2402.000";"2082.647";"2723.485";" 943.620";"   0.000";"1018.413";" 459.860";"1730.981";"   0.000";" 329.669";" 609.699";" 852.114";" 497.851";" 891.175";"   0.000"
"5pm";"1509.575";" 974.519";"2012.185";" 795.835";"   0.000";" 633.338";"   0.000";"1291.956";"   0.000";"   0.000";" 385.564";" 694.186";" 361.720";" 721.126";"   0.000"
"6pm";"613.407";"  0.000";"911.607";"972.769";"  0.000";"439.755";"  0.000";"930.427";"  0.000";"  0.000";"  0.000";"263.109";"  0.000";"  0.000";"  0.000"
"7pm";"480.520";"  0.000";"759.512";"  0.000";"  0.000";"  0.000";"  0.000";"731.838";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"483.457";"493.927";"589.657";"  0.000";"  0.000";"  0.000";"  0.000";"365.783";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"430.213";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";"260.124";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";" 0";"0";"0";" 0"
