"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04";"4541.04"
"4am";"152.64";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"0";"419.76"
"5am";"241.68";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"178.08";"0";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"0";"546.96"
"6am";" 534.24";" 165.36";"   0.00";" 190.80";" 292.56";" 254.40";" 165.36";" 152.64";"   0.00";"   0.00";"   0.00";" 178.08";" 190.80";"   0.00";" 572.40";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"1208.40"
"7am";"2124.24";"1132.08";" 305.28";" 979.44";"1093.92";" 559.68";" 445.20";" 725.04";"   0.00";" 165.36";"   0.00";" 483.36";" 559.68";" 254.40";"1030.32";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 445.20";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"2760.24"
"8am";"3421.68";"1933.44";" 483.36";"1857.12";"1577.28";" 674.16";" 801.36";"1081.20";"   0.00";" 228.96";"   0.00";" 992.16";" 928.56";" 457.92";"1081.20";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 648.72";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"3752.40"
"9am";"3510.72";"2238.72";" 496.08";"2111.52";"1831.68";" 686.88";" 801.36";"1132.08";"   0.00";" 292.56";" 178.08";"1284.72";"1068.48";" 457.92";"1093.92";"   0.00";" 152.64";"   0.00";"   0.00";"   0.00";"   0.00";" 623.28";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"4095.84"
"10am";"3676.08";"2365.92";" 534.24";"2404.08";"1895.28";" 686.88";" 839.52";"1157.52";"   0.00";" 330.72";" 216.24";"1310.16";"1068.48";" 483.36";"1132.08";"   0.00";" 165.36";"   0.00";"   0.00";"   0.00";"   0.00";" 597.84";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"4210.32"
"11am";"3587.04";"2289.60";" 445.20";"2289.60";"1844.40";" 699.60";" 775.92";"1093.92";"   0.00";" 241.68";" 241.68";"1348.32";" 979.44";" 496.08";"1144.80";" 152.64";" 165.36";"   0.00";"   0.00";"   0.00";"   0.00";" 597.84";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"4261.20"
