"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719"
"max";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122"
"4am";"  332.1112";" 2236.3167";" 2240.6165";" 1736.2032";" 2452.9844";" 3436.4967";" 5296.5600";" 3590.3654";" 2876.0574";" 3508.2549";" 3740.0409";" 2309.7651";" 4291.7967";" 1276.8812";" 6334.7449";" 3268.9820";" 1548.2488";" 1453.2784";" 4326.1132";" 8711.9175";" 4601.7964";" 5696.7222";" 5463.7727";" 1623.5296";" 1876.2683";" 2648.8048";" 6330.4339";" 4696.7306";" 2971.0773";" 3728.3355";" 5565.0075";" 4840.0654";" 3271.6115";" 2746.0681";" 5720.2066";" 6786.0253";" 4918.6372";" 7431.5517";" 2491.9838";" 3478.3373";" 6061.5948";" 4754.7470";" 4179.0291";" 3209.7373";" 3413.5438";" 3084.4424";" 1744.8927";" 1687.5535";" 5613.5488";" 7332.1206";" 8439.2193";" 4949.1609";" 6857.0703";"10897.8910";" 4979.9284";" 4425.9768";" 7213.5126";" 3077.6225";" 5275.4052";" 6136.4722";" 8160.6660";" 8737.4856";" 2634.8221";" 5297.7520";" 4437.8808";" 7576.8242"
"5am";"  332.1112";" 2315.3342";" 2240.6165";" 1736.2032";" 2359.9665";" 3319.8894";" 5092.8811";" 3634.3873";" 2876.0574";" 3508.2549";" 3759.0673";" 2281.5643";" 4291.7967";" 1276.8812";" 6455.8187";" 3415.6368";" 1496.7654";" 1433.6442";" 4448.2594";" 8534.9439";" 4495.5083";" 5696.7222";" 5463.7727";" 1703.6834";" 1998.0332";" 2604.3696";" 6183.7791";" 4782.6011";" 2989.0884";" 3728.3355";" 5635.9292";" 4774.7847";" 3218.3048";" 2624.3269";" 5841.8205";" 6673.2308";" 4943.2482";" 7512.8464";" 2452.5159";" 3478.3373";" 6061.5948";" 4754.7470";" 4163.3742";" 3074.1058";" 3413.5438";" 3145.2444";" 1744.8927";" 1617.7104";" 5754.9288";" 7354.9088";" 8552.0138";" 5118.1579";" 6752.4150";"10617.5815";" 4979.9284";" 4514.4636";" 7213.5126";" 3077.6225";" 5175.9445";" 6014.3260";" 7858.7816";" 8737.4856";" 2601.7325";" 5297.7520";" 4509.0044";" 7715.8001"
"6am";" 365.4379";"2379.7891";"2370.2443";"1931.0899";"2492.5906";"3525.0552";"4884.7450";"3543.7677";"2793.6367";"3508.2549";"3682.0784";"2259.0299";"4418.5964";"1229.3659";"6514.4170";"3113.3121";"1629.3140";"1922.5130";"4067.8590";"7982.7959";"4369.0998";"5275.9291";"5522.9660";"1934.0956";"2249.1683";"2495.0780";"5909.5492";"4572.8533";"3924.2637";"4724.4753";"5265.4870";"5145.5469";"3015.5140";"2791.5234";"5925.5114";"6337.2572";"4668.0197";"7604.8620";"2506.9859";"3293.4502";"5559.4292";"4198.6370";"3949.0370";"3124.5178";"3272.7771";"3189.7604";"1814.6261";"1584.4015";"6099.3686";"7010.6144";"7633.8657";"4217.8011";"5851.5122";"9700.3401";"4045.8378";"4136.1697";"6354.2173";"2617.3507";"4134.3143";"5180.1490";"7152.0377";"7532.8483";"2200.3837";"4956.8469";"4196.8409";"7262.0420"
"7am";"1136.441";"3588.682";"3063.277";"2867.698";"2581.769";"3920.375";"4626.929";"3599.500";"2785.312";"2836.042";"4085.966";"1839.286";"4416.000";"1375.835";"6106.527";"3883.834";"1935.185";"2244.007";"4166.396";"7317.763";"5057.707";"4937.680";"6426.137";"3381.406";"3345.448";"1986.901";"5565.471";"5499.964";"5085.556";"5867.370";"4740.326";"5332.307";"2803.190";"2576.645";"5892.319";"5129.551";"5361.916";"7665.118";"2202.871";"2909.817";"5206.467";"3918.998";"3320.253";"2709.524";"3070.020";"3225.483";"2001.729";"1334.923";"6429.477";"6108.422";"6248.458";"3818.026";"4953.194";"9564.508";"3849.362";"3547.875";"4812.854";"2151.757";"3093.759";"4360.925";"6047.083";"6094.981";"1736.619";"4047.968";"3592.677";"6586.152"
"8am";" 1763.095";" 5024.908";" 4337.110";" 4250.305";" 3010.463";" 4143.828";" 4630.412";" 3525.662";" 2797.699";" 3136.539";" 3706.592";" 1770.139";" 4103.086";" 1587.671";" 5709.243";" 3893.532";" 2380.919";" 2422.109";" 3961.636";" 6288.950";" 6120.633";" 4440.640";" 6444.729";" 3812.006";" 4075.695";" 1938.266";" 5288.090";" 7697.029";" 5856.038";" 6289.059";" 4206.490";" 5532.492";" 3056.921";" 3077.115";" 6316.007";" 4103.574";" 5086.770";" 8467.440";" 2192.434";" 2414.999";" 5765.243";" 3430.282";" 3084.544";" 3022.687";" 2766.084";" 4344.794";" 1930.036";" 1228.457";" 6522.168";" 5972.687";" 6388.337";" 3264.625";" 4518.971";"11368.373";" 3487.861";" 3531.626";" 4228.689";" 1741.366";" 3000.282";" 3720.761";" 5366.967";" 5378.493";" 1531.730";" 4001.397";" 3176.663";" 6270.964"
"9am";" 2558.599";" 6349.986";" 4574.583";" 5052.955";" 3241.067";" 4552.148";" 4464.778";" 3682.831";" 2982.024";" 2914.031";" 3070.833";" 1569.876";" 4147.955";" 1471.134";" 5066.151";" 4171.565";" 2700.092";" 2280.377";" 3853.852";" 6129.890";" 6460.102";" 4205.332";" 6796.756";" 4431.185";" 4216.209";" 1775.591";" 5158.687";" 7829.550";" 5929.865";" 7079.643";" 3953.086";" 5396.466";" 3572.139";" 2519.578";" 5937.517";" 3855.062";" 5014.562";" 8585.915";" 2310.329";" 2160.191";" 5681.914";" 2970.929";" 3007.193";" 3099.134";" 2492.092";" 4856.822";" 2143.957";" 1108.403";" 6773.408";" 6452.309";" 6247.454";" 3572.651";" 3928.864";"10524.879";" 3307.172";" 3698.187";" 4056.278";" 1632.401";" 3120.821";" 3352.882";" 5756.091";" 5246.239";" 1247.043";" 3661.860";" 2864.151";" 5846.928"
"10am";" 2672.016";" 7155.855";" 4433.073";" 5653.475";" 3068.412";" 4457.402";" 4260.921";" 3798.849";" 2792.584";" 2877.842";" 3188.378";" 1601.765";" 4418.526";" 1431.346";" 4919.518";" 3762.058";" 3681.525";" 2434.151";" 3642.390";" 5740.485";" 6755.583";" 4314.796";" 6812.055";" 4667.820";" 4322.524";" 1632.946";" 4901.225";" 7981.738";" 5776.059";" 7115.098";" 4185.593";" 5510.585";" 3299.045";" 2827.709";" 5724.774";" 3761.510";" 4803.738";" 9511.619";" 2263.679";" 2343.176";" 5757.239";" 2917.436";" 2824.304";" 3098.005";" 2350.533";" 4776.982";" 2397.154";"  881.943";" 7834.509";" 6095.260";" 5946.939";" 3299.336";" 4017.106";"10287.478";" 3229.199";" 3640.926";" 4002.017";" 1580.484";" 2742.777";" 3157.461";" 5276.295";" 5181.705";" 1351.368";" 3753.090";" 2845.192";" 5355.002"
"11am";" 2127.5564";" 6631.1129";" 4381.3482";" 4975.2654";" 2499.9489";" 3769.9249";" 4614.2528";" 3391.9227";" 3047.0809";" 2911.0843";" 3195.5203";" 1354.9970";" 4734.1363";" 1649.5926";" 5232.6373";" 4007.3768";" 3021.6043";" 2381.4209";" 3903.9889";" 6029.8288";" 6302.8432";" 4435.4550";" 6612.5852";" 4841.9484";" 4070.3261";" 1542.0747";" 5004.0182";" 8220.4547";" 5333.0676";" 7335.1187";" 4058.8657";" 5958.6830";" 3511.1160";" 3120.8202";" 6183.3915";" 3764.9132";" 5287.4962";" 9344.1829";" 2174.7405";" 2487.8391";" 5393.1781";" 2399.5335";" 2921.6305";" 3064.6283";" 2530.4153";" 4921.5154";" 2126.2716";"  922.8268";" 7407.4365";" 6116.1757";" 6023.3315";" 3649.4918";" 3699.2597";"10921.4720";" 3720.1679";" 3317.2213";" 3820.3233";" 1538.2590";" 2661.8309";" 3105.5583";" 5081.9171";" 5220.9667";" 1346.3115";" 4210.6088";" 3300.8464";" 5926.0453"
