"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872"
"max";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718"
"4am";"6395.404";"4472.888";"5783.626";"5867.987";"3489.621";"5631.515";"3461.405";"3479.093";"3941.039";"4633.491";"2153.960";"5715.451";"5041.657";"3673.571";"3919.245";"3891.904";"6565.261";"3861.955";"4663.301";"4048.855";"2286.101";"1813.856";"1591.568";"2265.681";"2548.635";"1803.457";"1895.744";"2276.216"
"5am";"6528.878";"4521.152";"5727.579";"5926.813";"3433.760";"5540.217";"3352.149";"3406.977";"3941.039";"4627.412";"2045.755";"5548.220";"4932.708";"3694.730";"4116.658";"4000.227";"6557.798";"3730.904";"4663.301";"3994.198";"2286.101";"1792.697";"1540.664";"2225.600";"2548.635";"1803.457";"1869.029";"2273.453"
"6am";"6592.131";"4415.693";"5655.181";"5633.535";"3204.830";"5598.490";"3315.342";"3138.686";"3599.350";"4692.437";"1976.968";"5697.246";"4809.220";"4115.419";"4249.765";"4029.861";"6408.919";"3466.886";"4488.729";"3706.357";"2203.076";"1714.789";"1389.229";"1933.799";"2540.176";"1805.959";"1644.929";"2195.118"
"7am";"6535.3961";"4551.2171";"5793.7168";"5053.7306";"3788.6954";"6016.3296";"3371.3870";"2617.4269";"3321.8869";"4732.0010";"1562.8868";"6370.0728";"4035.1818";"5221.7367";"4863.7432";"3866.3956";"4945.7677";"2093.5214";"3854.6114";"2434.8330";"1755.9631";"1190.4120";" 971.6513";"1829.4392";"1734.9645";"1366.1251";" 959.7229";"1561.0663"
"8am";"6229.5534";"4956.8477";"6891.3594";"5454.6917";"5284.9251";"5923.2007";"3381.2297";"2713.9939";"2540.8844";"4737.7085";"1273.7666";"6082.7159";"3496.5866";"4818.1280";"5846.1541";"4414.8705";"5316.6056";"1775.4904";"3475.2701";"2162.4932";"1274.6350";" 881.6838";" 671.2451";"1712.6315";"1322.9494";"1082.5971";" 781.8679";"1585.0613"
"9am";"6375.1607";"5131.7745";"6985.3122";"5013.5645";"5528.8045";"6294.3961";"3143.5968";"2881.5914";"2571.3205";"4897.8882";"1408.1759";"6270.3422";"3181.4163";"4470.4410";"5923.2968";"4248.8277";"5299.7425";"1568.6232";"3179.8258";"2034.4595";"1267.3903";" 914.9721";" 615.6320";"1580.1007";"1272.0440";" 978.5210";" 782.5863";"1482.1682"
"10am";"6579.1202";"5324.6690";"7282.4937";"5244.2962";"5721.6650";"5826.6577";"3060.8760";"2595.7381";"2684.0874";"4988.3941";"1580.6422";"6075.5865";"3026.8837";"4363.7867";"6072.3296";"4193.9359";"5059.2151";"1497.5345";"3314.5846";"2023.0327";"1315.1943";" 890.1920";" 576.7787";"1475.3214";"1354.0032";" 905.4856";" 744.2483";"1278.4876"
"11am";"6768.3488";"5412.3501";"7190.4190";"4966.5479";"5626.9488";"5896.9900";"3175.8725";"2660.3539";"2654.3330";"4943.1215";"1496.9478";"6138.5282";"2901.8132";"4582.2142";"5410.6193";"4289.1498";"4925.0051";"1620.9316";"3436.9091";"1879.9286";"1414.5356";" 899.0947";" 588.9876";"1403.6387";"1212.9775";" 939.6110";" 776.1898";"1457.2726"
"12am";"6594.5227";"5386.8133";"6310.4606";"5523.3739";"4993.7079";"5385.5823";"3468.1112";"3052.0708";"3021.4397";"4862.3916";"2329.8215";"5942.7266";"3543.7659";"4832.0287";"4801.1979";"4101.5984";"4724.4116";"1770.2143";"3459.4513";"2107.5652";"1447.1081";"1080.2763";" 732.3938";"1642.6815";"1436.1394";" 953.7967";" 773.9723";"1427.9306"
"1pm";"7186.5850";"5040.9802";"6806.1020";"5018.8607";"4920.7508";"5515.2475";"3160.6558";"3087.0651";"2660.6629";"4710.5282";"1859.4212";"6668.2142";"3240.0100";"4834.1895";"5125.0144";"4230.6317";"4764.7069";"1525.3653";"3280.7214";"2072.1355";"1348.0479";" 939.0825";" 621.7291";"1471.2798";"1349.1454";" 906.7344";" 846.9155";"1306.7714"
"2pm";"7462.6390";"4493.5653";"6773.0222";"4949.8561";"5094.3038";"5839.9154";"3310.0683";"2831.4849";"2888.7630";"4714.5826";"1902.9706";"6719.8676";"3221.2537";"4971.6177";"5056.6744";"4082.0982";"5055.1041";"1363.3229";"3157.7112";"2063.4222";"1206.5953";" 893.3547";" 685.0821";"1352.3226";"1253.2862";"1045.0303";" 747.4894";"1276.4277"
"3pm";"7752.7639";"4566.6851";"6702.8230";"4930.0537";"4747.1165";"6079.2544";"3130.8034";"3004.6643";"2692.6026";"4573.6630";"1851.2224";"6367.9065";"3093.5513";"4548.1801";"5303.7034";"3729.3841";"4975.9322";"1432.2403";"3184.6291";"2187.3561";"1472.0821";" 867.1394";" 632.0960";"1440.8890";"1009.0309";"1099.7233";" 802.7130";"1155.0911"
"4pm";"7875.5368";"4894.9513";"6807.9897";"4905.6733";"4349.7632";"5226.4480";"3384.9868";"3409.0876";"2835.5812";"4271.6531";"2189.6776";"6121.2161";"2876.2498";"4403.0975";"5016.0380";"3634.0624";"4809.5693";"1769.1234";"3517.3979";"2348.4958";"1502.1655";" 934.7547";" 778.4498";"1708.8365";"1087.6000";"1144.0050";" 771.5198";"1505.7134"
"5pm";"8025.866";"4958.577";"6112.352";"5406.216";"3458.103";"5314.087";"3026.239";"3837.623";"3000.906";"4517.474";"2229.070";"5328.249";"3300.051";"4732.073";"4001.653";"3491.825";"6048.641";"2564.155";"3922.734";"2663.377";"1709.678";"1078.882";"1215.823";"1773.438";"1555.429";"1158.930";"1159.471";"1642.423"
