"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687"
"max";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827"
"4am";"2655.1515";"2372.6105";"2317.8440";"4434.6206";"1023.3434";"2023.7488";"1393.5905";"1791.4921";"2349.3859";"2679.9168";"1742.4536";"3383.8820";"2478.7386";"1583.1525";"1117.9154";"1532.2175";"3952.3358";"2271.8971";"2327.6979";"2019.2107";"1080.2406";" 723.6752";" 815.9800";"1451.6367";"1632.3246";" 951.1786";"1561.8396";"1613.7665"
"5am";"2476.8752";"2372.6105";"2375.0961";"4359.1509";"1023.3434";"2023.7488";"1393.5905";"1719.3759";"2349.3859";"2734.1125";"1742.4536";"3383.8820";"2514.6874";"1583.1525";"1192.3622";"1580.6826";"4027.8056";"2196.5011";"2270.4457";"2019.2107";"1080.2406";" 723.6752";" 815.9800";"1416.8566";"1632.3246";" 951.1786";"1535.1247";"1640.4815"
"6am";"2329.7160";"2372.6105";"2368.0173";"4135.0908";"1023.3434";"2181.1953";"1393.5905";"1681.3621";"2084.2755";"2804.1714";"1742.4536";"3328.9079";"2514.6874";"1693.0509";"1217.0644";"1807.8734";"3680.1910";"2151.3721";"2183.1598";"1952.1294";"1080.2406";" 684.5611";" 780.5892";"1221.1155";"1565.0728";"1023.4951";"1371.8308";"1640.4815"
"7am";"2403.1215";"2735.3535";"2201.8207";"3974.6648";"1216.6159";"2853.5914";"1513.7183";"1335.9311";"1816.3450";"2915.9487";"1572.4796";"3161.6237";"2270.8493";"1847.3826";"1437.3188";"1479.0514";"3079.2512";"1429.7775";"1957.2293";"1243.5400";" 911.9774";" 478.9561";" 529.9813";"1049.0777";"1069.3466";" 691.5589";" 828.0946";"1007.4966"
"8am";"3292.4720";"3289.9723";"2825.8907";"4799.5722";"2008.8131";"2953.3053";"1387.8210";"1112.1920";"1454.8227";"2280.9302";"1142.5036";"3241.4667";"1962.4231";"2094.1910";"2343.8357";"1334.3206";"2994.7647";" 853.6478";"1704.8258";"1031.4975";" 446.3235";" 358.9152";" 336.0430";" 769.1476";" 839.1787";" 515.1409";" 476.6100";"1025.0374"
"9am";"3976.0864";"3301.3427";"2908.1072";"4762.3985";"2115.8852";"2869.3089";"1345.4295";" 853.8521";"1421.2787";"2134.1554";"1313.3684";"3410.4529";"1819.3851";"1880.9343";"2291.9418";"1595.0278";"2667.5752";" 749.7130";"1617.5398";"1012.1864";" 458.4762";" 316.9709";" 329.2020";" 762.7453";" 740.4408";" 515.1409";" 475.9928";"1011.3140"
"10am";"3902.1826";"3476.6534";"3173.8574";"4486.1754";"2113.1727";"3017.4550";"1270.0500";" 968.7096";"1508.4963";"2210.5749";"1442.6424";"3135.0890";"1818.2945";"1881.3685";"2341.0956";"1457.2027";"2743.2941";" 798.5513";"1560.2877";" 880.1460";" 486.2244";" 257.2870";" 299.5611";" 508.3110";" 886.7165";" 488.8614";" 430.5383";"1011.3140"
"11am";"3983.7869";"3470.1001";"3164.6098";"4373.1540";"2188.5146";"2760.6455";"1128.0776";"1006.2465";"1814.7406";"2191.1465";"1438.3903";"3246.7669";"1555.9754";"2099.5203";"1979.0458";"1558.9699";"2692.3678";" 873.5386";"1433.8959";" 906.6858";" 521.8892";" 338.0526";" 312.8832";" 489.2809";" 748.6841";" 442.0090";" 412.3457";"1011.3140"
