"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077"
"4am";"1869.2798";" 934.8950";"2706.1962";"2462.1031";" 247.8366";"1502.9715";" 454.9264";" 411.4564";" 912.0843";"2051.1568";" 576.2380";"1697.8047";"2339.2109";" 472.9049";" 744.5860";" 794.6670";"1620.0311";"1153.2815";"1106.0314";" 983.2715";" 693.9316";" 365.4426";" 580.3154";" 734.9663";"1056.6467";"1136.7516";" 782.2750";" 728.9307"
"5am";"1869.2798";" 934.8950";"2706.1962";"2462.1031";" 247.8366";"1502.9715";" 454.9264";" 411.4564";" 912.0843";"2051.1568";" 576.2380";"1697.8047";"2339.2109";" 500.8702";" 779.3660";" 794.6670";"1620.0311";"1153.2815";"1106.0314";" 983.2715";" 665.9662";" 365.4426";" 580.3154";" 700.1863";"1056.6467";"1136.7516";" 782.2750";" 728.9307"
"6am";"1869.2798";" 934.8950";"2627.5154";"2462.1031";" 247.8366";"1463.6471";" 454.9264";" 349.6571";" 912.0843";"1942.1732";" 547.8255";"1782.4872";"2339.2109";" 500.8702";" 779.3660";" 729.4631";"1620.0311";"1153.2815";"1106.0314";" 898.5890";" 639.6711";" 365.4426";" 544.9245";" 700.1863";"1056.6467";"1079.5178";" 700.3335";" 728.9307"
"7am";"1909.5509";"1143.8183";"2777.2245";"1918.8304";" 449.0585";"1523.7546";" 647.5264";" 317.8914";" 858.7792";"1622.9721";" 550.1426";"1830.5602";"1643.5837";" 444.3330";" 730.5559";" 672.3295";"1398.4178";" 455.2080";" 767.7834";" 595.0616";" 478.3059";" 303.4024";" 443.7798";" 611.0903";" 702.8136";" 707.7416";" 476.6810";" 439.1899"
"8am";"2569.6676";"1171.3818";"2776.0599";"2221.4315";" 883.7785";"1771.8441";" 530.2565";" 449.0266";" 610.9525";"1270.9022";" 657.1673";"1923.6312";"1150.7734";" 700.0068";"1126.3981";" 691.8406";"1234.2421";" 229.1163";" 586.1804";" 609.9742";" 252.8488";" 203.9128";" 231.5405";" 373.4008";" 502.1333";" 514.2246";" 292.3563";" 327.1132"
"9am";"2691.8154";"1192.0988";"2616.7132";"2019.9159";"1047.1874";"1735.9339";" 485.3574";" 636.5155";" 629.9827";"1084.6648";" 754.6725";"1917.8621";"1119.1928";" 664.0581";"1226.3114";" 657.1069";"1196.8096";" 195.1241";" 541.2913";" 678.2927";" 231.8088";" 182.8311";" 215.2217";" 319.5906";" 395.1069";" 499.1483";" 254.7367";" 342.1895"
"10am";"3014.0109";"1250.1631";"2858.3078";"1814.2439";"1003.6846";"1620.9606";" 510.4009";" 514.8440";" 600.1992";"1084.6648";" 786.4805";"1924.2490";" 888.2977";" 664.0581";"1108.6842";" 670.4291";"1224.4667";" 120.4039";" 751.0888";" 565.0868";" 231.8088";" 165.8154";" 153.4967";" 245.2897";" 341.8918";" 494.7460";" 219.3001";" 327.1132"
"11am";"3002.6969";"1233.5962";"3046.0658";"1630.6191";" 966.2679";"2056.9181";" 510.4009";" 497.2674";" 474.4438";"1215.6360";" 824.5694";"1700.9235";" 868.0653";" 786.7218";" 961.5771";" 833.1942";"1029.2209";" 120.4039";" 751.0888";" 565.0868";" 246.7904";" 169.8814";" 152.3833";" 242.5614";" 396.1403";" 522.4030";" 219.3001";" 271.0126"
