"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565"
"4am";"3.8986355";"4.1036717";"2.7310924";"5.1785714";"4.4444444";"4.5454545";"0.7722008";"1.2500000";"2.2556391";"3.0501089";"2.9182879";"0.9765625";"0.6711409";"1.0204082";"4.7531993";"4.9270073";"0.7556675";"3.4990792";"1.4314928";"1.1741683";"1.3888889"
"5am";"3.8535645";"4.0685225";"2.7253669";"5.0000000";"4.4117647";"4.3071161";"0.7952286";"1.2589928";"2.2471910";"3.0701754";"2.9644269";"0.9861933";"0.7042254";"1.1437908";"4.8507463";"4.9541284";"0.7915567";"3.5315985";"1.4344262";"1.2121212";"1.4492754"
"6am";"3.7168142";"4.1152263";"3.2454361";"4.8561151";"3.9719626";"4.3636364";"0.6289308";"1.0563380";"1.9047619";"2.6726058";"2.7196653";"1.2903226";"0.7874016";"1.3274336";"4.9382716";"4.8484848";"0.9090909";"3.0245747";"1.3015184";"1.4051522";"1.3513514"
"7am";"3.6446469";"3.4934498";"7.7235772";"3.7037037";"4.3859649";"2.9090909";"0.9592326";"1.4198783";"3.0664395";"1.9067797";"2.0920502";"1.4164306";"1.5151515";"1.1378003";"4.7745358";"3.8647343";"0.8130081";"2.9166667";"0.5000000";"1.0989011";"1.4545455"
"8am";" 3.7974684";" 2.1782178";"11.2874780";" 3.0805687";" 3.9393939";" 1.4925373";" 1.0638298";" 1.3888889";" 2.7777778";" 1.8218623";" 2.3255814";" 1.0416667";" 1.1764706";" 0.7509387";" 5.2173913";" 2.6385224";" 1.3824885";" 2.1551724";" 0.5509642";" 0.3067485";" 1.2096774"
"9am";" 4.5923149";" 1.5384615";"11.4238411";" 2.7431421";" 3.8904899";" 1.5503876";" 1.1396011";" 1.3888889";" 2.8273810";" 1.6842105";" 2.5641026";" 1.1857708";" 0.6622517";" 0.6031363";" 5.0314465";" 2.1798365";" 1.5873016";" 2.4229075";" 0.5917160";" 0.3267974";" 1.7777778"
"10am";" 4.8417132";" 1.4084507";"11.3673806";" 2.9411765";" 3.4934498";" 1.8367347";" 0.8571429";" 1.1820331";" 2.7397260";" 1.8711019";" 2.7624309";" 1.1538462";" 0.7142857";" 0.5854801";" 5.2117264";" 2.2662890";" 1.1428571";" 2.7397260";" 0.5797101";" 0.3436426";" 1.9704433"
"11am";" 4.7571853";" 1.6793893";"11.5072934";" 3.3254157";" 3.3742331";" 2.2000000";" 0.8474576";" 1.3071895";" 2.4883359";" 1.7429194";" 2.7173913";" 1.1627907";" 0.6944444";" 0.7117438";" 5.1829268";" 2.2988506";" 1.1695906";" 2.6905830";" 0.5617978";" 0.3246753";" 1.8604651"
"12am";"5.6224900";"1.5552100";"9.5486111";"3.0023095";"3.4379671";"1.8108652";"0.2724796";"1.0917031";"3.0063291";"2.1097046";"2.8622540";"0.8130081";"1.4285714";"0.7604563";"4.6376812";"3.1609195";"1.6304348";"2.6666667";"1.1235955";"0.0000000";"1.4285714"
"1pm";"5.8935361";"2.5036819";"8.4019769";"2.2277228";"3.7202381";"1.7374517";"0.3134796";"1.1574074";"2.8485757";"1.7130621";"2.8776978";"1.2345679";"1.4084507";"0.6984866";"4.3209877";"3.5087719";"1.7751479";"2.7027027";"1.8750000";"0.0000000";"1.9704433"
"2pm";"5.6621881";"3.2407407";"8.4033613";"2.6960784";"3.8343558";"2.0952381";"0.2932551";"1.1547344";"2.2455090";"1.8633540";"2.6415094";"1.5936255";"1.2345679";"1.1695906";"3.8805970";"3.8123167";"1.1428571";"2.7210884";"1.4450867";"0.0000000";"1.3824885"
"3pm";"4.5501551";"3.6971831";"7.5000000";"4.2792793";"3.4591195";"2.4714829";"0.7731959";"1.3636364";"2.7272727";"2.0790021";"2.6974952";"1.7182131";"1.0526316";"1.9851117";"5.7377049";"3.2828283";"1.4778325";"3.6559140";"1.3698630";"0.2898551";"1.6949153"
