"district","hour","resarea1","resarea2","resarea3"
"001","4am",90.19767,110.9466,14784.8051
"002","4am",158.34128,0,9101.5915
"003","4am",0,192.96124,13491.313
"004","4am",97.90193,0,13815.5196
"005","4am",0,0,8441.0068
"006","4am",425.30142,0,12772.226
"007","4am",67.08124,64.57344,7694.494
"008","4am",30.56228,0,7951.2204
"009","4am",57.97824,0,9056.1733
"010","4am",61.73374,55.77203,11070.1838
"011","4am",0,0,5419.8195
"012","4am",128.19205,10880.82337,224.179
"013","4am",185.32348,9662.6416,69.2173
"014","4am",7672.40675,0,179.313
"015","4am",204.98,6790.78615,372.5662
"016","4am",0,8758.31176,187.2922
"017","4am",0,13825.14966,0
"018","4am",7609.05092,0,0
"019","4am",11164.74539,47.02462,0
"020","4am",9080.11379,0,0
"021","4am",4443.6933,0,0
"022","4am",3463.77922,0,0
"023","4am",3209.12658,0,0
"024","4am",4094.52466,0,158.375
"025","4am",4961.52515,0,0
"026","4am",0,3522.82746,0
"027","4am",3754.8675,0,0
"028","4am",4803.28167,0,0
"001","5am",124.97772,110.9466,14753.68799
"002","5am",158.34128,0,9149.85567
"003","5am",57.25215,192.96124,13385.96587
"004","5am",116.90608,78.2495,13796.09598
"005","5am",0,0,8385.1456
"006","5am",425.30142,0,12680.92798
"007","5am",67.08124,64.57344,7585.23814
"008","5am",113.71109,0,7842.05656
"009","5am",57.97824,0,9085.86863
"010","5am",88.59999,55.77203,11173.36491
"011","5am",0,0,5282.23485
"012","5am",128.19205,10713.59282,261.22665
"013","5am",126.18286,9698.59038,69.2173
"014","5am",7788.61252,0,179.31302
"015","5am",294.41739,6837.77059,509.17328
"016","5am",50.90425,8767.26478,235.75731
"017","5am",0,13742.21644,75.46977
"018","5am",7478.0004,0,0
"019","5am",11107.49324,47.02462,0
"020","5am",8789.46907,0,0
"021","5am",4415.72793,0,0
"022","5am",3442.62006,0,0
"023","5am",3158.22233,0,0
"024","5am",4035.43858,0,158.375
"025","5am",4928.57963,0,0
"026","5am",0,3522.82746,0
"027","5am",3728.15255,0,0
"028","5am",4800.51845,0,0
"001","6am",124.97772,110.9466,14556.2989
"002","6am",172.07253,0,9097.70261
"003","6am",106.88241,312.06001,13185.3783
"004","6am",116.90608,78.2495,13496.27954
"005","6am",0,0,8016.26144
"006","6am",608.47368,18.56801,12847.81687
"007","6am",67.08124,182.88884,7343.56014
"008","6am",138.41332,0,7366.38765
"009","6am",57.97824,0,8599.03098
"010","6am",88.59999,0,11284.05716
"011","6am",0,0,5179.43528
"012","6am",378.33513,10581.09923,376.96405
"013","6am",126.18286,9511.7757,69.2173
"014","6am",7869.54979,107.90752,438.42091
