"district","hour","cs1","cs2","cs3","cs4","cs5"
"001","4am",261.79491,1800.3144,2724.848,2928.2885,1869.2798
"002","4am",98.86287,1247.3611,2328.585,3226.408,934.895
"003","4am",384.85926,1067.9004,2720.461,3326.3715,2706.1962
"004","4am",387.64564,938.0731,3815.796,4031.9043,2462.1031
"005","4am",429.46996,1784.5298,3137.628,1244.9776,247.8366
"006","4am",480.68791,1640.6284,4232.955,2998.3586,1502.9715
"007","4am",485.74012,2042.1153,2815.136,1289.1919,454.9264
"008","4am",171.41871,1785.3213,2685.778,1962.9923,411.4564
"009","4am",289.8493,1296.94,4034.166,1931.6676,912.0843
"010","4am",511.1982,2459.241,4438.773,855.2684,2051.1568
"011","4am",68.63145,516.5898,1125.864,2400.3031,576.238
"012","4am",254.26975,1237.5215,2711.822,4059.4425,1697.8047
"013","4am",118.48732,874.7144,2191.711,3092.0439,2339.2109
"014","4am",45.62465,1713.079,2580.271,2231.9581,472.9049
"015","4am",342.53998,1963.8355,2214.695,1665.4162,744.586
"016","4am",233.62632,2544.4232,3114.074,1377.647,794.667
"017","4am",306.35994,4252.8115,4651.911,1656.6762,1620.0311
"018","4am",195.16087,1228.1293,1648.779,2695.2882,1153.2815
"019","4am",251.0865,1937.7045,3570.913,3660.5945,1106.0314
"020","4am",258.71757,1615.7943,2493.153,3041.7327,983.2715
"021","4am",49.14537,637.331,1766.702,1097.9067,693.9316
"022","4am",70.59566,766.6103,1536.498,555.1811,365.4426
"023","4am",58.00002,603.6627,1257.625,435.2123,580.3154
"024","4am",212.1597,510.2689,1585.482,926.6543,734.9663
"025","4am",78.14783,479.2856,1915.695,990.1831,1056.6467
"026","4am",81.26786,175.1709,1359.125,382.3433,1136.7516
"027","4am",33.88879,248.5642,1706.787,638.9472,782.275
"028","4am",69.95684,448.4203,2251.792,981.1395,728.9307
"001","5am",261.79491,1800.3144,2796.391,2860.4077,1869.2798
"002","5am",98.86287,1295.6253,2328.585,3226.408,934.895
"003","5am",384.85926,1067.9004,2672.366,3326.3715,2706.1962
"004","5am",387.64564,938.0731,3893.626,4031.9043,2462.1031
"005","5am",429.46996,1784.5298,3081.767,1244.9776,247.8366
"006","5am",480.68791,1640.6284,4141.657,2998.3586,1502.9715
"007","5am",485.74012,1932.8594,2815.136,1289.1919,454.9264
"008","5am",171.41871,1759.3063,2685.778,1962.9923,411.4564
"009","5am",289.8493,1296.94,4112.847,1882.6822,912.0843
"010","5am",511.1982,2397.5073,4438.773,1047.0495,2051.1568
"011","5am",68.63145,451.3539,1053.515,2400.3031,576.238
"012","5am",254.26975,1274.5692,2544.592,4059.4425,1697.8047
"013","5am",118.48732,787.4285,2219.857,3127.9927,2339.2109
"014","5am",45.62465,1734.2382,2647.353,2231.9581,500.8702
"015","5am",342.53998,2162.4177,2290.311,1629.4675,779.366
"016","5am",233.62632,2544.4232,3173.931,1426.1121,794.667
"017","5am",306.35994,4169.8783,4727.38,1656.6762,1620.0311
"018","5am",195.16087,1228.1293,1648.779,2564.2376,1153.2815
"019","5am",251.0865,1937.7045,3513.661,3660.5945,1106.0314
"020","5am",258.71757,1477.9881,2340.314,3041.7327,983.2715
"021","5am",49.14537,637.331,1766.702,1097.9067,665.9662
"022","5am",70.59566,745.4511,1536.498,555.1811,365.4426
"023","5am",58.00002,603.6627,1206.721,435.2123,580.3154
"024","5am",212.1597,510.2689,1595.956,891.8743,700.1863
"025","5am",78.14783,479.2856,1915.695,957.2376,1056.6467
"026","5am",81.26786,175.1709,1359.125,382.3433,1136.7516
"027","5am",33.88879,248.5642,1680.072,638.9472,782.275
"028","5am",69.95684,448.4203,2249.029,981.1395,728.9307
"001","6am",261.79491,1824.7995,2683.245,2604.521,1869.2798
"002","6am",98.86287,1262.1766,2323.612,3226.408,934.895
"003","6am",384.85926,989.2196,2777.769,3346.4723,2627.5154
"004","6am",387.64564,938.0731,3887.087,3738.6269,2462.1031
"005","6am",429.46996,1653.0937,3094.962,1049.0993,247.8366
"006","6am",480.68791,1712.7447,4439.867,3097.2828,1463.6471
"007","6am",485.74012,1958.1458,2869.874,1232.9643,454.9264
"008","6am",171.41871,1708.9471,2544.437,1803.5814,349.6571
"009","6am",289.8493,1154.6642,4047.427,1797.6633,912.0843
"010","6am",511.1982,2403.1038,4444.906,1199.2239,1942.1732
"011","6am",68.63145,368.0104,1062.472,2400.3031,547.8255
"012","6am",254.26975,1415.1385,2591.737,4095.3027,1782.4872
"013","6am",118.48732,787.4285,2219.857,2941.178,2339.2109
"014","6am",45.62465,2021.3841,2805.862,2302.4584,500.8702
"015","6am",342.53998,2126.4689,2485.949,1662.1996,779.366
"016","6am",233.62632,2299.8428,3374.71,1450.0643,729.4631
"017","6am",306.35994,4209.3696,4477.225,1656.6762,1620.0311
"018","6am",195.16087,1140.2906,1497.987,2388.0581,1153.2815
"019","6am",251.0865,1937.7045,3339.089,3660.5945,1106.0314
"020","6am",258.71757,1394.8393,2168.291,2974.6515,898.589
"021","6am",49.14537,653.6498,1783.718,1024.8577,639.6711
"022","6am",70.59566,745.4511,1441.575,555.1811,365.4426
"023","6am",58.00002,521.903,1120.426,422.7989,544.9245
"024","6am",212.1597,492.3434,1385.912,810.1179,700.1863
"025","6am",78.14783,454.5834,1848.443,991.3285,1056.6467
"026","6am",81.26786,229.7347,1327.977,443.7995,1079.5178
"027","6am",33.88879,221.8492,1610.883,543.4002,700.3335
"028","6am",69.95684,448.4203,2151.315,951.6613,728.9307
"001","7am",186.17945,1482.3815,2590.4972,2843.4353,1909.5509
"002","7am",98.86287,1169.3771,2794.4804,3175.7494,1143.8183
"003","7am",411.13875,893.0712,3271.9994,3509.1007,2777.2245
