"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213";"3.19148936170213"
"max";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598";"73.1958762886598"
"4am";"12.000000";"11.378556";"11.992263";"13.326848";"10.009099";"11.946203";" 8.852459";"10.696095";" 9.370200";" 7.739308";"10.163339";"10.379061";" 9.693053";"10.052910";"12.121212";"10.969793";"10.773900";"13.213213";"12.934363";" 4.576659";"13.263525";"10.017889";"11.151737";"12.910284";" 9.950249";" 8.316008";" 7.792208";"12.658228";" 7.792208"
"5am";"12.018141";"11.304348";"11.969112";"13.542689";" 9.954338";"11.731844";" 8.850727";"10.120069";" 9.472050";" 8.146640";"10.439560";"10.288809";" 9.837398";" 9.929078";"12.013536";"10.947712";"10.835913";"13.242009";"13.060429";" 4.377880";"13.403880";" 9.945750";"10.909091";"12.610619";"10.050251";" 8.577406";" 7.860262";"12.500000";"11.016949"
"6am";"11.583012";"10.447761";"11.718750";"13.470993";" 9.671533";"12.009608";" 8.843537";"10.221465";" 9.195402";" 8.108108";"10.136452";"10.065851";" 9.941028";"10.791367";"12.063492";"10.843373";"10.016155";"13.636364";"12.734864";" 4.796163";"13.533835";" 9.653916";"10.416667";"11.655012";" 9.963768";" 8.714597";" 8.089888";"12.307692";"13.058419"
"7am";"11.242604";"10.328638";"10.980392";"12.804328";" 9.159034";"11.715867";" 8.609272";"11.388456";" 9.387755";" 8.333333";"10.218978";" 8.829569";"11.058151";" 9.600000";"11.532385";"10.833333";" 9.898990";"13.535354";"10.972569";" 3.814714";"12.669683";" 9.009009";"10.580913";"11.025641";" 8.951965";" 8.962264";" 8.312958";"11.463415";"17.846154"
"8am";"12.137203";" 9.692132";" 9.939148";"13.022113";" 8.670034";"11.193242";" 9.291698";"11.505682";" 8.536585";" 7.360406";"12.000000";" 8.924949";"12.525458";" 9.311741";"11.202636";"11.219512";" 7.943925";"12.293144";"10.481586";" 3.857567";" 9.948980";" 9.490334";"11.011236";" 9.139785";" 7.692308";" 9.020619";" 8.997429";"11.718750";"17.367853"
"9am";"12.050209";" 9.456522";" 9.128631";"13.415574";" 9.023790";"10.822999";" 8.628659";"11.285714";" 8.672087";" 8.928571";"12.332440";" 8.869396";"13.494461";" 9.856263";"11.092437";"11.794872";" 8.665105";"11.734694";"10.385757";" 3.669725";" 9.585492";" 9.189189";"10.638298";" 8.791209";" 7.219251";" 9.162304";" 9.090909";"12.064343";"16.699219"
"10am";"11.677632";" 9.548793";" 9.591837";"13.037037";" 8.976510";"11.072664";" 8.657665";"10.653409";" 9.384164";" 8.000000";"11.796247";" 9.587728";"12.993763";"10.062893";"11.666667";"12.398922";" 9.547739";"13.440860";"10.769231";" 4.375000";" 9.831461";" 9.174312";"10.194175";" 8.077994";" 7.407407";" 9.510870";" 8.791209";"11.484594";"16.636364"
"11am";"12.854758";" 9.431940";" 8.510638";"12.761194";" 9.279205";"10.461192";" 9.265176";"10.903874";"10.136986";" 7.633588";"12.144703";" 9.021842";"13.048017";"10.187110";"11.092715";"11.256545";" 9.975062";"12.169312";"10.153846";" 4.388715";" 9.776536";" 9.800363";" 9.478673";" 8.831909";" 7.563025";" 8.870968";" 8.918919";"11.813187";"16.500453"
"12am";"12.780656";" 9.694989";" 8.958333";"12.639405";" 9.182814";"10.666667";" 9.289176";"10.850440";"10.025707";" 6.887755";"11.253197";" 9.271523";"12.710084";"10.482180";"11.295681";"10.539846";" 9.443099";"11.811024";" 9.907121";" 4.573171";" 9.523810";" 9.671533";" 9.375000";" 8.635097";" 7.142857";" 9.433962";" 9.589041";"12.362637";"16.291629"
"1pm";"12.214984";" 9.766454";" 8.805031";"12.692847";" 8.898678";"11.360947";" 9.385113";"10.730253";" 9.523810";" 5.985037";"10.891089";" 9.151573";"12.304484";"10.126582";"11.804384";"11.170213";" 9.808612";"13.031915";"10.493827";" 4.560261";" 9.090909";" 9.814815";" 9.950249";" 8.959538";" 6.784661";"10.306407";" 9.523810";"12.295082";"16.424294"
"2pm";"12.355848";" 9.837838";" 8.639309";"12.993539";" 8.969805";"11.217184";" 9.334416";"11.942446";" 8.988764";" 6.366048";" 9.395973";" 9.177820";"12.861736";"10.395010";"11.375212";"10.379747";"10.344828";"14.248705";" 9.876543";" 4.290429";" 9.141274";" 9.239130";"10.512821";" 8.888889";" 7.288630";"10.468320";" 9.348442";"12.834225";"16.140351"
"3pm";"13.155474";"10.299401";" 9.128631";"13.270882";" 8.812950";"11.583422";" 8.982512";"12.061069";" 9.113924";" 6.326034";" 9.567198";" 9.780439";"11.788212";"10.860656";"10.961214";"10.829493";" 9.247312";"12.351544";"10.227273";" 3.525641";" 9.768638";" 9.454545";"10.077519";" 9.358289";" 8.571429";" 9.485095";" 8.847185";"12.661499";"15.025907"
"4pm";"11.934673";"12.396694";"10.147992";"13.344595";" 8.598131";"10.556622";" 8.436533";"12.594841";" 9.704641";" 5.668934";"10.669456";"10.378274";"11.713287";"11.332008";" 9.409594";"10.358566";" 9.351145";"13.400000";"11.662531";" 4.310345";"12.304251";"10.018904";"10.361446";"10.632911";" 8.855292";" 8.148148";" 8.142494";"12.315271";"15.358362"
"5pm";"11.091854";"13.166667";"11.475410";"13.387242";" 8.907254";"11.238938";" 8.806405";"11.146497";" 8.752328";" 6.941432";"10.282258";"10.457516";"11.168385";"10.311284";"10.786106";"11.111111";" 9.913043";"12.237762";"12.820513";" 4.438642";"13.480885";"10.185185";"11.294118";"11.270983";"10.658915";" 8.353222";" 7.524272";"12.558140";"12.702703"
