"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249";"67.3746746560249"
"4am";"40.364011";"22.942357";"32.895002";"25.701897";"31.202724";"25.707441";"16.784177";"18.556725";"14.045681";"14.968073";"16.590610";"13.882689";"12.493911";"13.473709";"11.840267";"14.666488";"12.997507";"12.739625";"12.783331";"10.444237";"11.224106";" 9.478867";"10.766106";"10.842412";" 8.899816";"12.259239";" 9.172239";"12.846349"
"5am";"41.335888";"22.823398";"33.011023";"25.558924";"31.410594";"24.763701";"17.021807";"18.617405";"14.000066";"14.796081";"17.022740";"14.045463";"12.523197";"13.277206";"11.417209";"14.491016";"13.004527";"12.962885";"12.848944";"10.789601";"11.295190";" 9.537126";"10.939635";"10.995169";" 8.959307";"12.259239";" 9.237965";"12.853744"
"6am";"41.887479";"22.345045";"33.088328";"26.118616";"32.172835";"24.723446";"15.360385";"18.576309";"13.110843";"14.724629";"17.360602";"13.095862";"12.764206";"12.341457";"11.136767";"13.911190";"13.205863";"13.724175";"13.053231";"10.729710";" 9.787206";" 6.590861";" 9.585693";"11.871949";" 9.065742";"11.069140";" 9.969010";"12.825363"
"7am";"41.288466";"21.789498";"34.786627";"23.055911";"38.842835";"22.096882";"18.090759";"11.466101";"13.983509";"11.528012";"16.784744";"15.857311";" 8.493417";"16.031926";"11.824494";"14.536950";"13.367927";" 9.437138";"10.039981";" 9.725054";" 6.572185";" 4.261031";" 1.699798";"16.081383";" 5.973417";" 6.306777";" 1.508332";" 7.418514"
"8am";"29.534725";"26.644792";"31.525423";"21.982469";"47.630103";"27.450126";"21.475693";"11.321769";"18.749342";"10.012596";"11.146257";"12.183223";" 8.984562";"11.685270";"11.265391";"12.812969";"14.467238";" 9.072071";"10.875160";" 6.303751";" 5.197716";" 5.297439";" 0.000000";"14.656356";" 3.471273";" 6.676342";" 0.000000";" 4.576576"
"9am";"22.712995";"30.650156";"31.658340";"23.279962";"49.213485";"28.025695";"17.742770";" 8.735207";"20.406297";"10.507545";"11.164378";"11.918062";" 7.729575";"12.243270";"12.020395";"11.672987";"14.264285";" 7.700704";"11.622510";" 4.260926";" 5.286780";" 5.263489";" 0.000000";"15.917654";" 3.649790";" 7.261875";" 0.000000";" 4.716466"
"10am";"22.435729";"29.158493";"32.286533";"23.072810";"52.624533";"29.189539";"18.879599";" 9.562894";"18.689881";"10.732572";"10.169531";"10.762649";" 6.659591";"11.190178";"12.632400";"11.612946";"14.366442";" 7.759576";"11.638673";" 6.577659";" 4.997211";" 5.879553";" 0.000000";"16.360495";" 3.498509";" 7.853780";" 0.000000";" 1.409244"
"11am";"18.758069";"27.862021";"30.888290";"21.983275";"53.086988";"28.974373";"18.797982";"14.261200";"17.858131";"10.101318";"11.718504";"12.962737";" 6.618019";"12.189773";"12.492500";"11.942618";"13.434870";" 7.294180";"11.340277";" 5.789538";" 7.611750";" 5.603298";" 0.000000";"13.293354";" 3.789275";" 7.465139";" 0.000000";" 4.753803"
"12am";"27.481735";"30.084363";"30.372369";"25.105221";"50.936121";"20.350828";"23.541937";"10.660967";"17.880788";"13.005837";"14.940834";"12.218298";"10.152626";"10.082498";"11.268647";"11.182422";"12.932249";" 7.738934";" 9.901264";" 7.870518";"10.052724";" 4.627968";" 0.000000";"11.582473";" 5.277064";" 7.055897";" 0.000000";" 7.809256"
"1pm";"24.338026";"28.119058";"34.500372";"22.763096";"49.707941";"20.155853";"26.303711";"10.045592";"19.479759";"10.206698";"13.398993";"12.046523";"14.314631";"10.203397";"13.646054";"10.834300";"15.582224";"12.459460";" 4.965555";" 7.773338";" 6.428095";" 5.290105";" 2.599628";"12.936541";" 5.311763";"10.112376";" 0.000000";" 5.334672"
"2pm";"25.584844";"26.397746";"34.064340";"25.174091";"46.656659";"20.130227";"25.973514";"10.150548";"19.274805";" 9.592534";" 9.668156";"11.774428";"15.167436";"11.167452";"14.640978";" 8.698458";"18.490714";" 8.828061";" 6.098777";" 6.373489";" 6.479691";" 3.149883";" 2.709789";"11.017468";" 3.575310";"10.052060";" 0.000000";" 5.357774"
