"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596";"3686.596"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";"404.233";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"531.000";"  0.000";"  0.000";"  0.000";"0"
"7am";"1570.219";" 589.720";" 961.955";" 619.967";" 580.728";" 850.139";"   0.000";"   0.000";" 735.690";" 624.892";"   0.000";" 433.608";" 638.861";"1103.248";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2581.873";" 919.708";"1441.837";"1093.182";"1100.306";" 990.165";"   0.000";" 540.746";"1139.097";"1071.618";"   0.000";" 919.955";" 975.454";"1638.206";"   0.000";"   0.000";" 513.967";"   0.000"
"9am";"2847.199";"1106.742";"1784.065";"1155.784";"1255.643";"1188.339";"   0.000";" 561.022";"1146.615";"1031.017";"   0.000";"1180.855";"1090.454";"1507.275";"   0.000";"   0.000";" 612.910";"   0.000"
"10am";"2967.335";"1055.507";"2161.743";"1154.176";"1068.517";"1125.532";"   0.000";" 742.521";"1327.482";"1071.795";" 502.044";"1657.143";"1213.157";"1642.033";"   0.000";"   0.000";" 728.561";"   0.000"
"11am";"2932.403";" 917.051";"1721.300";"1029.750";"1090.474";"1270.623";"   0.000";"   0.000";"1246.014";"1139.586";"   0.000";"1208.523";"1175.368";"1768.269";"   0.000";"   0.000";" 449.910";"   0.000"
"12am";"2070.941";" 936.366";"1124.930";" 800.143";" 766.938";" 926.297";"   0.000";"   0.000";" 862.991";" 743.929";"   0.000";" 831.756";" 840.377";"1265.848";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"2267.196";"1091.241";"1433.682";"1016.943";" 685.410";"1177.678";"   0.000";"   0.000";"1205.502";" 974.671";" 534.335";"1148.106";"1162.125";"1384.049";"   0.000";"   0.000";" 381.973";"   0.000"
"2pm";"2433.294";"1133.494";"1515.106";"1043.552";" 603.838";"1184.128";"   0.000";"   0.000";"1293.954";" 989.402";" 680.352";"1254.198";"1396.619";"1652.415";"   0.000";"   0.000";" 561.733";"   0.000"
"3pm";"2631.436";" 986.270";"1451.050";" 933.129";" 553.900";"1066.305";" 401.526";"   0.000";"1077.731";" 831.687";"   0.000";"1321.865";"1430.223";"1682.268";"   0.000";"   0.000";" 767.793";"   0.000"
"4pm";"2043.953";"1128.809";"1288.919";" 928.784";"   0.000";" 861.757";"   0.000";"   0.000";" 653.313";" 874.825";"   0.000";"1335.652";"1114.410";"1457.492";"   0.000";"   0.000";" 501.128";"   0.000"
"5pm";"1361.302";" 499.233";"1006.631";" 768.839";"   0.000";" 643.338";"   0.000";"   0.000";"   0.000";" 593.701";"   0.000";" 987.549";" 885.276";"1216.586";"   0.000";"   0.000";" 343.198";"   0.000"
"6pm";"772.226";"  0.000";"626.627";"445.164";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"588.863";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"647.809";"  0.000";"621.928";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"685.41";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00"
"9pm";"749.625";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";"525.915";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
