"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412"
"max";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822"
"4am";"50.98744";"37.69704";"49.41224";"45.73455";"48.86234";"45.34427";"29.26434";"61.01758";"49.80468";"45.07058";"53.29380";"49.95890";"57.60896";"42.83433";"48.24194";"52.26069";"45.54551";"45.99950";"47.34115"
"5am";"50.42573";"37.86563";"47.66577";"46.53097";"48.35280";"46.54520";"29.26434";"61.43846";"50.31311";"44.96288";"54.26426";"51.54320";"57.90073";"41.57057";"47.93479";"53.06078";"45.02626";"44.90831";"47.89297"
"6am";"49.00966";"35.60918";"48.88075";"47.42014";"49.56116";"46.41671";"28.92710";"60.01468";"49.25948";"45.30927";"54.26426";"51.09807";"56.13870";"49.36403";"47.80541";"53.12600";"44.47512";"44.16076";"47.12917"
"7am";"41.46544";"43.71018";"46.44822";"49.13272";"50.26480";"45.27658";"33.76055";"56.90187";"48.51382";"47.57296";"53.28002";"48.86493";"58.86821";"48.97746";"44.80459";"52.17875";"57.05998";"46.76077";"43.70277"
"8am";"41.49908";"44.47500";"48.00007";"49.17097";"44.86175";"54.31275";"39.07427";"57.60634";"46.64706";"48.10103";"54.40642";"45.19464";"56.91329";"49.93462";"46.76271";"49.24128";"57.26700";"45.10322";"44.06409"
"9am";"41.95106";"40.66138";"47.08673";"47.59203";"42.32200";"54.48915";"40.19888";"57.24921";"47.31616";"49.14253";"54.28530";"48.13312";"56.23124";"50.48800";"45.96743";"52.82327";"60.28021";"46.04682";"44.43931"
"10am";"44.34854";"39.33187";"49.18001";"47.69475";"47.46165";"52.17023";"40.32352";"56.12437";"47.84188";"47.60402";"56.63019";"44.29454";"53.16788";"51.46671";"47.62235";"56.45062";"63.78831";"45.71436";"45.17209"
"11am";"43.84894";"43.01159";"53.79558";"50.67964";"44.53144";"51.62062";"39.11579";"55.23844";"46.63800";"51.76351";"52.24388";"44.97155";"56.55144";"50.58918";"45.66804";"51.03341";"60.43678";"47.40069";"47.15260"
"12am";"42.51995";"41.93321";"49.52868";"51.46247";"49.18762";"51.42538";"36.15028";"60.79975";"47.38716";"51.03935";"53.20628";"45.39815";"56.88651";"50.96084";"43.36945";"50.17574";"41.57667";"47.41557";"47.15263"
