"11am",9745.7762,7837.34768,19719.95053,8204.30731,6835.80187,4608.17849,4203.57089,6394.66544,2830.23984,7150.88383,8250.90715,5318.34783,4257.49128,3751.48449,1693.31258,26855.98732,5654.90425,6639.70531,9503.56502,6193.3253,12150.47647,10229.09191,6098.41979,2162.63707,12681.21826,16074.71644,9155.90813,8144.75481,14579.89314,8597.07005,16198.29044,3270.32313,1200.64798,2233.03189,2269.62234,3195.11321,2448.56804,2819.24099,3638.37955,2006.1533,4228.29945,2558.27002,4311.49192,3211.19112,14938.57655,6649.60941,14037.08436,0,873.53725,7587.85159,3176.7513,10241.66271,4098.99143,3148.07531,5752.30735,6418.21223,4081.4986,2727.17336,2917.9462,2649.3113,2168.13187,2956.70816,4719.91239,12494.93349,6387.7423,6183.45235,8778.82257,1871.90345,2567.66121,3809.27217,1484.4146,3633.19842,5508.23875,8526.30076,1331.89634,3621.73195,4245.01668,7365.77382,4242.3721,2777.62038,1920.32707,7746.07318,917.74787,7409.36904,0,2777.78873,1082.28169,21075.0996,2347.44787,5100.18916,3940.54258,4858.07423,5722.2414,1145.54704,2952.18658,1778.09232,2017.29614,2419.83947,4591.51723,5272.17528,5081.18497,3684.56292,982.74239,8891.51356,3218.00435,3034.82911,8648.0614,3265.94011,0,2133.87482,670.76894,5995.52264,842.99689,4908.51193,6265.36911,1083.96602,1201.35559,5863.46778,5406.38955,6754.68632,1052.94678,3737.5377,0,1523.57497,0,2964.76388,0,1454.02046,1993.08601,3843.65318,4477.22249,1172.32134,940.92831,2830.02896,1754.15028,5371.01045,1173.61694,823.65654,3900.21385,1012.68592,934.15628,2069.05023,4211.17768,0,1519.443,754.93003,2363.66183,958.29993,690.04953,2086.2736,699.36033,1332.56936,3257.53837,1101.74411,4048.74959,4481.6756,5233.14587,1428.16879,5776.04705,1696.9468,4294.69037
"12am",9844.23352,7659.55974,19505.42174,8079.57566,5112.16349,4672.36521,3540.12486,6137.68008,2841.91303,6656.35628,7444.3953,4915.16352,3563.06248,3084.04117,1551.77258,27355.71981,4540.6732,5960.09279,7838.62488,5529.12581,11105.82209,9185.03766,5613.4183,2082.39894,11472.11879,14188.70641,8655.23265,7558.73938,13145.58894,7839.58567,14679.06324,3300.43166,1559.41158,1904.54633,1895.81374,2608.91729,2069.48315,2682.31758,3343.42299,1844.56231,3805.49817,2435.49395,3567.33708,2344.06835,12716.43121,5528.79787,12080.18981,0,0,7902.21893,2445.38408,9534.5287,3513.45746,2984.03765,5850.00717,5814.0884,3484.94656,2813.12129,2162.97755,2111.33421,1998.66021,2922.73753,3592.49142,11283.08094,6042.5322,6064.50665,7369.26849,1798.26625,2672.23907,3508.73706,1254.94676,3233.6157,4436.73217,7733.63285,0,2995.84384,4027.79424,7095.70619,4278.12507,2457.42756,1376.42537,6471.54108,0,5860.80471,698.13128,2267.04771,1107.73111,18963.70478,2590.65977,4716.9409,3509.77222,3922.92647,5299.93289,0,2548.88731,1336.20886,1741.37979,2133.30565,5077.38456,5883.69893,5357.46419,2768.91298,1029.43983,7250.64097,2717.26139,2719.76844,7547.13796,2955.23855,0,1804.29043,780.39991,5227.14946,929.61173,4673.52314,4975.67137,748.03106,1003.51945,4832.23331,4611.95296,6183.71078,0,3497.00642,0,1288.70665,782.92898,3260.05915,0,882.09735,1608.12687,3472.53944,3955.79167,1213.70289,0,2445.61599,1714.00386,4811.45447,1198.28257,0,3197.54478,0,833.97427,1722.36224,3984.54924,0,1560.85554,910.88429,1846.8928,671.89488,581.55293,1101.19383,715.96174,1099.7701,3012.89562,0,3418.62294,4146.26381,5269.79874,1049.30208,5896.46652,1540.90241,3619.93918
"1pm",9840.53572,7857.94345,20712.81871,8519.69855,5885.94201,4314.89302,4099.59634,6797.64156,3078.93595,6772.12793,7936.13914,5584.5365,3219.33201,3030.63927,1703.24535,28060.43067,5028.01345,6176.31942,9921.2564,6012.66796,11896.95549,9557.90946,5830.59455,2368.55424,12697.91833,14234.02675,9479.7859,7838.99591,13547.04422,8596.02066,15279.83966,3597.18452,1642.83347,2307.97534,1711.14441,3149.80154,2297.8319,2894.9722,3864.95309,1972.62246,4321.39507,2411.38716,3773.25134,2980.93135,14448.54721,5823.3056,13068.92157,0,920.74601,8029.2963,2872.15823,8348.48735,3793.2228,3094.36585,6258.52207,5914.31216,3743.047,2958.58827,2252.69287,2044.94253,2229.33125,3412.38055,4165.08847,11251.17307,5883.38835,6314.46741,8221.23671,1877.65256,2886.31755,3694.72499,1545.23357,3927.65203,4413.92697,7759.93752,1246.9209,3661.86333,3705.77555,8039.64802,3967.13728,2973.89358,1540.99879,7272.00716,0,7055.1624,0,2819.98036,1404.75617,20294.00524,2482.88091,4583.86982,3511.63449,4379.03617,5722.50964,927.51847,3234.86753,1624.11675,2087.28912,2088.86396,4522.54805,5453.91734,4822.26328,2597.75656,975.08033,8742.95972,3389.57598,2970.0756,7501.51835,2813.37913,0,2048.11512,0,6109.10824,839.998,4631.25815,5906.22417,1555.62643,828.67442,5992.00703,5161.65098,7166.11361,1189.87674,3660.24249,0,1268.38857,827.75731,3533.62868,0,0,1793.63906,3589.43939,4133.80504,1431.25041,0,3123.08381,1631.41258,5739.48235,1245.52618,797.17126,3114.1225,0,1050.08353,1872.48903,4125.59782,0,1593.94682,885.72823,1766.38285,892.93547,890.23963,1818.85005,1023.07547,0,3045.49227,937.87556,3755.31656,4708.80206,5079.92126,1850.76002,5821.52299,1584.92319,4233.83781
"2pm",9933.72357,8554.66651,20894.99732,9006.37781,5604.19222,4988.72371,4194.86948,6819.90165,3135.93762,7391.55469,8234.00284,6214.91301,3731.30093,3415.46786,1574.91001,29899.26832,6115.51765,6615.82583,9635.68717,6037.41203,12005.00088,10689.81412,5550.88891,2648.4043,12365.78426,14601.94172,9605.04566,8822.40837,13443.83677,8120.57962,15057.1457,3110.46608,1428.9578,2168.56171,1767.65236,3572.18749,2454.83135,3011.47585,4714.83857,2370.38633,4693.86056,2817.84591,3710.45242,2825.62455,14800.04121,5980.02755,13572.33708,0,929.52629,8415.14223,2896.82407,8525.03101,4018.02992,3318.49359,6231.18882,6433.10889,3972.23402,2961.06134,2375.16017,2522.08529,2705.75827,3795.65193,4174.02479,11728.7841,6485.70443,6138.59443,8513.92511,2024.19163,2763.47211,3857.12038,1792.73456,4220.47591,5486.35329,7888.88677,1487.88178,4261.14369,3949.85844,8371.20648,4065.12221,2754.50124,2223.98926,6903.44024,0,7327.69811,1212.94663,3059.48579,910.92614,22669.68765,2432.28401,4865.20116,3764.24957,4707.26409,6192.79775,949.21045,3221.74679,1790.8847,2238.59397,2109.29026,4899.40158,4870.75495,4859.75148,3157.42978,1228.6874,9407.62977,3908.17399,3792.74009,7386.75511,2966.48923,0,2060.3837,1021.9437,6604.33321,927.05481,4601.07579,6275.62191,1746.5886,939.69279,7554.62209,5674.0887,7279.27244,1935.77214,4009.90621,0,1385.57062,827.75731,3582.53359,923.88507,0,2547.58028,3180.8922,4217.59159,1595.03953,0,3089.04484,1820.74344,6150.40754,1271.17563,1062.13727,2966.11603,0,1065.63302,1849.3387,4211.08086,0,1824.0223,856.00374,1965.97892,975.18083,962.58961,1900.63273,1562.85981,0,3309.30236,1051.06772,3718.97164,5158.70301,5050.80342,1868.71845,5411.53904,1785.64498,3859.53732
"3pm",11224.38627,7504.32009,19950.7284,9380.02476,5665.53479,4648.57661,3832.16385,7128.83788,2435.90751,7154.43087,8488.61338,5347.44145,3595.35526,3291.70921,1537.4909,30603.39058,5706.5163,6416.90813,9522.58878,5454.01216,10155.01328,10219.63802,5371.59583,2517.41986,11948.03822,14408.39375,8726.92052,7574.69916,11743.26002,7732.18651,14154.4587,3164.49055,1593.29391,1740.39716,1643.2609,3511.13455,2440.13615,2715.4968,5605.16979,2110.41741,3960.0916,2654.33425,3431.71539,2977.1785,13435.40607,5707.84013,12806.6877,0,0,7889.01898,2761.66893,7839.39339,4052.36251,2918.53478,5741.96526,5945.38067,3757.75783,3141.65602,2343.13458,2711.99912,2868.63519,3937.54663,4096.34702,10705.34054,6392.62695,6099.76161,8432.45441,1945.27497,3223.6077,3761.94581,2196.66045,4103.3903,5382.46774,7697.82073,1439.96935,3907.94866,3761.39269,7908.66824,4187.39272,3427.31843,2001.87375,6267.08462,876.2275,7276.74088,987.42676,3042.42114,1264.00611,22610.82158,2606.32609,4566.90731,3759.05402,4589.41956,5931.2464,949.21045,4351.93579,1913.1469,2045.70535,2412.87159,4296.87398,4259.58443,4089.89458,3205.29674,1303.87379,9185.94248,3543.62039,3954.97706,6704.14679,2907.01703,0,1985.04157,1092.54771,6490.62587,1018.18627,4348.89202,6150.2157,1642.30879,989.21906,7847.12474,5482.77974,6969.49576,1803.70921,3942.56786,0,1335.67998,955.72041,3596.19355,904.5445,895.47795,1939.16466,2967.17795,4229.79656,1199.95883,0,2591.18026,1575.29307,6069.13539,1373.12721,1210.78932,3103.05203,882.23638,1109.44387,1848.61797,3912.45473,863.50672,1667.77338,744.2118,1815.53148,917.21762,956.5324,1702.13128,1750.03685,0,2708.36856,1190.72118,3506.08739,4886.89501,4433.29859,1701.87969,4890.24365,1895.38498,3836.89938
"4pm",9719.49213,7755.53612,18274.1638,8642.98442,4432.68277,4040.37873,3072.92156,6005.89115,1718.53528,5837.01253,7755.04528,4608.41676,2304.0459,2580.12865,1076.2697,24572.22689,4964.23732,5777.16107,8500.96739,4233.28766,8900.56916,8986.4176,4364.01948,2366.27719,10888.55773,12500.74732,8689.60555,5700.44047,11219.83873,6839.6278,11836.89635,3159.88702,932.85277,1806.65468,1716.95204,3470.92585,1774.6083,2285.62364,3586.08778,1207.41161,2735.60215,2180.76524,2692.02166,2724.55749,10999.06018,5338.4069,9600.52233,0,0,6033.93863,2242.8075,7621.05295,2652.0638,1981.86603,3171.36039,4512.35962,3208.65017,2258.31467,1268.07697,1998.6466,2197.63427,2895.6601,3432.53411,8890.69234,4811.1077,5215.07583,7354.95158,1408.93204,2921.89131,3459.69935,1374.04918,3384.62843,4020.81582,6737.48836,1246.43913,3560.47043,2844.5615,6653.32362,3971.8413,2121.63618,2086.6931,4989.41991,0,5953.60242,0,2426.3895,1072.56442,17845.89977,2178.09097,3100.66772,2588.88043,3503.35358,5793.70452,766.79301,3567.17307,845.18306,1658.66425,2346.93434,3786.55376,3344.38163,3509.61305,2768.182,785.87588,7818.13937,2373.00183,3050.36542,5772.09985,2914.95402,0,1418.6117,809.56871,5549.62343,0,4071.26341,4477.36633,1742.86162,988.07488,7387.05279,5093.61249,5854.98106,1201.96647,3054.84381,0,0,0,2499.93197,0,947.95441,1647.9222,2669.45847,3059.26707,0,950.27384,2830.45351,1047.59455,5445.13171,1041.91775,896.62776,3054.80635,0,1273.6729,1564.35686,3113.91976,885.56298,1419.97536,743.40228,1575.86362,668.85209,857.3984,1349.92458,1125.62005,0,2512.21416,813.81918,2494.72567,4470.82584,3564.65307,1349.49888,3028.26017,1354.11895,3794.69658
"5pm",5685.65659,4913.13266,12573.5917,6413.06902,2831.87619,3212.18648,1661.09704,3578.67854,1007.93056,4176.90302,3847.68223,2077.45609,1065.99312,1225.34941,0,15822.15869,3179.34497,3195.68574,5452.92163,3475.48145,5459.80636,5634.54372,2720.54163,2111.75137,6448.13474,8470.06645,4961.23545,4189.58871,7137.10467,3761.83691,6811.83631,2449.73011,843.28384,1352.03683,1257.99252,1641.02412,1449.45839,2051.30696,3381.93227,1122.69532,2366.16581,1230.16943,2263.69057,1448.62993,7048.21077,3865.05394,7165.43922,0,0,4720.60594,1451.10641,4851.36206,1088.29136,1582.47327,2040.17047,2313.53516,1914.18424,1431.81893,0,1396.10095,1252.60398,2052.88584,3005.01939,6248.9303,3388.53292,2894.93218,4585.39415,1046.60966,1727.01878,1844.47275,0,2259.55323,2818.75438,4532.30417,0,2009.46165,1791.07738,4170.28737,2431.60399,1050.7058,1254.9759,3355.53516,0,2448.59372,0,2202.70028,0,10867.09778,1426.5064,1985.66635,2100.80847,2544.04017,4267.48596,0,2984.78006,0,0,1260.91159,2790.46599,2278.84678,2453.92266,1615.68808,768.53677,6071.0269,0,1992.6946,3313.59321,2297.901,0,964.23018,0,3898.95817,0,1961.44474,3378.52839,995.74654,713.28402,3461.93642,3481.74183,2392.93934,780.98309,1979.04085,0,0,0,1626.07803,0,0,0,1869.36315,1962.45686,0,0,1402.39602,0,3044.36028,0,0,1938.78845,0,0,860.8523,1415.74798,0,0,0,1605.93798,0,0,598.38175,896.8223,0,1953.28634,728.68591,1332.24696,2637.63007,2539.60859,954.71122,1942.56795,0,2503.46873
"6pm",3646.12158,3069.51901,9477.50589,4222.85739,2055.07773,2537.12131,1423.97428,1500.65449,0,2682.28364,2071.82438,796.84367,844.29857,0,0,9189.19906,2498.88719,1716.00124,3337.10415,1984.83044,3219.09329,2190.06517,1656.4525,1317.47844,2754.45354,5442.02774,2740.32747,2392.70661,4111.91726,2220.54774,4146.25635,1709.42607,0,0,0,0,1237.21625,2047.98892,2669.39792,0,1434.09179,0,0,0,3154.29382,2086.47634,3279.98371,0,0,2971.13371,985.09425,2821.27899,0,1121.09609,0,1457.64038,2003.66145,0,0,997.42515,0,776.91471,2024.59622,2784.75679,2139.33549,2632.19328,2224.62853,0,0,919.49897,0,1675.63033,1845.41019,2591.77963,0,1509.03596,839.62676,2718.18129,1929.419,0,1076.98653,2127.88532,0,1239.42145,954.49361,1687.2197,0,6559.1591,1369.11467,1095.96852,1191.22329,1622.72465,2708.53343,0,1902.27884,0,0,0,1624.34684,1219.53093,1756.19685,0,0,3034.38951,0,818.67327,1753.76812,1535.15352,0,0,0,2702.79258,0,1437.35917,1619.41224,936.55789,704.47221,4504.45584,2834.769,1590.07766,0,0,0,0,0,0,0,0,0,1143.19701,0,0,0,920.09792,929.94167,2020.1871,0,0,1678.41392,0,0,0,0,0,0,0,0,0,0,592.92801,636.51477,0,0,0,0,1695.32927,0,0,1077.22434,0,965.01546
"7pm",1858.79805,1996.09117,6192.48184,3981.27178,1766.23512,2006.74293,1377.09517,1228.14811,0,1549.87821,1630.55747,1551.3453,0,0,0,4919.98201,1542.45619,1270.05283,2424.4459,2014.7318,2421.11608,1811.00859,1261.0882,0,1873.71393,3521.68486,1938.45917,820.12437,3233.3,1454.39398,2803.8751,1857.18258,0,0,0,0,0,2207.29014,1922.14928,0,0,0,0,0,1665.3312,0,1475.07996,0,0,1735.93634,0,1944.07629,0,943.74088,0,0,1222.21345,0,0,0,0,0,1454.86125,1939.04328,0,1562.04265,1527.72362,0,0,0,0,1221.09068,913.51525,1435.17106,0,0,0,1275.94606,1259.78349,0,890.37209,924.93797,0,966.71166,0,0,0,3886.42798,856.09467,0,0,0,1640.47932,0,927.17392,0,0,0,881.3558,0,0,0,0,1996.5879,0,0,1187.15711,992.57613,0,0,0,2271.42507,0,1521.43397,1043.9333,0,0,2620.84973,0,0,1167.05241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.7495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532.54597,0,0,0,0,0
"8pm",1571.22145,1756.87535,5915.86316,4075.30331,2197.11682,1562.81856,0,1029.1935,0,1364.50841,1293.42139,1838.37803,0,0,0,3037.84544,1799.03077,1698.66382,920.47267,1602.82993,1225.02409,0,947.04661,0,1431.18576,2823.50392,1685.46011,1269.82742,2366.25077,1186.74084,2750.15349,0,0,0,0,0,0,972.99774,1992.87706,0,0,0,0,0,1501.28141,0,1026.75008,0,0,1323.34304,0,1226.90902,0,0,0,0,1089.42616,0,0,0,0,0,0,1108.70736,0,0,0,0,0,0,0,1368.75869,829.49854,962.22974,0,0,0,1179.9418,1097.00622,0,0,760.40317,0,0,0,0,0,2208.80232,0,0,0,896.96678,945.41357,0,0,0,0,0,0,0,0,0,0,1213.55734,0,0,818.60569,768.94092,0,0,0,1551.73744,0,0,0,0,0,1805.33123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415.2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9pm",1332.22737,1396.38241,4562.12494,3877.32375,2611.74706,1491.813,0,0,0,1320.67295,859.76949,1735.00655,0,0,0,2350.99295,1861.32239,1248.33834,0,1012.23293,1055.22692,0,0,0,1344.43904,2729.58485,1693.12907,0,2343.57241,0,2031.76209,0,0,0,0,0,0,935.22426,1251.77264,0,0,0,0,0,1164.72099,0,0,0,0,1052.27327,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.90086,0,0,0,0,0,0,0,1115.0296,0,0,0,0,0,1109.40707,0,0,0,0,0,0,0,0,0,1451.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818.21652,0,0,0,0,0,1204.60908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409.06028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10pm",0,1331.21382,2933.69642,2662.50852,1904.2902,1209.3619,0,0,0,866.85932,0,1201.10037,0,0,0,1178.32091,904.24699,1130.19154,0,910.25471,0,0,0,0,1127.86484,1505.78243,1108.93555,0,1818.46378,0,1929.81407,0,0,0,0,0,0,0,1018.21776,0,0,0,0,0,798.85839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.22641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274.91995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11pm",0,0,1627.32614,855.17019,1160.98825,0,0,0,0,0,0,0,0,0,0,0,0,1194.33847,0,0,0,0,0,0,1091.97295,0,866.81574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12pm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.62105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
