"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401";"1.62866449511401"
"max";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267";"59.9830795262267"
"4am";" 4.615385";" 1.628664";" 1.988636";"17.870257";" 3.481013";" 2.945990";" 4.897494";"11.394303";" 2.380952";" 3.891709";" 7.642487";"14.256410";" 6.735751";"12.842713";"11.505682";" 6.857143";"11.915535";"13.769363";"10.789474";"14.328808";" 5.333333";" 5.701754";" 4.678363";" 4.441041";" 4.566210";"14.328808";" 4.815409";"15.328467";"18.627451"
"5am";" 4.584041";" 1.771337";" 1.849218";"17.848411";" 3.370787";" 2.819237";" 4.994325";"11.445783";" 2.425876";" 3.898305";" 7.614213";"14.344262";" 6.838710";"12.775330";"11.191860";" 6.872852";"11.963190";"13.787086";"10.512129";"14.329268";" 5.216095";" 5.671642";" 5.007587";" 4.381847";" 4.643963";"14.307692";" 4.862237";"15.088757";"18.237082"
"6am";" 4.825291";" 1.809211";" 1.865136";"17.112922";" 3.436989";" 2.831858";" 5.222222";"11.445783";" 2.377622";" 4.304636";" 7.329193";"13.877953";" 6.710526";"12.050078";"11.700468";" 6.513872";"11.201299";"13.736264";"10.384068";"13.861386";" 4.451510";" 5.901116";" 5.342237";" 4.266212";" 5.024311";"14.054927";" 4.467912";"15.443425";"15.744681"
"7am";" 7.015131";" 2.181208";" 1.966717";"15.580110";" 4.219409";" 2.303263";" 6.938776";"11.738484";" 2.777778";" 5.286344";" 7.955801";"12.269939";" 9.316770";" 9.514925";"11.066398";" 7.196402";" 9.127789";"11.136364";" 8.318584";"11.857708";" 5.280528";" 5.660377";" 5.703422";" 4.000000";" 4.753199";"12.546125";" 4.897959";"15.517241";"15.939850"
"8am";" 9.578947";" 2.636204";" 2.258065";"13.354037";" 5.609493";" 2.816901";" 8.389585";"10.888252";" 4.496403";" 6.103822";" 9.971237";"10.238908";"11.912944";" 9.090909";" 8.333333";" 6.324786";" 6.372549";"10.084034";" 5.228758";"10.112360";" 5.785124";" 4.516129";" 6.048387";" 4.264392";" 4.674797";"10.940919";" 5.776737";"15.291751";"15.595238"
"9am";"10.020450";" 3.102190";" 2.525253";"12.590299";" 5.974843";" 2.674897";" 7.943925";"10.369318";" 4.406130";" 6.021505";"10.434783";" 9.485714";"11.719606";" 8.355091";" 8.174387";" 5.933682";" 6.045340";" 9.537572";" 5.466970";"10.513447";" 5.676127";" 5.000000";" 6.464646";" 4.444444";" 4.631579";"10.952381";" 6.558642";"13.894737";"15.618221"
"10am";"10.060976";" 3.249097";" 2.397260";"13.417191";" 5.497925";" 2.697095";" 8.309726";"10.966811";" 4.554455";" 6.106052";" 9.610605";" 9.152542";"11.783439";" 8.031088";" 8.474576";" 6.630824";" 5.089059";" 9.969789";" 4.772727";" 9.113300";" 5.602716";" 5.116279";" 6.160164";" 4.439252";" 4.852321";"11.267606";" 6.288820";"14.561028";"15.497382"
"11am";"10.122699";" 3.603604";" 2.861953";"13.396624";" 5.450734";" 2.521008";" 8.413926";"11.158798";" 4.206501";" 6.409560";" 9.886548";" 9.476031";"11.657754";" 8.418367";" 8.571429";" 6.375228";" 5.912596";" 9.090909";" 5.504587";" 9.489051";" 5.298013";" 5.417607";" 6.048387";" 4.408353";" 4.149378";" 9.367681";" 6.259781";"13.953488";"15.615305"
"12am";" 9.120172";" 3.315881";" 3.082192";"13.437500";" 5.938494";" 2.320675";" 7.780980";"11.383285";" 3.766478";" 6.349206";" 9.912070";" 9.399773";"11.689692";" 8.651399";" 8.991826";" 6.597222";" 6.527415";" 9.090909";" 5.630631";" 9.268293";" 5.289256";" 4.625551";" 5.416667";" 4.772727";" 3.742204";"10.304450";" 5.891720";"15.789474";"15.534979"
"1pm";"10.000000";" 3.436426";" 3.045685";"13.825364";" 5.302227";" 2.826087";" 8.650190";"10.724638";" 3.731343";" 6.695700";" 8.913213";" 9.111617";"11.807732";" 9.186352";" 8.707865";" 5.851064";" 5.962060";"10.946746";" 5.454545";" 9.352518";" 5.299145";" 4.474273";" 5.636743";" 4.921700";" 4.255319";"11.190476";" 5.988968";"15.265487";"14.841351"
"2pm";"10.542797";" 3.595890";" 2.504174";"13.627049";" 5.408271";" 2.365591";" 8.712488";"10.579710";" 3.738318";" 6.677704";" 9.200969";" 8.603352";"12.299465";" 9.511568";" 8.493151";" 5.372617";" 6.084656";"10.179641";" 5.908096";" 9.855769";" 5.344828";" 5.000000";" 5.930470";" 5.286344";" 3.958333";"11.136891";" 5.752561";"15.198238";"14.135021"
"3pm";" 9.881847";" 3.535354";" 3.015075";"13.584117";" 5.797101";" 2.928870";" 8.027750";"10.827068";" 3.368794";" 6.363636";" 9.337861";" 9.288991";"11.862528";" 8.788599";" 9.000000";" 5.766063";" 8.196721";"10.674157";" 6.329114";"10.313901";" 6.146179";" 4.508197";" 5.780347";" 4.631579";" 3.455285";"11.738149";" 5.663305";"15.113872";"15.256410"
"4pm";" 8.945260";" 2.529511";" 2.479339";"14.726027";" 5.714286";" 3.024575";" 6.862745";"11.419753";" 3.193277";" 6.121045";" 8.363971";"11.745335";" 9.816754";"10.185185";"10.060362";" 6.108898";"10.588235";"12.300683";" 7.612457";"11.614173";" 6.148867";" 5.595668";" 5.818182";" 3.584906";" 2.909091";"13.698630";" 5.600649";"16.341030";"16.730769"
"5pm";" 7.530120";" 2.101576";" 1.866252";"16.187050";" 4.957507";" 4.035088";" 6.600660";"11.111111";" 3.039514";" 4.798172";" 8.743719";"11.464968";" 8.396947";"11.627907";"10.526316";" 6.699147";"10.940171";"12.500000";" 8.928571";"13.763066";" 5.477308";" 5.612245";" 5.281090";" 3.652174";" 3.958692";"13.864818";" 5.676127";"15.619968";"14.054054"
"6pm";" 7.724138";" 2.816901";" 1.820941";"17.028986";" 4.951857";" 4.217926";" 4.925544";"10.757576";" 2.556391";" 4.758250";" 8.919203";"12.421053";" 7.339450";"12.748344";"11.467116";" 7.101281";"10.500000";"12.524851";" 9.224012";"14.695946";" 5.108359";" 5.454545";" 5.280528";" 3.602058";" 3.924915";"13.590604";" 5.651106";"15.600624";"13.157895"
"7pm";" 6.536857";" 2.836879";" 2.416918";"17.261905";" 4.311544";" 4.347826";" 4.664391";"11.509716";" 2.544910";" 4.705882";" 7.847296";"12.500000";" 7.066667";"13.014827";"11.627907";" 6.880734";"10.823910";"12.692308";" 9.738372";"14.729951";" 5.222734";" 5.454545";" 5.228758";" 3.703704";" 4.251701";"14.238411";" 5.766063";"15.838509";"11.455108"
