"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542"
"4am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0"
"7am";"420.932";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"927.052";"455.316";"846.163";"503.148";"  0.000";"595.521";"  0.000";"  0.000";"604.123";"  0.000";"  0.000";"  0.000";"  0.000";"701.311";"  0.000";"  0.000";"  0.000";"  0.000"
"9am";"1045.868";" 527.827";"1022.862";" 529.463";"   0.000";" 548.462";"   0.000";"   0.000";" 578.920";"   0.000";"   0.000";" 405.730";"   0.000";" 770.555";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"1166.370";" 521.544";"1047.750";" 529.463";"   0.000";" 548.462";"   0.000";"   0.000";" 533.825";"   0.000";"   0.000";"   0.000";" 467.503";" 845.685";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"965.605";"465.205";"904.132";"531.088";"  0.000";"473.548";"  0.000";"  0.000";"537.405";"  0.000";"  0.000";"433.517";"485.040";"800.340";"  0.000";"  0.000";"  0.000";"  0.000"
"12am";"859.846";"  0.000";"554.257";"390.661";"  0.000";"418.884";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"639.598";"  0.000";"  0.000";"  0.000";"  0.000"
"1pm";"1188.993";" 373.388";" 924.189";" 551.445";"   0.000";" 531.376";"   0.000";"   0.000";" 544.800";"   0.000";"   0.000";"   0.000";"   0.000";" 562.854";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";"1333.404";" 451.284";" 964.139";" 551.445";"   0.000";" 495.568";"   0.000";"   0.000";" 543.162";"   0.000";"   0.000";"   0.000";"   0.000";" 643.730";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";"1316.196";" 487.325";" 854.958";" 521.976";"   0.000";" 480.427";"   0.000";"   0.000";" 635.907";"   0.000";"   0.000";"   0.000";"   0.000";" 842.236";"   0.000";"   0.000";"   0.000";"   0.000"
"4pm";"1182.053";" 424.602";" 831.188";" 467.010";"   0.000";" 434.844";"   0.000";"   0.000";" 638.219";"   0.000";"   0.000";"   0.000";"   0.000";" 844.440";"   0.000";"   0.000";"   0.000";"   0.000"
"5pm";"878.205";"  0.000";"556.773";"535.766";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"630.357";"  0.000";"  0.000";"  0.000";"  0.000"
"6pm";"570.121";"  0.000";"548.718";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"367.964";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"371.536";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
