"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744"
"max";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544"
"4am";"440.3425";"240.8123";"357.7783";"371.5390";"350.8980";"529.7871";"447.2229";"412.8211";"557.3085";"584.8299";"467.8639";"460.9836";"254.5730";"791.2405";"412.8211";"688.0352";"543.5478";"447.2229";"440.3425";"632.9924";"302.7355"
"5am";"447.2229";"247.6927";"344.0176";"371.5390";"344.0176";"550.4282";"440.3425";"399.0604";"564.1889";"591.7103";"460.9836";"454.1032";"240.8123";"784.3601";"412.8211";"667.3941";"509.1460";"440.3425";"440.3425";"632.9924";"302.7355"
"6am";"474.7443";"254.5730";"357.7783";"357.7783";"357.7783";"591.7103";"419.7015";"419.7015";"571.0692";"571.0692";"405.9408";"399.0604";"213.2909";"894.4458";"378.4194";"591.7103";"447.2229";"440.3425";"399.0604";"564.1889";"275.2141"
"7am";" 722.4370";" 220.1713";" 344.0176";" 364.6587";" 550.4282";" 626.1120";" 364.6587";" 302.7355";" 619.2317";" 543.5478";" 433.4622";" 288.9748";" 178.8892";"1052.6939";" 302.7355";" 460.9836";" 288.9748";" 350.8980";" 316.4962";" 474.7443";" 233.9320"
"8am";"853.1636";"323.3765";"454.1032";"350.8980";"584.8299";"591.7103";"323.3765";"268.3337";"619.2317";"571.0692";"474.7443";"268.3337";"165.1284";"997.6510";"268.3337";"357.7783";"275.2141";"323.3765";"288.9748";"440.3425";"227.0516"
"9am";" 915.0868";" 337.1372";" 502.2657";" 337.1372";" 619.2317";" 543.5478";" 316.4962";" 288.9748";" 619.2317";" 577.9496";" 474.7443";" 275.2141";" 151.3677";"1011.4117";" 240.8123";" 337.1372";" 275.2141";" 302.7355";" 282.0944";" 405.9408";" 227.0516"
"10am";" 860.0440";" 399.0604";" 502.2657";" 344.0176";" 619.2317";" 543.5478";" 302.7355";" 261.4534";" 605.4710";" 605.4710";" 467.8639";" 275.2141";" 151.3677";"1087.0956";" 199.5302";" 330.2569";" 261.4534";" 309.6158";" 295.8551";" 405.9408";" 192.6499"
"11am";" 887.5654";" 399.0604";" 502.2657";" 357.7783";" 598.5906";" 543.5478";" 302.7355";" 275.2141";" 619.2317";" 612.3513";" 454.1032";" 268.3337";" 151.3677";"1004.5314";" 220.1713";" 337.1372";" 233.9320";" 323.3765";" 302.7355";" 440.3425";" 206.4106"
"12am";" 928.8475";" 371.5390";" 481.6246";" 364.6587";" 591.7103";" 516.0264";" 316.4962";" 261.4534";" 584.8299";" 577.9496";" 509.1460";" 240.8123";" 151.3677";"1004.5314";" 227.0516";" 316.4962";" 288.9748";" 323.3765";" 309.6158";" 447.2229";" 206.4106"
"1pm";"915.0868";"337.1372";"467.8639";"344.0176";"612.3513";"550.4282";"302.7355";"254.5730";"626.1120";"612.3513";"509.1460";"275.2141";"158.2481";"970.1296";"233.9320";"330.2569";"254.5730";"330.2569";"323.3765";"440.3425";"206.4106"
"2pm";"935.7279";"330.2569";"440.3425";"357.7783";"612.3513";"543.5478";"295.8551";"254.5730";"612.3513";"619.2317";"488.5050";"254.5730";"158.2481";"990.7707";"261.4534";"344.0176";"282.0944";"337.1372";"330.2569";"447.2229";"178.8892"
"3pm";"887.5654";"282.0944";"433.4622";"357.7783";"550.4282";"564.1889";"323.3765";"261.4534";"632.9924";"619.2317";"474.7443";"302.7355";"158.2481";"990.7707";"275.2141";"399.0604";"282.0944";"337.1372";"302.7355";"467.8639";"172.0088"
"4pm";"598.5906";"309.6158";"364.6587";"309.6158";"467.8639";"509.1460";"323.3765";"357.7783";"529.7871";"522.9068";"516.0264";"364.6587";"199.5302";"880.6851";"330.2569";"543.5478";"405.9408";"357.7783";"371.5390";"536.6675";"268.3337"
"5pm";"495.3853";"330.2569";"399.0604";"350.8980";"392.1801";"550.4282";"350.8980";"357.7783";"481.6246";"557.3085";"543.5478";"385.2997";"233.9320";"825.6422";"399.0604";"571.0692";"447.2229";"364.6587";"419.7015";"571.0692";"288.9748"
"6pm";"440.3425";"302.7355";"371.5390";"378.4194";"447.2229";"536.6675";"392.1801";"350.8980";"529.7871";"577.9496";"522.9068";"344.0176";"227.0516";"860.0440";"399.0604";"577.9496";"460.9836";"350.8980";"426.5818";"584.8299";"302.7355"
"7pm";"426.5818";"316.4962";"357.7783";"371.5390";"488.5050";"481.6246";"350.8980";"350.8980";"529.7871";"632.9924";"529.7871";"392.1801";"233.9320";"860.0440";"405.9408";"591.7103";"474.7443";"364.6587";"419.7015";"584.8299";"295.8551"
"8pm";"412.8211";"275.2141";"364.6587";"371.5390";"433.4622";"495.3853";"378.4194";"364.6587";"577.9496";"612.3513";"522.9068";"426.5818";"247.6927";"811.8815";"412.8211";"598.5906";"495.3853";"371.5390";"433.4622";"598.5906";"302.7355"
"9pm";"399.0604";"268.3337";"350.8980";"378.4194";"378.4194";"516.0264";"392.1801";"364.6587";"557.3085";"626.1120";"502.2657";"440.3425";"268.3337";"777.4798";"412.8211";"646.7531";"509.1460";"371.5390";"460.9836";"605.4710";"309.6158"
"10pm";"412.8211";"254.5730";"364.6587";"371.5390";"344.0176";"509.1460";"419.7015";"357.7783";"557.3085";"598.5906";"481.6246";"426.5818";"268.3337";"805.0012";"419.7015";"674.2745";"516.0264";"378.4194";"467.8639";"605.4710";"309.6158"
"11pm";"399.0604";"240.8123";"357.7783";"364.6587";"357.7783";"509.1460";"433.4622";"385.2997";"543.5478";"577.9496";"488.5050";"447.2229";"275.2141";"791.2405";"433.4622";"653.6334";"516.0264";"392.1801";"474.7443";"612.3513";"316.4962"
"12pm";"399.0604";"247.6927";"357.7783";"364.6587";"357.7783";"502.2657";"440.3425";"385.2997";"543.5478";"584.8299";"488.5050";"447.2229";"275.2141";"791.2405";"433.4622";"653.6334";"516.0264";"399.0604";"454.1032";"605.4710";"316.4962"
"1am";"399.0604";"247.6927";"357.7783";"364.6587";"350.8980";"502.2657";"447.2229";"385.2997";"536.6675";"584.8299";"488.5050";"447.2229";"275.2141";"791.2405";"433.4622";"653.6334";"516.0264";"405.9408";"454.1032";"605.4710";"316.4962"
"2am";"378.4194";"247.6927";"364.6587";"364.6587";"364.6587";"502.2657";"447.2229";"385.2997";"536.6675";"584.8299";"495.3853";"447.2229";"275.2141";"784.3601";"426.5818";"660.5138";"516.0264";"405.9408";"454.1032";"605.4710";"316.4962"
"3am";"385.2997";"247.6927";"364.6587";"364.6587";"364.6587";"495.3853";"447.2229";"385.2997";"536.6675";"598.5906";"481.6246";"440.3425";"275.2141";"784.3601";"426.5818";"660.5138";"516.0264";"405.9408";"454.1032";"612.3513";"316.4962"
