"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112";"4000.112"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";"457.203";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"440.601";"  0.000";"  0.000";"  0.000";"0"
"7am";"1983.761";"1016.200";"1045.743";"1045.758";" 503.715";"1098.413";"   0.000";" 495.504";" 883.396";" 486.346";"   0.000";" 792.740";" 915.545";"1255.628";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"3630.751";"1825.355";"2059.471";"1693.635";" 856.324";"1857.471";"   0.000";" 820.823";"1962.035";" 773.514";"   0.000";"1712.848";"1350.742";"2577.477";"   0.000";" 558.216";" 542.030";"   0.000"
"9am";"3790.234";"1980.002";"2217.642";"1760.451";" 910.856";"2077.572";"   0.000";" 865.497";"1880.594";" 724.868";" 635.718";"1987.009";"1507.254";"2726.233";"   0.000";" 600.964";" 696.779";"   0.000"
"10am";"3960.475";"2151.959";"2635.647";"1721.279";" 896.200";"2054.634";"   0.000";" 820.800";"2041.996";" 679.381";" 746.866";"2238.031";"1595.858";"2870.286";"   0.000";" 606.432";"1044.603";"   0.000"
"11am";"4000.112";"1905.860";"2167.636";"1670.903";" 784.944";"2001.981";"   0.000";" 666.905";"1871.569";" 847.504";" 708.116";"1960.639";"1652.333";"2715.214";"   0.000";" 586.338";" 755.399";"   0.000"
"12am";"3102.715";"1614.026";"1591.980";"1199.968";" 642.599";"1415.933";"   0.000";" 631.665";"1221.161";" 424.158";"   0.000";"1567.549";"1266.936";"2149.994";"   0.000";" 371.090";" 675.571";"   0.000"
"1pm";"3355.026";"1986.347";"2081.591";"1615.539";" 673.453";"1918.031";"   0.000";" 614.949";"1824.295";" 848.772";" 590.157";"1798.660";"1440.909";"2213.672";"   0.000";" 523.117";" 640.178";"   0.000"
"2pm";"3519.218";"2032.971";"2043.588";"1515.675";" 746.197";"1916.482";" 356.172";" 617.659";"1852.002";" 778.660";" 572.595";"1821.701";"1714.909";"2435.898";"   0.000";" 503.726";" 776.276";"   0.000"
"3pm";"3566.771";"1928.824";"1910.986";"1581.577";" 712.220";"1894.685";" 377.518";" 551.757";"1913.831";" 697.659";" 576.118";"1966.017";"1596.693";"2376.193";"   0.000";"   0.000";" 827.701";"   0.000"
"4pm";"3278.821";"1646.207";"1688.232";"1366.347";" 465.637";"1479.894";"   0.000";" 495.828";"1579.951";" 729.641";"   0.000";"1771.134";"1423.408";"2277.517";"   0.000";"   0.000";" 879.483";"   0.000"
"5pm";"2387.036";" 859.063";"1440.763";"1012.528";"   0.000";" 888.317";"   0.000";" 333.600";" 652.142";" 613.613";"   0.000";"1318.412";"1273.801";"1461.359";"   0.000";"   0.000";" 797.235";"   0.000"
"6pm";"1488.457";" 377.025";" 928.907";" 506.616";"   0.000";" 493.529";"   0.000";"   0.000";" 401.486";"   0.000";"   0.000";" 628.284";" 637.306";" 712.133";"   0.000";"   0.000";" 364.391";"   0.000"
"7pm";"745.006";"  0.000";"791.966";"413.822";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"710.799";"  0.000";"578.480";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"648.969";"  0.000";"425.903";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
