"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12"
"4am";"1008.591";" 603.897";" 952.389";" 409.560";" 737.227";" 498.013";" 625.993";" 460.433";" 385.698";" 328.702";" 555.726";" 650.492";" 595.530";"1184.394";" 416.890";" 367.779";" 713.814";" 340.475"
"5am";"1008.591";" 603.897";" 952.389";" 409.560";" 679.025";" 556.215";" 625.993";" 460.433";" 385.698";" 328.702";" 555.726";" 650.492";" 595.530";"1184.394";" 416.890";" 367.779";" 713.814";" 340.475"
"6am";"1008.591";" 603.897";" 952.389";" 409.560";" 652.278";" 556.215";" 625.993";" 460.433";" 385.698";" 328.702";" 555.726";" 650.492";" 595.530";"1057.905";" 416.890";" 343.381";" 642.138";" 323.360"
"7am";"2301.414";" 227.007";"1396.371";" 884.085";" 791.013";" 461.419";" 196.457";" 169.024";" 443.799";" 272.585";" 235.982";" 253.009";" 342.218";" 938.340";" 254.764";" 284.025";" 267.105";" 228.356"
"8am";"2434.597";" 227.007";"1495.727";"1042.768";" 796.870";" 324.310";"  81.132";" 207.247";" 482.417";" 727.891";" 252.260";" 118.350";" 367.560";"1052.362";" 108.336";" 164.975";" 138.062";" 139.089"
"9am";"2612.920";" 101.441";"1495.727";"1042.768";" 860.450";" 350.620";"  81.132";" 280.701";" 482.417";" 727.891";" 154.532";" 118.350";" 254.466";"1143.980";" 108.336";" 164.975";" 138.062";"  81.266"
"10am";"2612.920";" 101.441";"1522.002";"1042.768";" 837.007";" 311.588";"  81.132";" 280.701";" 482.417";" 727.891";" 154.532";" 235.675";" 254.466";"1062.855";" 108.336";" 164.975";" 138.062";"  81.266"
"11am";"2612.920";" 101.441";"1488.194";" 979.400";" 837.007";" 239.495";"  81.132";" 280.701";" 546.875";" 700.472";" 154.532";" 235.675";" 287.184";"1039.412";" 108.336";" 164.975";" 138.062";"  81.266"
"12am";"2484.046";" 411.754";"1228.820";" 952.985";" 646.110";" 251.209";" 220.932";" 207.247";" 628.800";" 731.190";" 330.707";" 141.984";" 316.296";" 988.590";" 229.574";" 193.693";" 140.134";" 104.709"
"1pm";"2339.828";" 317.854";"1354.170";"1081.270";" 832.989";" 245.155";" 121.486";" 207.247";" 594.897";" 700.472";" 352.140";" 169.131";" 234.524";" 940.695";" 229.574";" 269.543";" 138.062";" 104.709"
"2pm";"2216.305";" 340.674";"1415.816";"1052.891";" 789.964";" 239.495";" 121.486";" 240.859";" 596.139";" 723.525";" 218.531";"  78.870";" 263.636";" 907.083";" 229.574";" 339.537";" 267.627";" 104.709"
"3pm";"2350.782";" 422.518";"1345.518";" 823.283";" 568.856";" 219.317";" 187.933";" 240.859";" 530.506";" 450.885";" 386.310";" 123.837";" 374.112";" 828.057";" 260.818";" 339.537";" 396.038";" 116.602"
"4pm";"2404.004";" 369.197";"1097.924";" 562.010";" 710.615";" 186.515";" 287.705";" 310.473";" 423.880";" 655.693";" 426.280";" 264.549";" 425.526";" 512.373";" 183.132";" 339.537";" 234.133";" 197.578"
"5pm";"1943.166";" 446.868";" 920.306";" 462.595";" 890.762";" 345.145";" 266.683";" 379.895";" 365.816";" 429.946";" 539.896";" 744.948";" 317.280";" 643.387";" 214.376";" 398.893";" 552.978";" 255.401"
"6pm";"1746.926";" 545.053";" 881.476";" 293.063";" 572.638";" 431.378";" 519.839";" 398.294";" 329.514";" 512.132";" 575.607";" 409.423";" 596.620";"1230.271";" 453.989";" 320.126";" 552.978";" 265.537"
"7pm";"1617.228";" 670.541";" 936.178";" 219.609";" 722.171";" 431.378";" 490.293";" 427.643";" 287.481";" 351.755";" 702.650";" 409.423";" 659.988";"1262.207";" 446.772";" 347.984";" 595.011";" 340.475"
"8pm";"1487.136";" 689.687";" 819.001";" 159.802";" 722.171";" 431.378";" 490.293";" 427.643";" 333.587";" 328.702";" 762.457";" 650.492";" 659.988";"1351.708";" 477.422";" 417.978";" 595.011";" 317.032"
"9pm";"1338.203";" 689.687";"1083.218";" 279.995";" 588.584";" 431.378";" 556.740";" 427.643";" 351.890";" 277.453";" 665.292";" 650.492";" 659.988";"1402.957";" 477.422";" 297.785";" 625.729";" 317.032"
"10pm";"1360.803";" 689.687";"1083.218";" 279.995";" 565.984";" 431.378";" 556.740";" 427.643";" 351.890";" 277.453";" 577.207";" 650.492";" 659.988";"1402.957";" 477.422";" 297.785";" 713.814";" 317.032"
"11pm";"1409.040";" 689.687";" 929.231";" 279.995";" 565.984";" 431.378";" 490.293";" 427.643";" 351.890";" 316.756";" 710.101";" 650.492";" 659.988";"1402.957";" 477.422";" 297.785";" 713.814";" 340.475"
