"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748";"37.748"
"max";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51";"13237.51"
"4am";"6868.944";"5905.482";"6374.675";"4074.188";"4214.619";"5546.932";"5137.024";"4181.975";"3413.929";"3559.401";"2887.127";"5457.178";"7310.753";"7838.682";"5401.257";"5228.486";"8832.969";"8984.243";"2748.999";"3542.165";"4000.216";"3501.905";"1614.962";"5113.030";"4767.068";"1424.095";"3576.282";"3034.063";"1472.917";"6137.393";"1063.944";"5669.423";"2285.133";"6448.114";"3008.503";"4014.007";"1626.056";"3200.672";"4873.655";"2435.753";"4613.634";"3593.048";"3281.005";"2036.299";"4428.870";"9592.144";"3467.620";"6166.203";"5841.774";"3334.942";"1757.069";"2045.200"
"5am";"6912.655";"5931.779";"6542.383";"3963.560";"4083.540";"5620.092";"5031.276";"3999.143";"3411.029";"3491.707";"2782.924";"5354.208";"7092.418";"7923.838";"5268.648";"5233.192";"9039.016";"8771.555";"2565.645";"3479.266";"4120.686";"3455.959";"1559.825";"5247.163";"4607.162";"1272.764";"3315.309";"2993.486";"1496.629";"5988.923";"1020.531";"5329.817";"2201.943";"6350.985";"3008.503";"3845.482";"1626.056";"3160.089";"5266.903";"2486.820";"4599.655";"3542.382";"3236.323";"1894.552";"4450.108";"9402.612";"3577.909";"6315.148";"5905.909";"3242.812";"1738.195";"2009.500"
"6am";"6927.462";"5564.612";"6432.576";"3811.461";"4199.755";"5797.603";"4845.149";"3999.037";"3137.740";"3102.688";"2989.876";"5883.519";"7020.053";"7789.063";"5362.124";"5211.793";"9041.405";"8804.493";"2322.761";"3109.858";"3809.252";"3758.207";"1811.210";"5000.097";"4096.893";"1137.372";"3113.980";"2697.438";"1310.145";"5545.970";" 951.206";"5017.820";"2017.502";"6245.811";"2878.666";"3454.296";"1452.465";"3078.469";"5442.732";"2452.419";"4698.522";"3332.776";"3125.301";"1833.787";"4126.466";"8935.641";"3282.092";"6319.912";"5692.908";"3113.854";"1640.481";"1720.589"
"7am";"8041.899";"5874.627";"6748.465";"3659.142";"4482.615";"8087.537";"5125.989";"3750.029";"2800.711";"3206.851";"3070.174";"5538.195";"6425.707";"7115.087";"5739.507";"4660.621";"9246.014";"7727.678";"1685.733";"3122.250";"3119.713";"3991.250";"1584.471";"5304.350";"4006.624";" 891.012";"2558.174";"2088.353";"1141.466";"5315.065";" 836.381";"4709.836";"1570.498";"6315.521";"2377.805";"2861.178";"1305.248";"2796.029";"5959.812";"2398.180";"3875.298";"2872.841";"2759.414";"1647.153";"3787.343";"7794.277";"3012.050";"6269.235";"4880.557";"2551.703";"1270.618";"1378.260"
"8am";"11429.912";" 6383.091";" 6246.458";" 3228.427";" 4474.154";" 9731.344";" 6621.291";" 3442.950";" 3008.984";" 2665.877";" 3268.639";" 5840.226";" 6613.985";" 6412.096";" 6944.277";" 4256.002";" 9746.824";" 7154.824";" 1607.015";" 3243.399";" 2991.336";" 4789.899";" 1700.635";" 4870.485";" 4497.018";"  631.486";" 2127.911";" 1847.956";"  983.388";" 4640.325";"  652.224";" 4373.295";" 1319.067";" 7071.264";" 2594.294";" 2395.119";" 1168.589";" 2608.337";" 7021.788";" 2023.681";" 3990.596";" 2693.429";" 2458.400";" 1317.982";" 3508.592";" 7416.156";" 3107.901";" 6282.876";" 4362.340";" 2071.880";" 1188.078";" 1108.815"
"9am";"11926.407";" 6487.829";" 5979.792";" 3024.126";" 5100.527";" 9329.363";" 6984.172";" 3582.729";" 3123.088";" 2517.897";" 3197.410";" 5992.256";" 6395.841";" 6060.083";" 7229.955";" 3833.092";"10554.023";" 6603.980";" 1600.114";" 2992.989";" 3071.800";" 5037.635";" 1467.424";" 4791.215";" 4254.996";"  696.837";" 2140.425";" 1865.353";"  964.374";" 4203.160";"  611.708";" 4334.163";" 1651.173";" 7475.111";" 2479.808";" 2127.743";" 1107.019";" 2457.438";" 7094.884";" 1977.251";" 3676.667";" 2684.563";" 2381.782";" 1328.014";" 3209.820";" 7401.421";" 3099.450";" 6243.706";" 4469.497";" 2196.241";" 1317.215";"  952.672"
"10am";"13237.510";" 5767.052";" 5653.757";" 3088.724";" 4939.751";" 9545.518";" 7159.350";" 3499.225";" 3473.642";" 2473.893";" 2830.936";" 6058.999";" 6180.940";" 6060.298";" 7174.026";" 3488.899";"10678.359";" 6750.208";" 1574.709";" 2818.382";" 3011.906";" 5200.065";" 1495.401";" 4839.625";" 4038.064";"  792.180";" 2096.246";" 1658.995";"  937.925";" 4229.673";"  544.556";" 4558.216";" 1518.352";" 7363.524";" 2331.322";" 2142.018";"  995.018";" 2611.044";" 6891.759";" 2107.868";" 3845.756";" 2700.809";" 2372.298";" 1242.838";" 3259.488";" 7809.019";" 2868.653";" 6079.818";" 3988.993";" 2047.466";"  970.380";" 1122.193"
"11am";"12599.923";" 6465.819";" 5970.559";" 3304.434";" 4901.164";" 9125.304";" 6964.704";" 3472.777";" 3146.529";" 2672.535";" 2747.253";" 5398.415";" 5836.765";" 6539.969";" 7021.460";" 3800.443";"10386.404";" 6932.147";" 1683.526";" 2927.094";" 3116.871";" 5017.868";" 1448.421";" 5136.395";" 3983.435";"  843.920";" 1972.048";" 1801.605";"  819.197";" 4170.877";"  549.069";" 4625.192";" 1580.307";" 7331.829";" 2363.268";" 2098.126";" 1007.850";" 2543.641";" 6385.121";" 2059.227";" 3757.220";" 2871.498";" 2489.445";" 1332.109";" 3303.376";" 7288.702";" 2786.594";" 6335.861";" 4330.115";" 2094.473";" 1021.552";" 1036.724"
