"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055";"6.08274603260055"
"max";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142";"57.1275631661142"
"4am";"17.97600";"37.11342";"30.96403";"32.60498";"23.25656";"30.47488";"18.27916";"30.55902";"33.78404";"36.61089";"27.88137";"37.02782";"37.20423";"27.68305";"31.64060";"36.72878";"32.15615";"37.58336";"26.11401"
"5am";"20.50268";"36.83218";"31.86539";"32.12646";"23.48829";"29.95108";"18.27916";"30.53653";"33.10806";"36.64124";"28.38908";"38.20205";"37.02593";"27.11598";"32.07584";"37.89878";"30.90509";"37.02987";"26.25975"
"6am";"20.10235";"36.90633";"29.32842";"33.99188";"25.28453";"32.04097";"19.53771";"29.05944";"32.35964";"36.62712";"28.38908";"36.96100";"38.37163";"25.47580";"30.45656";"38.34987";"29.72017";"36.00504";"25.19418"
"7am";"22.18967";"36.08641";"28.37697";"37.54279";"27.96318";"29.74661";"23.21518";"31.68978";"32.05439";"36.99926";"26.73158";"33.92382";"40.86917";"26.67848";"22.27505";"38.33249";"23.09880";"36.89582";"31.63035"
"8am";"21.52127";"34.35346";"31.31939";"41.12188";"27.98787";"29.09419";"26.40620";"35.10693";"33.37739";"30.73448";"28.05467";"43.61923";"41.52589";"24.83756";"26.97505";"41.06646";"23.96742";"36.89530";"29.91597"
"9am";"20.69923";"30.63840";"33.03650";"36.80960";"27.09297";"31.47314";"25.29734";"32.04121";"34.59682";"33.02078";"30.79976";"40.20364";"42.20712";"24.36142";"26.42687";"38.56067";"24.32102";"38.78856";"31.93166"
"10am";"20.13887";"29.91322";"32.60054";"34.78147";"30.39945";"31.47034";"24.16468";"34.13267";"33.08297";"36.70580";"29.70273";"43.70816";"40.76145";"25.32177";"25.69087";"37.51656";"25.44188";"38.79726";"28.98247"
"11am";"20.91246";"31.06572";"31.17305";"36.20287";"29.29941";"29.23767";"27.84068";"30.64472";"34.24947";"41.01064";"30.22670";"46.85463";"40.51472";"23.21211";"27.25154";"37.13838";"23.84195";"39.06967";"30.99351"
"12am";"18.17166";"32.77712";"29.57135";"37.03819";"28.18161";"32.12894";"23.15676";"31.82016";"35.79806";"39.99691";"30.47668";"38.15534";"41.99862";"25.88079";"28.97744";"32.72124";"35.40002";"39.37529";"26.65636"
"1pm";"23.35400";"33.82389";"29.49302";"39.63440";"29.01644";"23.61382";"35.84643";"39.77294";"33.87208";"36.18486";"28.99779";"38.33407";"39.76119";"25.04619";"27.03321";"37.21455";"23.51418";"42.27532";"25.98203"
"2pm";"21.24263";"37.88292";"32.32704";"29.88283";"30.99038";"26.45640";"26.59902";"41.37497";"36.43330";"36.77294";"29.11991";"41.22628";"39.22904";"23.65165";"29.78749";"39.78950";"24.76351";"40.28857";"26.50743"
"3pm";"19.27546";"38.08015";"35.83041";"33.91272";"26.95961";"25.09868";"23.04734";"42.52328";"36.06970";"35.11080";"30.02081";"34.58735";"38.24538";"26.51324";"30.22111";"40.35235";"25.83210";"41.32281";"27.21941"
"4pm";"18.70846";"37.06270";"35.43613";"31.42619";"25.78748";"26.79852";"24.85396";"39.86288";"36.21152";"37.56639";"32.37830";"36.77562";"37.85202";"22.84591";"26.35279";"37.67444";"27.05730";"44.58067";"30.57100"
"5pm";"18.52674";"36.29874";"32.64738";"30.81510";"26.63127";"28.46327";"18.06299";"42.37949";"34.07527";"37.67786";"35.77071";"36.98080";"32.95984";"24.18566";"28.59714";"33.67704";"31.42467";"44.65001";"24.26529"
"6pm";"20.68596";"28.10512";"31.88692";"31.89800";"27.54523";"29.51574";"16.15117";"36.37813";"31.55095";"38.52367";"35.48045";"32.44363";"36.35297";"24.03498";"31.57250";"34.75083";"37.95150";"45.89584";"25.20868"
"7pm";"20.00846";"29.68838";"30.18078";"31.01609";"27.24448";"33.73221";"17.76037";"34.64010";"30.73458";"37.70141";"32.67960";"37.19446";"36.93734";"25.09394";"30.41837";"35.12932";"35.50985";"39.26364";"24.02507"
"8pm";"19.08093";"29.14376";"32.11524";"34.97408";"24.15802";"26.22689";"16.91470";"38.46589";"34.11673";"35.44615";"31.00956";"36.22644";"37.70303";"27.64010";"31.99198";"34.54281";"32.61280";"37.94416";"25.04722"
"9pm";"17.19912";"31.20332";"30.78811";"34.34111";"22.57639";"29.52638";"18.80145";"37.58073";"34.83091";"34.21340";"30.68636";"36.96855";"37.36128";"28.29662";"30.64940";"35.91868";"32.18843";"38.26790";"23.50980"
"10pm";"16.85743";"31.53752";"30.94670";"33.14697";"22.83244";"30.58652";"18.89119";"36.84956";"33.34837";"34.04254";"29.55646";"35.79233";"37.38964";"26.92767";"29.82483";"35.82892";"30.70940";"37.55499";"27.00033"
"11pm";"17.68491";"31.12961";"32.21000";"32.56644";"23.00446";"30.74693";"18.53995";"34.46960";"33.44764";"34.78962";"29.22418";"35.17869";"37.57746";"27.23115";"30.38775";"36.60932";"30.32094";"36.81810";"27.40777"
"12pm";"17.69910";"31.12961";"32.46983";"32.83262";"22.87684";"28.51493";"21.54728";"34.46960";"33.44764";"36.17590";"29.22418";"35.17869";"36.55708";"27.23115";"30.38775";"36.60932";"30.74691";"37.33682";"27.30093"
"1am";"17.60620";"31.12961";"32.46983";"32.83262";"22.87684";"28.53996";"21.24074";"34.46960";"33.64300";"36.17590";"28.65679";"35.44229";"36.55708";"27.11426";"30.34251";"36.39044";"31.58639";"37.36895";"26.76984"
"2am";"17.60620";"31.12961";"32.59881";"32.83262";"22.87684";"29.95423";"18.19300";"34.46960";"33.95652";"36.00238";"28.49272";"35.44229";"36.55708";"27.29683";"31.14986";"36.39044";"31.58639";"37.36895";"25.75873"
