"hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"4am",0.0515380556702497,-0.0961419234574844,0.0702062835615788,0.418583479461397,-0.211965836941765
"5am",0.00948986605128083,-0.115260636447832,0.0864316516495205,0.437762392304516,-0.211098766094617
"6am",-0.0304897011308171,-0.0971008602592603,0.176724614690616,0.375677884968466,-0.214517730477397
"7am",-0.111251849251939,-0.0516573041928489,0.257478231645025,0.439021426732888,-0.227864403771669
"8am",-0.138815759903877,-0.0623234127222367,0.112605731773934,0.314774621249204,-0.230941893493935
"9am",-0.171096084134567,-0.0603804109781378,0.0675372621502904,0.305760290133843,-0.188828759811692
"10am",-0.139396872849924,-0.0822331146725283,0.0684697576446308,0.276562929986516,-0.274600108329151
"11am",-0.171309305554588,-0.108488501333537,0.0702969705580358,0.281685046827376,-0.281390222872087
"12am",-0.0926177213591532,-0.0665785570774285,0.0821032927970419,0.341422981679712,-0.263698124960195
"1pm",-0.132018462975909,-0.0354325943675536,0.160370270177879,0.36637661615891,-0.213232280214157
"2pm",-0.202850605265047,-0.0154996909654298,0.0861190957711278,0.326222530008511,-0.0964843455925527
"3pm",-0.272545919795914,0.0398760691164672,0.150460715779088,0.359717606373792,-0.0777118555517618
"4pm",-0.196931803442001,0.0024489497827885,0.226522568387566,0.363420694142203,-0.192095050624301
"5pm",-0.073728262206466,-0.0398083942485565,0.0505126588114376,0.419155119448209,-0.309425372594583
"6pm",0.0567355192108997,-0.0487867300324194,0.158383713275203,0.439615968846486,-0.298565379490661
"7pm",0.0350369835863254,-0.0628899992806214,0.161009815855551,0.425923043036603,-0.148201284905275
"8pm",0.00763675107606025,-0.113189842948735,0.204841130690759,0.450775731658763,-0.116184640958776
"9pm",0.028530064402653,-0.149040297587159,0.16017840816234,0.420509386699223,-0.140696099225485
"10pm",0.0244054420316841,-0.14963196495753,0.0986333082548891,0.423586241337011,-0.235446654898633
"11pm",0.0667094276424818,-0.131183420018877,0.107621720926146,0.427568870254621,-0.25470107170245
"12pm",0.0623814426662138,-0.129481473512725,0.111441408488529,0.447647620912779,-0.247561319164556
"1am",0.0646303907316455,-0.124555065909682,0.0948881028938088,0.435268695495465,-0.253538648170876
"2am",0.0639797382728641,-0.125957140860138,0.0866004390299441,0.428771610143744,-0.248899230277684
"3am",0.0640151343873143,-0.127852068085386,0.076343785028552,0.428250837916091,-0.248986969301971
