"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.0352916575100801,-0.106590540299137,-0.0953304528792159,-0.035087851088807
"5am",0.023961901581397,-0.147689848451557,-0.174238630289932,-0.0388329557969484
"6am",-0.0150681967977524,-0.119172535920245,-0.202940204902969,-0.027504362603992
"7am",-0.0335953348443983,-0.11823689929489,-0.281718290321884,-0.0358958191015544
"8am",-0.0496294407356658,-0.159277682208905,-0.340475016185626,-0.0385905426658777
"9am",-0.0567930551339473,-0.1148782722786,-0.280763573143527,-0.0206756344358866
"10am",-0.0833399119668402,-0.147763500759368,-0.362408484301319,-0.0540265792954165
"11am",0.0162842277776232,-0.171416722563362,-0.326781938640915,-0.0035870104484861
"12am",0.0400319779419517,-0.192947798410963,-0.282484550233662,-0.112134287484918
"1pm",0.0420531931169044,-0.137696376724118,-0.29441198123384,-0.103424490871131
"2pm",0.00423669475818063,-0.146779170388038,-0.255645358426628,-0.0461096490450753
"3pm",0.0500949764308086,-0.0378364327235768,-0.232915610593362,0.048532963477179
"4pm",0.0847331374234081,-0.091918112020931,-0.193117476518575,0.00296442158781452
"5pm",0.00956503438250955,-0.104289946108532,-0.211077336647746,0.142345480660462
"6pm",-0.0539435302934101,-0.118537908513289,-0.173293831784449,0.0318343212230356
"7pm",0.0351826394888835,-0.0678490457636231,-0.130725222814017,0.0800624885960862
"8pm",0.0339932059025714,-0.00585027373969941,-0.135172450196318,0.0916747595748334
"9pm",0.0566066072644715,-0.0405122788869689,-0.145300025228632,0.0439146434904762
"10pm",0.0688181789014,-0.0469938392466658,-0.105093996826183,0.0166222380168684
"11pm",0.0703067514493098,-0.0693168141421985,-0.119134946763647,-0.0104658538259148
"12pm",0.0744308840294804,-0.0762535297818824,-0.122344311601994,-0.000661238705478541
"1am",0.0802232061352044,-0.0772260926580325,-0.104067996334149,-0.0142442006652755
"2am",0.0891389358196706,-0.0803534470156547,-0.112303698407361,-0.0241916815273607
"3am",0.0819927122577276,-0.0779491232649688,-0.117883957710264,-0.0253354831997652
