"hour","sex1","sex2"
"4am",0.0264943469554834,0.0264943469554832
"5am",0.000842292920810539,0.00084229292081097
"6am",-0.0551973290326572,-0.0551973290326571
"7am",-0.0276989844361727,-0.0276989844361728
"8am",-0.0338427759923919,-0.0338427759923919
"9am",-0.00924845611994785,-0.00924845611994743
"10am",0.0642828936343653,0.0642828936343655
"11am",0.111598354291761,0.111598354291761
"12am",0.0264733281491823,0.0264733281491822
"1pm",0.074671996973735,0.0746719969737349
"2pm",0.0787935430360908,0.0787935430360907
"3pm",0.11107135354083,0.111071353540829
"4pm",0.211947258468327,0.211947258468326
"5pm",0.0828571975317179,0.0828571975317182
"6pm",0.0178234132645233,0.0178234132645231
"7pm",0.0365852533205921,0.0365852533205918
"8pm",0.0509685049337236,0.0509685049337232
"9pm",-0.00775425039187881,-0.00775425039187891
"10pm",-0.0123954814946393,-0.0123954814946391
"11pm",-0.00543598244056032,-0.00543598244056024
"12pm",0.00348261191758943,0.00348261191758964
"1am",-0.00718982712934366,-0.00718982712934405
"2am",0.00627212090643649,0.00627212090643631
"3am",0.0046100812872085,0.00461008128720814
