"hour","resarea1","resarea2","resarea3"
"4am",0.412121233955521,0.27286426510568,0.831261266454647
"5am",0.408714129406925,0.272459721265082,0.832898047063495
"6am",0.405979482669647,0.268148645735517,0.832712804626719
"7am",0.383297238297017,0.275201610326239,0.835207133875768
"8am",0.389401649882292,0.297579086967986,0.84351080175329
"9am",0.38375050732556,0.303259513888816,0.840990489593382
"10am",0.376394016017942,0.291689639324022,0.841411130824915
"11am",0.383235052674626,0.297042250233865,0.83209227538214
"12am",0.378313237859627,0.283378348769014,0.818751238253377
"1pm",0.398892783592892,0.297545957215736,0.840593023756541
"2pm",0.400202787798413,0.312776747125357,0.837768769126566
"3pm",0.384362388369903,0.288822575259631,0.840732438531482
"4pm",0.383320065679034,0.272150785805666,0.837295108464627
"5pm",0.401096045798746,0.295570892624705,0.819897697687918
"6pm",0.42721387105237,0.283765348601646,0.832251425583915
"7pm",0.423774953718811,0.293189078475958,0.838918224816904
"8pm",0.408373521556841,0.279115867854986,0.834496436037643
"9pm",0.411831544018648,0.277797750641809,0.833540610847195
"10pm",0.408539099131357,0.275710971553182,0.83029702387392
"11pm",0.407555562904521,0.267392185043055,0.831202974614141
"12pm",0.40889848765563,0.267918629539636,0.831587741877966
"1am",0.411253839043518,0.27066002441636,0.830344933986515
"2am",0.411240399251931,0.27066002441636,0.830351397349066
"3am",0.411255664356103,0.27066002441636,0.830350798041262
