"hour","age1","age2","age3","age4"
"4am",0.475821470101436,-0.0786491815897493,0.359123259552639,0.0937832023458165
"5am",0.443479331940586,-0.0522214100641126,0.299698348301306,0.151573886810031
"6am",0.395022627013073,-0.142530720576188,0.175230547874594,0.116303694582782
"7am",0.174014890014603,-0.118361804392947,0.138548881963869,0.211848868576805
"8am",0.00471313387003252,-0.0776064802027647,-0.0395019550183401,0.185123382450888
"9am",0.0160560481063058,-0.00489777093629112,0.065440866848886,0.205717487604899
"10am",0.0573132482794198,0.0200891584026365,0.0396487769715205,0.256067172733326
"11am",0.0814323078003663,-0.121113192317927,0.138598407353517,0.23278274326127
"12am",0.160560329450531,-0.00222733714335107,0.178216451430648,0.201740515158826
"1pm",0.139852576025141,-0.0184248092300298,0.0882787467144568,0.198562602364682
"2pm",0.00495809621586582,-0.0507817187852514,-0.0557679621287161,0.286316284958608
"3pm",-0.0303168292598011,-0.0848560276352009,-0.0997329501813913,0.214266382621366
"4pm",0.107783653325616,0.00143383171338131,0.0658901181683711,0.21059523851168
"5pm",0.153409733491935,-0.0865809630476951,0.0972093096454034,0.0640035876956003
"6pm",0.367076837266798,-0.0852663337829946,0.188343987841938,0.0263229158640966
"7pm",0.28813459799542,-0.0871297958636501,0.166494938148944,0.0289100685910518
"8pm",0.371872117297024,-0.0383822033621048,0.142799653715066,-0.00498322148066886
"9pm",0.370968127956158,-0.0855286630313651,0.202815166225214,0.0324092575003045
"10pm",0.395290377171568,-0.0375923648543184,0.249125082996421,0.0456636821382401
"11pm",0.569172283596827,-0.0776669557661451,0.298701300616691,0.0330758414298442
"12pm",0.586683396100817,-0.0666248315847999,0.321887983027574,0.0570201633766697
"1am",0.555479713572543,-0.0799377969300447,0.321754801627939,0.0145073253819336
"2am",0.551415277482591,-0.0443106464916108,0.31505690396438,0.0257090735681976
"3am",0.549098088537778,-0.044388055704878,0.311475855582819,0.0241206162680252
