"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",-0.0091124059708198,-0.12597511537443,-0.0489739057065416,-0.0626421680780282
"5am",-0.0201653126271607,-0.168112037527345,-0.120009283572325,-0.0778740743664713
"6am",-0.0525214695304661,-0.112343330419109,-0.12137100016364,-0.0261301217074545
"7am",-0.156530215222115,-0.0718255831726235,-0.224016667287003,-0.131159030353085
"8am",-0.150014629156897,-0.0598720052451401,-0.367702879667375,-0.0329063169896376
"9am",-0.13627091475143,-0.0715705093992049,-0.256455601259063,-0.0247109443824651
"10am",-0.189568947678199,-0.124926585184965,-0.348454679778345,-0.0787713231535009
"11am",-0.0957732906467206,-0.100777369912337,-0.340890431979003,-0.0468752901780756
"12am",-0.049838473080607,-0.125940119541116,-0.239345007013901,-0.127878593700381
"1pm",-0.0958551840889198,-0.100616083308496,-0.267274092382905,-0.0859456759900515
"2pm",-0.0860938318533306,-0.100225590856616,-0.257628422289973,-0.0734707363666992
"3pm",-0.0604693428734709,-0.0491314455788495,-0.233070142873565,0.0203459801301613
"4pm",-0.11186789008107,-0.108854501014082,-0.231954699594022,-0.0485477648629827
"5pm",-0.0446719955622621,-0.144728638388822,-0.247963634960579,0.0603274635490785
"6pm",-0.131373898909767,-0.140023976418175,-0.137573424329108,0.0050158496056839
"7pm",-0.0348875467448978,-0.136007612319612,-0.0995510416678035,0.0369611767466438
"8pm",-0.0313861344324736,-0.067722703794185,-0.0935097820252289,0.0545058377584926
"9pm",-0.00996698234443468,-0.102837203453453,-0.0997386372058183,0.00270634733762846
"10pm",0.00741718982837158,-0.101963941212378,-0.0750656207092897,-0.0456337302732356
"11pm",-0.000900969575244465,-0.105879390827592,-0.0710250297685836,-0.0647170430245495
"12pm",0.00229249655201621,-0.110829600140736,-0.0687740678794655,-0.055917573841009
"1am",0.00948687440511201,-0.117426558945449,-0.0595349701595186,-0.0780604969582089
"2am",0.0203025396996719,-0.122682295695621,-0.0592992740634778,-0.0824967843449561
"3am",0.012600670569443,-0.118421435766778,-0.0631980974543857,-0.0847249865214242
