"hour","mode1","mode2","mode3"
"4am",0.255235636020139,0.201405445336974,0.234266111670879
"5am",0.206785144776728,0.188931819245711,0.238243263521538
"6am",0.302056227376116,0.192257512603693,0.235276649502947
"7am",0.24156517628729,0.204399175167625,0.134162252680362
"8am",0.255445083676887,0.171033883983885,0.194089320551461
"9am",0.275961365719601,0.147166490406812,0.159730393938707
"10am",0.293937235664466,0.195924646097888,0.255842503019656
"11am",0.326200558944433,0.258286575975049,0.293793658989639
"12am",0.39383101783627,0.307831948035241,0.282382851564366
"1pm",0.342437160479576,0.263099821410168,0.226592983809812
"2pm",0.371836836854977,0.136622085336987,0.127316905759163
"3pm",0.315256259993494,0.0867761722090647,0.0814917771913155
"4pm",0.334371372963832,0.0994462435332345,0.089773310005144
"5pm",0.386439279081235,0.167180783023244,0.156502509539981
"6pm",0.231291540355429,0.244139881015616,0.304616767382446
"7pm",0.293995502664112,0.274971129035346,0.291413996299384
"8pm",0.286241294118601,0.282980318362934,0.306471103287854
"9pm",0.275527511583287,0.25006372934701,0.275658685238726
"10pm",0.297706834353139,0.255459529990572,0.270195935236714
"11pm",0.274250078568755,0.241378893772209,0.262105704018764
"12pm",0.267379483722447,0.231882487842688,0.257491371476664
"1am",0.2678685660856,0.228709698209886,0.251626470908506
"2am",0.268427425027881,0.231122134432467,0.256222272649053
"3am",0.266278215934234,0.22617509184262,0.252610315433185
