"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909";"7976.909"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0"
"7am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 848.873";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"1500.276";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"   0.000";"1718.949";"1369.651";"   0.000";"   0.000";"1035.923";" 869.270";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 849.921";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 723.526";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1203.044";"   0.000";"   0.000";"   0.000";"1546.401";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 761.910";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1412.843";"   0.000";"   0.000";" 796.001";" 818.347";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"5661.449";"1396.013";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1269.407";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"   0.000";"2735.660";"1718.270";"1057.253";" 887.352";"1310.448";"1112.419";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 996.469";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1020.725";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1448.147";"   0.000";"   0.000";"   0.000";"2038.712";"   0.000";"   0.000";" 871.127";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1043.331";"   0.000";"   0.000";" 899.247";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1032.128";"   0.000";"   0.000";"1667.854";"   0.000";"   0.000";" 849.754";"1070.338";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1220.934";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"7941.284";"1898.794";"1142.788";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 916.901";"   0.000";"   0.000";"   0.000";"1626.794";"   0.000";"1050.419";"   0.000";"1147.041";"   0.000";"   0.000";"   0.000";"1107.039"
"10am";"   0.000";"3317.250";"1653.096";" 895.161";" 886.758";"1421.823";"1250.120";" 732.461";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1011.179";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1040.369";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1419.973";"   0.000";"   0.000";"   0.000";"2172.554";"   0.000";"   0.000";" 946.165";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 976.312";"   0.000";"   0.000";"1044.121";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1015.631";"   0.000";"   0.000";"1906.375";"   0.000";"   0.000";" 850.183";"1544.263";"   0.000";"   0.000";"   0.000";" 954.817";"   0.000";"1187.082";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"7976.909";"1898.794";"1199.326";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 922.975";"   0.000";"   0.000";"   0.000";"1670.913";"   0.000";"1308.235";"   0.000";"1816.729";"   0.000";"   0.000";"   0.000";" 897.836"
"11am";" 815.330";"3129.268";"1682.238";" 883.729";" 762.619";"1135.188";"1124.780";" 739.329";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1038.449";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1095.951";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1535.886";"   0.000";"   0.000";"   0.000";"2149.758";"   0.000";"   0.000";"1050.475";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 960.865";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1015.631";"   0.000";"   0.000";"1981.129";"   0.000";"   0.000";" 839.879";"1482.174";"   0.000";"   0.000";"   0.000";"1021.408";"   0.000";" 938.748";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"7728.644";"1898.794";"1234.911";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 847.574";"   0.000";"   0.000";"   0.000";"1690.772";"   0.000";"   0.000";"   0.000";"1317.659";"   0.000";"   0.000";"   0.000";"   0.000"
