"hour","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","021","022","023","024","025","026","027","028","029","030","031","032","033","035","036","037","038","039","040","041","042","043","045","046","047","048","049","050","051","052","053","055","056","057","058","059","060","061","062","063","064","065","066","067","068","075","076","077","078","079","083","084","085","086","087","088","089","090","091","092","093","094","095","096","097","098","099","100","104"
"min",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"max",17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268,17996.268
"4am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.375,0,0,1021.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6am",0,831.189,0,0,0,0,0,0,0,0,0,0,0,0,1072.407,0,0,0,0,0,0,0,0,0,0,0,892.45,0,0,0,1622.566,0,0,2011.473,863.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717.966,0,0,0,0,0,0,905.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.239,0,0,0,0,0,0,0,0,0,0,0,0
"7am",1926.245,2803.446,1291.888,916.484,933.111,2541.688,5059.888,0,3238.046,1444.115,867.563,617.545,1803.652,1169.75,3637.304,960.884,841.932,768.525,0,934.703,1058.08,1130.463,936.457,1757.596,897.295,0,1370.909,0,0,1655.125,4415.202,0,0,5340.361,1757.71,0,1217.393,1600.434,0,875.744,0,481.417,856.192,799.56,2138.541,1630.869,1073.453,0,0,0,0,3151.431,728.117,0,1227.73,1481.081,1467.679,1897.953,3113.884,0,0,0,2822.463,0,2132.195,1153.932,4532.244,1272.013,1217.599,0,616.01,0,2270.115,0,1847.849,1288.873,1513.95,1735.475,0,2049.288,0,821.45,0,2097.86,3082.248,3455.605,1195.225,2242.869,815.241
"8am",3246.493,8648.858,4211.398,1878.391,2340.749,5490.575,6557.447,2258.134,3859.962,2308.591,1360.542,1067.966,3494.817,1761.831,5868.905,1567.687,1621.258,1021.985,875.42,2632.78,2451.96,2324.408,1497.544,3564.934,1635.27,0,2744.901,0,975.241,2910.172,6527.695,930.031,918.708,9538.855,2567.022,2126.32,2589.506,2331.031,824.919,1675.759,1114.597,831.765,2102.226,1158.399,2733.513,3758.059,1747.312,0,1390.854,1040.354,666.186,4537.36,1284.823,1111.211,3370.118,3698.232,1661.261,3293.501,5099.688,914.632,0,1305.072,4191.312,0,3889.438,2245.896,11238.236,3359.497,2566.98,1036.119,819.438,757.297,3200.534,955.152,2992.855,2103.401,2988.886,2354.265,1768.618,4668.1,0,2178.613,0,4940.239,4332.869,5702.601,2118.425,5019.342,1819.414
"9am",4592.058,12722.374,5396.754,3018.569,3417.105,7021.519,8229.058,3216.103,4653.876,2704.608,1715.301,1704.915,3771.646,2192.557,6943.844,1891.571,2399.398,1151.026,1084.542,2537.361,2651.104,2380.178,1707.561,4447.229,1984.425,1284.289,3384.114,0,1193.371,3488.645,7599.637,1432.939,1085.611,11960.459,2608.065,2874.485,3276.288,2898.655,904.277,3136.742,1210.572,826.963,2220.671,1753.495,2937.935,5115.126,2363.076,826.368,1887.492,1322.405,724.836,5486.621,1646.742,1405.74,4431.022,4562.863,2207.809,4177.389,7465.801,756.239,0,1152.36,4707.118,0,5980.188,2145.62,14492.642,4115.523,3676.578,1466.492,898.178,1114.956,3698.706,1546.377,3260.854,3053.452,3332.677,2716.204,2027.631,5288.216,0,2771.147,1029.66,6639.442,5081.581,6771.741,1797.76,7910.203,3779.432
"10am",5521.194,16002.379,5750.8,3054.283,4583.211,7483.707,9198.539,4612.849,4582.017,3121.356,2169.385,1499.094,3480.357,2684.322,7322.221,2318.716,2201.3,1204.355,1209.921,2754.296,2657.195,2367.383,2073.29,5047.198,2186.939,1090.54,3515.727,1105.071,1168.715,3727.868,7609.183,1385.727,1328.158,12524.767,2655.205,3227.199,4840.765,3161.111,988.533,3548.03,1467.872,856.826,2153.652,1982.187,3273.773,5477.568,2879.09,781.347,1499.641,1262.193,699.444,5563.569,1671.468,1648.801,4805.88,4793.31,2136.817,4311.05,7512.204,1158.485,0,1595.391,4941.389,845.114,6581.689,2443.956,15359.322,4149.336,3759.684,1892.429,1068.634,1175.591,3320.615,1938.96,3534.785,3721.77,4021.994,3277.008,2433.522,5356.94,0,2600.617,989.904,6982.745,5731.662,7009.718,1663.728,9772.805,3693.222
"11am",6065.862,14419.598,5303.575,2930.036,3676.369,7040.448,8990.307,3892.889,4849.639,2800.151,1844.872,1400.325,3187.905,2327.439,6709.816,2143.907,2053.029,1094.405,933.03,3118.298,2805.183,2304.959,1778.104,4489.199,1976.912,0,3226.298,0,943.607,3433.27,7699.583,1057.659,1090.645,11993.036,2280.602,2209.526,5209.609,3409.454,1046.745,2780.893,1219.452,946.539,2020.304,1546.898,2614.795,4952.11,2410.173,784.891,1295.934,0,900.411,5813.618,1893.627,1566.354,5025.444,4483.587,1616.354,3596.811,6039.357,979.302,0,1659.36,4758.258,0,5988.347,2584.374,14988.473,4193.631,3298.271,1399.493,933.827,1069.116,3171.546,1805.173,2935.379,2540.233,4049.891,2981.722,1899.811,5132.35,1202.531,2204.349,958.134,5814.851,5186.31,6072.604,2317.448,7821.122,2833.333
"12am",5875.612,13508.754,4440.213,2437.131,3066.772,6062.086,7425.614,1938.492,3683.477,2414.949,1133.64,1117.067,2757.561,1892.635,5458.608,1781.46,1837.74,911.548,946.471,2349.298,2222.958,2436.028,1618.304,3775.044,1869.728,0,2774.917,0,0,2509.237,6830.9,0,838.148,10862.681,1656.587,1635.227,5819.502,3232.463,950.55,2509.517,0,1145.638,2032.756,1300.443,2264.504,3514.782,1762.917,1085.457,1248.657,903.404,810.561,5311.099,1474.568,1607.508,4527.033,2657.555,1647.663,3508.257,5638.192,994.925,0,1101.718,3404.722,760.381,5407.927,2345.662,14006.067,4110.809,3189.316,1034.107,561.848,883.234,2849.15,1142.543,2472.682,2594.819,3294.298,1925.28,1547.212,4913.741,0,1510.015,0,4584.752,4601.804,5352.377,1650.128,8007.36,2311.776
"1pm",5419.331,14790.064,4537.666,2827.931,3466.553,5642.172,8766.022,2579.18,3806.812,2342.085,1334.513,1269.638,2862.276,2024.576,5561.079,2115.396,2062.647,975.037,1129.72,3062.503,2561.607,2543.065,2116.439,4618.815,2158.652,666.504,3071.744,0,860.574,2955.041,7465.548,0,1619.294,11239.074,1723.229,2161.422,5548.726,3606.343,1046.766,2484.234,0,1142.216,1987.63,1378.826,2332.21,4455.443,2142.382,1156.032,1419.974,972.964,1044.986,5307.297,1527.181,1742.495,4778.679,3996.478,1491.956,3434.245,6010.162,1310.125,809.053,1512.091,4180.189,786.736,5636.734,2717.503,14612.67,3932.708,3437.276,984.324,833.934,1101.66,2907.818,1217.509,2658.855,2250.506,3121.646,3078.155,1707.447,5505.06,0,1748.527,0,5378.848,5294.504,5729.207,1821.562,8592.682,3080.232
"2pm",5472.88,17069.075,5770.423,3473.405,4291.702,6739.288,9182.43,2636.251,4178.384,2828.582,2027.79,1730.944,3475.075,2188.299,6239.222,2305.518,2002.701,1023.681,1267.084,2957.531,2870.587,2553.887,2337.247,5982.046,2794.407,796.404,3349.826,0,1191.871,3170.538,7237.808,0,1600.894,11305.916,2251.516,2541.207,5922.258,3827.515,1258.837,2872.257,0,1435.894,2103.764,1529.431,3108.147,5717.452,2305.521,1067.34,1496.034,1159.251,1191.857,5334.336,1595.614,1754.776,4821.71,5255.949,1575.602,3736.749,7481.913,1426.282,997.877,1740.804,5506.413,1044.369,6106.437,2853.269,14856.632,4178.464,3919.901,1170.044,1056.12,1295.228,3255.207,1097.442,2840.729,2745.611,3115.547,3357.074,2225.073,5762.383,0,2467.014,1382.645,6437.731,4620.649,5885.835,2541.763,10731.553,3886.5
"3pm",5580.158,17996.268,5809.956,4215.244,3860.047,7105.126,9772.018,2915.453,3846.477,3485.262,1714.173,1643.673,3670.178,2113.51,5630.13,2180.936,1952.562,1237.806,1162.728,2588.607,2743.419,2296.905,1873.642,5843.524,2513.16,975.481,3209.119,882.188,975.732,2756.751,6678.516,833.026,1406.371,11244.63,2200.083,2860.745,6494.653,3702.941,1469.946,2766.294,1005.794,1376.523,2230.426,1733.468,2691.164,5288.595,3126.685,1089.885,1500.952,1347.501,1451.727,4933.381,1647.722,1867.112,4699.486,5944.367,1849.167,3601.223,7013.033,1138.678,780.315,1396.621,5152.066,1154.789,7026.051,2817.165,14830.373,3991.017,3604.833,1428.877,1208.696,1261.108,3668.759,1205.044,2993.583,2423.585,3420.659,3441.78,2280.061,5907.37,0,2780.564,963.787,7663.662,4107.926,5626.502,2708.767,12327.254,3125.697
"4pm",4475.37,14701.257,5120.665,3094.931,3883.666,6916.387,7292.599,2460.067,3110.036,2392.624,1043.433,1640.394,3085.294,1526.543,4221.447,1627.654,2534.684,1407.471,813.543,2210.083,1914.961,2733.92,1839.259,4600.301,1914.003,832.672,1948.945,709.179,760.824,2752.854,5902.623,1072.41,1327.696,8354.99,1960.736,2110.52,5869.742,2751.05,1066.251,2582.484,869.545,1104.897,1969.658,1591.269,2122.614,5268.886,2155.488,838.648,1143.722,1379.956,876.383,4101.104,1395.422,1393.076,3989.674,4803.908,1248.48,3321.241,6110.233,0,693.286,1143.021,4783.723,762.957,5623.183,2144.502,13075.85,3132.73,3050.142,1093.973,1224.869,913.199,2584.311,759.436,1819.371,2706.593,2068.371,2906.038,2118.019,5319.35,0,2289.448,1159.719,5804.899,3070.111,4213.092,1806.809,9083.151,2473.613
"5pm",2956.951,10801.479,2834.107,1766.234,2576.629,3742.74,3778.763,2289.538,1701.165,1108.335,0,1096.033,2826.341,1440.75,2622.267,1011.871,1168.383,0,0,1708.426,1197.375,1902.975,0,3863.531,1609.058,730.749,1544.14,0,0,1734.522,3592.177,1003.455,1225.069,5338.485,1453.232,1912.388,4581.503,1575.732,767.236,2051.079,0,747.453,1141.637,1054.743,1353.175,3555.346,1542.107,676.684,822.948,0,0,2838.989,1339.445,0,2724.237,3055.491,1006.826,2044.841,4153.51,809.583,0,1174.333,2378.179,0,4540.62,990.083,9271.453,1826.901,2553.448,0,580.658,771.022,1221.351,0,1235.373,1062.718,1038.931,1905.282,1502.275,3391.232,0,1655.298,0,3783.636,1192.613,3025.774,1212.591,6673.322,1942.313
