"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923"
"4am";"367.684";"554.454";"499.698";"468.015";"271.820";"548.752";"594.268";"553.161";"374.799";"729.040";"569.597";"596.839";"713.542";"824.095";"403.217";"658.033";"998.480";"476.589"
"5am";"402.728";"554.454";"464.654";"468.015";"271.820";"548.752";"594.268";"553.161";"374.799";"729.040";"569.597";"596.839";"713.542";"824.095";"384.910";"676.340";"998.480";"476.589"
"6am";"402.728";"554.454";"464.654";"486.880";"271.820";"529.887";"594.268";"553.161";"374.799";"729.040";"569.597";"596.839";"713.542";"824.095";"384.910";"676.340";"998.480";"476.589"
"7am";" 526.921";" 473.773";" 464.654";" 486.880";" 294.007";" 573.389";" 582.403";" 553.161";" 374.799";" 675.903";" 547.410";" 646.412";" 713.542";" 787.939";" 344.962";" 632.838";"1010.345";" 476.589"
"8am";" 638.336";" 120.421";" 670.273";" 486.880";" 294.007";" 573.389";" 582.403";" 553.161";" 374.799";" 675.903";" 525.223";" 704.917";" 682.149";" 787.939";" 344.962";" 632.838";"1010.345";" 476.589"
"9am";"761.793";"338.737";"636.856";"422.208";"257.927";"502.675";"535.431";"553.161";"374.799";"645.944";"485.710";"753.908";"619.192";"852.611";"344.962";"600.909";"910.376";"446.398"
"10am";"782.570";"404.999";"545.879";"422.208";"257.927";"529.966";"525.774";"553.161";"345.055";"782.025";"464.490";"610.335";"695.880";"842.577";"344.962";"523.562";"819.929";"446.398"
"11am";"581.441";"437.455";"519.113";"528.471";"294.007";"508.261";"525.774";"598.380";"374.799";"727.151";"507.897";"571.998";"758.637";"787.939";"344.962";"578.200";"965.250";"409.210"
