"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78";"16223.78"
"4am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0"
"5am";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"1267.587";"   0.000";"   0.000";"   0.000";"1560.944";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"1155.165";"0";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1520.224";"   0.000";"   0.000";"   0.000";"   0.000";"1223.378";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1324.522";"   0.000";"1100.143";"   0.000";"   0.000";"   0.000";"   0.000";"1190.713";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1848.836";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2246.999";"   0.000";"   0.000";"   0.000";"3868.353";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2245.455";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"1528.091";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"7am";"1782.068";"   0.000";"   0.000";"2299.222";"3705.135";"2184.431";"   0.000";"2686.025";"4075.051";"1504.723";"2251.997";"1555.527";"1958.723";"2784.416";"2945.175";"2294.525";" 961.893";"   0.000";"   0.000";"3089.552";"   0.000";"1991.323";"3209.746";"1277.311";"1515.437";"2782.548";"   0.000";"1626.880";"   0.000";"2199.151";"3411.807";"2837.656";"3537.205";"2417.769";"2224.669";"   0.000";"   0.000";"2721.431";"2585.128";" 993.303";"1068.074";"   0.000";"0";"1340.464";"   0.000";"   0.000";"   0.000";"   0.000";"2023.512";"1192.541";"3080.903";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1612.535";"   0.000";"1044.761";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1509.156";"   0.000";"1680.771";"   0.000";"   0.000";"5294.072";"   0.000";"   0.000";"1045.316";"8299.225";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2056.396";"2867.925";" 841.912";"1582.947";"   0.000";"1190.539";"   0.000";"1235.052";"   0.000";"5813.168";"   0.000";"   0.000";" 807.431";"   0.000";"   0.000";"   0.000";"1425.196";"1164.277";"   0.000";"2256.571";"1085.668";"   0.000";"   0.000";"   0.000";"1039.583";"   0.000";"   0.000";"0";"   0.000";"1568.311";"1173.436";"1142.339";"2965.476";"   0.000";"1279.356";"2485.261";"   0.000";" 899.793";"   0.000";"1552.989";"   0.000";"   0.000";"4042.310";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1345.012";" 975.849";"   0.000";"   0.000";"   0.000"
"8am";" 4235.728";"    0.000";" 1539.068";" 4000.835";" 6970.258";" 2745.967";"    0.000";" 3696.910";" 5706.318";" 2268.699";" 2948.852";" 2425.246";" 2799.631";" 6363.801";" 5862.500";" 3047.918";"  923.740";"    0.000";"    0.000";" 3977.548";" 2581.511";" 2606.941";" 3603.594";" 2681.102";" 2820.408";" 3496.602";"    0.000";" 1767.042";"    0.000";" 3514.064";" 4031.852";" 3717.216";" 4799.097";" 4444.110";" 3520.554";"    0.000";"    0.000";" 4363.115";" 3493.380";" 1326.596";" 2333.489";" 1815.784";"0";" 1524.778";"    0.000";"    0.000";"    0.000";"    0.000";" 2964.865";" 1910.969";" 5112.584";"    0.000";"  957.122";"    0.000";"    0.000";"    0.000";"    0.000";" 2354.863";"  695.836";" 1336.855";" 1015.172";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";" 2842.733";"  810.769";" 3439.608";" 1146.750";"    0.000";" 8551.229";" 1648.913";"    0.000";" 1989.115";" 9664.582";"  975.474";"    0.000";"  661.805";"    0.000";" 1107.562";"  863.728";" 3935.621";" 4200.448";" 1886.026";" 2413.252";"    0.000";" 1792.601";"  796.410";" 1849.572";" 1147.720";"10899.798";"    0.000";"    0.000";" 1391.066";"    0.000";"    0.000";"  742.761";" 1182.708";" 1773.199";"    0.000";" 3306.555";" 1626.692";"    0.000";"    0.000";"  662.111";" 1549.411";"    0.000";"    0.000";"    0.000";"    0.000";" 1769.865";" 2065.086";" 3420.783";" 3344.831";"    0.000";" 2079.958";" 4178.974";"    0.000";" 1557.552";"    0.000";" 2771.475";" 1056.362";" 1061.926";" 5603.921";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";" 1923.528";" 1344.717";"    0.000";"    0.000";"    0.000"
"9am";" 5477.061";" 1334.651";" 1642.858";" 3981.691";"11172.411";" 2943.026";"    0.000";" 4518.819";" 5989.367";" 3210.578";" 4075.517";" 3396.453";" 4386.110";" 7337.309";" 6251.952";" 3581.844";"  979.416";"    0.000";" 1251.746";" 3697.202";" 2865.163";" 3149.088";" 3670.277";" 3135.213";" 3702.060";" 3705.739";"    0.000";" 1825.601";"    0.000";" 3744.200";" 4319.726";" 3858.687";" 4967.239";" 4644.150";" 3965.889";"    0.000";"    0.000";" 5759.475";" 3847.239";" 1773.322";" 2757.188";" 2286.978";"0";" 2036.333";"    0.000";"    0.000";"  600.141";"    0.000";" 3220.120";" 2432.916";" 6755.262";"    0.000";"  853.384";"    0.000";"    0.000";"    0.000";"    0.000";" 3050.790";"  661.041";" 1603.373";" 1728.517";"    0.000";"  847.987";"    0.000";"    0.000";"    0.000";"    0.000";" 3473.685";" 1006.563";" 3652.431";" 1316.781";"  888.165";" 9798.339";" 1689.562";"    0.000";" 2536.887";" 9868.555";"  975.474";"  941.041";"  649.292";"    0.000";" 1102.788";"  993.941";" 5415.201";" 4648.912";" 2485.745";" 3635.203";"    0.000";" 1906.210";" 1189.852";" 2272.334";" 1480.865";"13956.818";"    0.000";"  669.813";" 1493.053";" 1330.271";"    0.000";"  893.470";" 1295.385";" 1794.875";"    0.000";" 3561.954";" 2303.604";"    0.000";"    0.000";"  679.239";" 1559.281";"    0.000";"    0.000";"    0.000";"    0.000";" 1995.965";" 2351.347";" 4347.917";" 3698.899";"    0.000";" 2865.782";" 4687.182";"    0.000";" 1582.966";"    0.000";" 3023.884";" 1361.978";" 1119.532";" 5998.496";"    0.000";"  918.361";"    0.000";"    0.000";"    0.000";"    0.000";" 2264.088";" 1475.861";"    0.000";"    0.000";"    0.000"
"10am";" 6032.690";" 1293.943";" 2211.204";" 4030.275";"11921.777";" 3047.952";" 1501.693";" 5093.649";" 6361.401";" 3843.664";" 3861.602";" 2949.578";" 4544.824";" 7641.058";" 6428.297";" 3314.556";" 1052.908";"    0.000";"    0.000";" 3923.965";" 2617.351";" 3212.564";" 4154.715";" 3387.458";" 3857.299";" 3718.621";"    0.000";" 1776.147";"    0.000";" 4298.267";" 4201.604";" 4450.755";" 5218.028";" 4749.163";" 3831.548";"    0.000";"    0.000";" 5213.176";" 3906.341";" 2300.547";" 2445.394";" 2227.420";"0";" 1997.277";"    0.000";"    0.000";"    0.000";" 1444.511";" 3412.631";" 2477.938";" 7278.492";"    0.000";"  862.454";"    0.000";"    0.000";"    0.000";"    0.000";" 3666.233";"    0.000";" 1901.624";" 2011.016";"    0.000";"  983.274";"    0.000";"    0.000";"    0.000";"    0.000";" 3446.006";" 1165.964";" 3775.773";" 1277.775";"    0.000";"10646.524";" 1806.250";"    0.000";" 2158.714";"10156.231";"  975.474";"  902.501";"  766.393";"    0.000";" 1160.453";" 1061.485";" 5810.625";" 5421.858";" 2884.415";" 3437.901";"    0.000";" 2248.736";" 1315.261";" 2745.424";" 1660.674";"13636.402";"    0.000";"  844.131";" 1237.234";" 1065.879";"    0.000";"  883.106";" 1350.304";" 1653.033";"    0.000";" 3450.701";" 2123.108";"    0.000";"    0.000";"  745.842";" 1600.079";"    0.000";"    0.000";"    0.000";"    0.000";" 1991.106";" 2834.691";" 4306.827";" 3517.760";"    0.000";" 2869.038";" 4974.933";"    0.000";" 1497.351";"    0.000";" 3228.691";" 1219.491";" 1013.856";" 6083.944";"    0.000";"  993.898";"    0.000";"    0.000";"    0.000";"    0.000";" 2483.747";" 1626.246";"    0.000";"    0.000";"    0.000"
"11am";" 5996.078";" 1041.429";" 1584.377";" 3840.992";"10938.920";" 3171.162";" 1281.711";" 4956.383";" 6455.129";" 3538.275";" 3576.686";" 3212.054";" 3326.172";" 7169.531";" 6507.733";" 3099.306";"  793.918";"    0.000";"    0.000";" 3884.373";" 2021.226";" 2870.014";" 4089.306";" 3344.243";" 3155.047";" 2877.637";"    0.000";" 1708.998";"    0.000";" 3275.937";" 3896.521";" 3948.196";" 5214.740";" 5246.587";" 3992.067";"    0.000";"    0.000";" 5068.579";" 2452.639";" 2166.721";" 2228.069";" 2418.664";"0";" 1462.640";"    0.000";"    0.000";"  771.235";" 1560.751";" 3326.760";" 2137.161";" 6470.894";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";" 3731.570";"    0.000";" 1617.105";" 1353.259";"    0.000";"  913.448";"    0.000";"    0.000";"    0.000";"    0.000";" 3446.761";" 1169.943";" 3391.573";" 1278.078";"    0.000";" 9458.887";" 1620.210";"    0.000";" 1736.283";" 9349.822";" 1232.028";"  941.041";"  705.538";"    0.000";" 1120.806";" 1061.485";" 5559.867";" 4940.194";" 2459.875";" 3799.792";"    0.000";" 1957.492";" 1312.403";" 2696.877";" 1303.365";"12939.206";"    0.000";"    0.000";" 1229.611";"  943.799";"    0.000";"  835.692";" 1125.515";" 1456.647";"    0.000";" 3571.306";" 2014.363";"    0.000";"    0.000";"  721.363";" 1690.572";"    0.000";"    0.000";"    0.000";"    0.000";" 1448.701";" 2592.558";" 3931.667";" 3468.872";"    0.000";" 2367.112";" 4391.496";"    0.000";" 1677.422";"    0.000";" 3024.279";"    0.000";" 1049.311";" 5942.972";"    0.000";"  906.307";"    0.000";"    0.000";"    0.000";"    0.000";" 2290.562";" 1662.874";"    0.000";"    0.000";"    0.000"
