"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495";"5711.38495"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";" 0";"0";"0";"0"
"5am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 882.7024";"   0.0000";"   0.0000";" 966.9235";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1288.4669";"   0.0000";"0";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";" 644.6712";"0";"   0.0000";"   0.0000";"0";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"6am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1018.6665";"   0.0000";"   0.0000";"1131.0654";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1432.8945";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";" 710.5978";"   0.0000";" 689.9347";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"7am";"1405.2374";"2176.9473";" 664.1161";"1784.4682";" 869.5862";"   0.0000";"   0.0000";"   0.0000";"1517.7997";" 706.9190";"1150.8174";"2074.4205";"1226.8093";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1693.8758";"   0.0000";"   0.0000";" 954.1643";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 965.3006";"   0.0000";"1430.8334";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"2845.1815";"2494.6671";" 945.6896";"2155.5710";"1178.3364";" 646.9947";"   0.0000";"   0.0000";"1874.3681";"1444.1243";"2036.4499";"2327.6863";"2221.4177";"   0.0000";"   0.0000";"   0.0000";" 915.0698";"1885.8804";"   0.0000";"   0.0000";"1267.2010";"   0.0000";" 707.2197";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1081.6555";"   0.0000";"1839.9117";" 792.0461";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1176.5137";" 718.4741";"   0.0000";"   0.0000";" 662.6025"
"9am";"3289.8750";"2866.1099";"1244.4106";"2120.0030";"1263.6191";" 753.5524";"   0.0000";"   0.0000";"1932.8034";"1508.8307";"2117.1300";"2398.9075";"2756.9430";"   0.0000";"   0.0000";"   0.0000";" 871.2872";"1885.8804";"   0.0000";"   0.0000";"1753.1309";"   0.0000";" 740.2880";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1102.6364";"   0.0000";"1729.6419";"1048.2124";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1215.0466";" 718.4741";"   0.0000";"   0.0000";" 613.4207"
"10am";"3566.7230";"3090.7868";"1249.0330";"2087.8518";"1133.2405";" 927.5455";"   0.0000";"   0.0000";"1997.7171";"1652.3845";"2457.9809";"2355.6079";"3189.3592";"   0.0000";" 619.8178";"   0.0000";" 947.9263";"1885.8804";"   0.0000";"   0.0000";"1528.1907";"   0.0000";" 746.2332";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1158.9144";"   0.0000";"1674.3780";" 878.7035";"   0.0000";"   0.0000";"   0.0000";" 599.0231";"1181.9145";" 806.7343";" 552.5405";" 682.3426";" 654.9781"
"11am";"3010.4766";"3091.0946";" 920.7641";"1993.2281";" 973.9635";" 855.5107";"   0.0000";"   0.0000";"2094.2300";"1555.4426";"2208.7169";"2345.5804";"2550.1725";"   0.0000";"   0.0000";"   0.0000";" 780.2242";"1885.8804";"   0.0000";"   0.0000";"1405.1593";"   0.0000";" 723.0230";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1143.3492";"   0.0000";"1660.9338";" 742.5092";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1096.5377";" 753.9056";"   0.0000";"   0.0000";" 722.2948"
