"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";" 97.42452";" 98.79810";" 98.73352";" 95.78272";"100.00000";"100.00000";" 98.94486";" 99.25876";" 99.76990";" 98.59698";" 99.16258";"100.00000";" 98.41759";" 89.18926";" 99.54335";" 96.77364";" 98.74151";" 98.83489";" 90.41791";" 93.86162";" 99.46662";"100.00000";" 97.97755";" 97.70012";" 98.36623";"100.00000";" 98.97950";" 98.47271";"100.00000";" 99.29425";"100.00000"
"5am";" 95.89308";" 98.77271";" 96.91171";" 94.97982";"100.00000";"100.00000";" 95.34450";" 99.24624";" 98.10254";" 97.65874";" 98.22156";" 98.30421";" 97.76387";" 78.57937";" 96.76027";" 96.73125";" 96.28600";" 98.80134";" 82.08006";" 85.84535";" 98.38827";" 99.37725";" 97.95079";" 96.39485";" 97.33220";"100.00000";" 98.97125";" 95.66871";" 99.70854";" 98.95924";"100.00000"
"6am";"93.52117";"96.26859";"94.46930";"94.38999";"98.83812";"97.19759";"91.70578";"98.53999";"97.41333";"96.78249";"95.58562";"97.20038";"97.69394";"65.24419";"96.54834";"96.56530";"95.37673";"98.73941";"75.56084";"82.51453";"96.56975";"96.74594";"97.88648";"93.24944";"96.22145";"96.85767";"98.93948";"92.91537";"96.99190";"96.95720";"97.31373"
"7am";"84.95064";"87.29593";"62.67608";"79.00863";"85.25832";"92.11835";"72.99592";"92.14887";"78.96465";"83.39325";"80.29452";"92.24893";"88.49417";"33.08575";"86.51662";"88.99391";"85.35959";"91.51106";"52.85089";"51.23061";"95.10776";"86.54540";"86.05578";"87.80821";"90.66760";"84.95920";"94.74948";"76.81812";"86.79142";"79.19596";"92.58687"
"8am";"49.01850";"70.90192";"42.49168";"53.30550";"75.67610";"88.58305";"58.74783";"77.36236";"66.62773";"73.91955";"69.58107";"83.63877";"75.68042";"20.26851";"74.48520";"82.24361";"78.67346";"82.82292";"41.01900";"27.40265";"80.79557";"73.91141";"83.87762";"75.31498";"80.11730";"78.27213";"81.97175";"64.39018";"83.88181";"63.52080";"81.81312"
"9am";"35.94368";"65.17119";"38.00542";"47.72439";"69.84904";"85.61841";"50.46092";"70.58493";"60.07686";"72.49284";"55.02891";"79.76774";"66.55389";"15.99909";"61.35199";"80.42242";"72.53855";"82.08125";"35.83074";"18.59575";"84.46335";"73.47457";"75.41742";"76.17744";"78.07904";"70.05068";"80.21405";"53.29526";"78.40648";"55.09706";"76.06149"
"10am";"27.60462";"62.66495";"38.04801";"42.18370";"65.91900";"83.11564";"45.12333";"66.86791";"57.77890";"71.29307";"49.79992";"68.60042";"61.14024";"13.10614";"60.77018";"73.02797";"71.75348";"72.13817";"32.01284";"16.97564";"80.61825";"70.16900";"69.62739";"80.28486";"78.18475";"65.13176";"84.90411";"56.98429";"73.98291";"54.58665";"71.49478"
"11am";"34.90721";"64.47662";"40.96517";"47.12001";"72.50963";"83.01128";"48.42317";"73.29225";"63.24826";"74.75091";"59.24318";"73.67700";"66.47057";"17.43704";"68.88644";"76.84342";"69.66514";"71.96216";"38.27500";"18.86114";"79.60876";"71.23281";"78.82067";"74.28867";"80.04340";"66.53499";"87.78423";"62.43923";"77.45878";"59.17943";"74.42525"
