"district","hour","mode1","mode2","mode3"
"001","4am",2136.5087,1874.05,3945.4403
"002","4am",2140.4164,1905.822,10102.0602
"003","4am",4765.952,3981.507,8904.3382
"004","4am",2846.4707,1855.525,7689.7958
"005","4am",4331.7308,5181.391,4718.2195
"006","4am",2076.7561,6852.867,4117.7956
"007","4am",2501.9617,5462.592,3052.1463
"008","4am",5096.0726,4575.36,5514.6727
"009","4am",2956.7668,6850.438,3493.6819
"010","4am",2547.0739,4626.563,3429.8875
"011","4am",4477.5432,5327.838,4029.8176
"012","4am",2617.0122,1093.425,1222.5065
"013","4am",3793.235,5242.807,5964.0203
"014","4am",790.6378,2454.443,1167.0235
"015","4am",3350.3299,4946.268,3830.3757
"016","4am",3680.6883,6659.259,4748.9484
"017","4am",1500.6764,2990.945,997.5908
"018","4am",955.0305,3167.72,1354.8803
"019","4am",1886.5297,6318.782,1414.5517
"020","4am",2563.4762,11370.759,1709.0506
"021","4am",2343.1114,4736.654,2130.8926
"022","4am",2415.4713,6805.413,2246.6783
"023","4am",2381.6766,8079.843,3625.5766
"024","4am",5483.7329,7809.529,5016.3506
"025","4am",892.4818,3184.383,778.8115
"026","4am",586.6796,4675.521,541.9829
"027","4am",3301.028,2643.461,3100.5553
"028","4am",1385.8414,5380.18,2222.443
"029","4am",594.6603,6692.953,759.5528
"030","4am",1688.5389,10703.46,2973.0352
"031","4am",1034.6533,7026.736,677.0726
"032","4am",1990.6264,6594.717,1862.29
"033","4am",1032.0193,6152.268,1057.4282
"034","4am",1569.5454,6390.95,1762.4705
"035","4am",785.9722,8231.006,1652.8635
"036","4am",1617.5714,14587.8,2567.5058
"037","4am",513.838,8404.386,791.3224
"038","4am",800.7584,9739.544,2966.1624
"039","4am",237.5847,6140.978,537.3713
"040","4am",478.0326,8397.396,1149.0769
"041","4am",1386.7188,9770.531,1001.7095
"042","4am",417.0442,6799.452,774.5969
"043","4am",2022.7284,9698.776,1366.2198
"044","4am",419.3125,5407.832,1074.7234
"045","4am",1215.8256,7194.36,496.9761
"046","4am",950.1399,6613.665,938.8388
"047","4am",1389.0251,7337.82,2076.6513
"048","4am",312.4675,4839.857,286.6273
"049","4am",824.3958,7207.78,1238.8873
"050","4am",1229.2685,12898.504,3321.2597
"051","4am",1498.4839,14996.416,1186.7433
"052","4am",382.0323,10314.127,1373.6853
"053","4am",235.294,11305.202,862.3337
"054","4am",1310.252,12083.17,3707.9922
"055","4am",1517.167,8890.415,1035.7703
"056","4am",1133.7999,6049.963,547.161
"057","4am",1620.6125,11235.178,709.3984
"058","4am",365.198,6903.117,742.9598
"059","4am",1369.6366,10049.859,719.1173
"060","4am",239.6695,9208.523,767.986
"061","4am",244.3551,11985.134,817.3627
"062","4am",673.0985,13583.71,1713.406
"063","4am",289.4115,3872.987,303.319
"064","4am",233.016,12376.199,781.7652
"065","4am",412.7817,7843.01,414.6075
"066","4am",1020.6957,10906.947,774.2506
"001","5am",2136.5087,1874.05,3945.4403
"002","5am",2218.0629,1984.84,10294.4023
"003","5am",4765.952,3981.507,8904.3382
"004","5am",2846.4707,1803.042,7689.7958
"005","5am",4238.7129,5181.391,4625.2016
"006","5am",1996.9268,7008.59,4117.7956
"007","5am",2501.9617,5277.2,3052.1463
"008","5am",5096.0726,4572.559,5301.8485
"009","5am",2871.6577,6850.438,3493.6819
"010","5am",2547.0739,4626.563,3429.8875
"011","5am",4400.5543,5229.32,4029.8176
"012","5am",2588.8114,1169.175,1222.5065
"013","5am",3793.235,5242.807,6015.5037
"014","5am",790.6378,2454.443,1257.2802
"015","5am",3350.3299,4973.889,3646.6663
"016","5am",3680.6883,6659.259,4895.6032
"017","5am",1397.7096,2990.945,997.5908
"018","5am",955.0305,3321.904,1354.8803
"019","5am",1886.5297,6358.486,1414.5517
"020","5am",2563.4762,11193.786,1709.0506
"021","5am",2343.1114,4693.232,2068.0268
"022","5am",2415.4713,6805.413,2183.0063
"023","5am",2381.6766,8021.503,3553.5968
"024","5am",5483.7329,7889.683,5122.7627
"025","5am",892.4818,3233.519,778.8115
"026","5am",586.6796,4675.521,541.9829
"027","5am",3223.3815,2643.461,2953.9005
"028","5am",1400.3363,5341.079,2252.8747
"029","5am",594.6603,6938.426,759.5528
"030","5am",1546.0687,10707.606,3115.5054
"031","5am",1034.6533,7059.689,677.0726
"032","5am",1990.6264,6567.406,1925.962
"033","5am",1032.0193,6214.37,1057.4282
"034","5am",1508.7434,6390.95,1701.5313
"035","5am",785.9722,8520.768,1652.8635
"036","5am",1617.5714,14475.006,2567.5058
"037","5am",513.838,8522.154,791.3224
"038","5am",800.7584,9923.048,2966.1624
"039","5am",237.5847,6101.51,537.3713
"040","5am",478.0326,8277.678,1149.0769
"041","5am",1386.7188,9934.632,1001.7095
"042","5am",417.0442,6772.613,711.5333
"043","5am",1929.5712,9309.023,1366.2198
"044","5am",419.3125,5392.139,859.2626
