"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095"
"4am";"  46.00322";" 890.58685";" 378.08282";" 292.02792";" 914.17692";" 398.39034";" 240.46441";"1670.38047";" 158.06203";" 429.73217";" 188.81965";"1694.81010";" 645.71837";" 251.79545";" 116.50337";"  32.35091";" 273.91297";" 795.00439";" 145.02323";" 209.33865";" 595.82589";"1081.29943";" 465.66704";" 516.17032";" 897.98698";" 390.72725";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1301.30450"
"5am";"  46.00322";" 890.58685";" 378.08282";" 292.02792";" 914.17692";" 398.39034";" 240.46441";"1628.54318";" 158.06203";" 480.53270";" 188.81965";"1644.00957";" 628.29390";" 269.21992";" 116.50337";"  32.35091";" 273.91297";" 795.00439";" 145.02323";" 209.33865";" 595.82589";"1081.29943";" 465.66704";" 516.17032";" 939.82427";" 390.72725";" 622.74496";" 686.39467";"1155.35824";" 999.00734";"1301.30450"
"6am";"  46.00322";" 890.58685";" 378.08282";" 292.02792";" 914.17692";" 398.39034";" 213.91833";"1532.35183";" 158.06203";" 480.53270";" 208.58395";"1644.15770";" 599.90650";" 347.98680";"  96.73907";"  32.35091";" 273.91297";" 753.87430";" 145.02323";" 209.33865";" 595.82589";"1081.29943";" 465.66704";" 516.17032";" 939.82427";" 390.72725";" 622.74496";" 686.39467";"1155.35824";" 999.00734";"1301.30450"
"7am";"  46.00322";" 890.58685";" 378.08282";" 292.02792";" 963.93062";" 384.65018";" 213.91833";"1456.07911";" 158.06203";" 480.53270";" 208.58395";"1644.15770";" 599.90650";" 330.84196";"  96.73907";"  32.35091";" 247.24854";" 735.10449";" 145.02323";" 228.10846";" 546.07219";"1151.09176";" 465.66704";" 516.17032";" 939.82427";" 390.72725";" 622.74496";" 686.39467";"1182.38877";" 999.00734";"1227.58023"
"8am";" 193.21109";" 890.58685";" 468.57954";" 383.55215";" 963.93062";" 335.40799";" 213.91833";"1433.50719";" 158.06203";" 480.53270";" 208.58395";"1490.79470";" 544.90842";" 445.26947";"  83.38855";"  32.35091";" 220.58411";" 712.83020";" 145.02323";" 341.17730";" 546.07219";"1081.29943";" 425.48349";" 433.21995";" 939.82427";" 390.72725";" 622.74496";" 577.12794";"1125.89781";" 913.46373";"1157.15875"
"9am";" 282.11728";" 865.79444";" 512.73775";" 388.23502";" 868.28057";" 335.40799";" 301.81722";"1386.55803";" 184.68975";" 480.53270";" 181.95623";"1323.95695";" 494.65097";" 658.99385";"  83.38855";"  32.35091";" 326.40776";" 633.67098";" 186.81210";" 571.94351";" 511.56619";"1047.54824";" 302.63109";" 433.21995";" 939.82427";" 390.72725";" 554.35098";" 456.11977";" 989.83911";" 913.46373";"1157.15875"
"10am";" 506.95632";" 709.39843";" 466.52508";" 397.21512";" 816.08880";" 335.40799";" 277.64341";"1339.80821";" 204.81185";" 480.53270";" 152.93961";"1372.37195";" 470.03339";" 542.95140";" 140.63623";"  68.78755";" 282.59462";" 565.70260";" 199.26623";" 464.99603";" 546.07219";"1121.48298";" 262.44754";" 433.21995";" 740.48987";" 590.06165";" 622.74496";" 497.90864";" 989.83911";" 894.16029";"1087.46195"
"11am";" 297.8890";" 781.1554";" 468.0557";" 433.6518";" 890.5813";" 335.4080";" 145.8107";"1413.7879";" 237.1628";" 480.5327";" 188.8564";"1566.5896";" 514.2991";" 382.6347";" 116.5034";"   0.0000";" 263.8248";" 669.5895";" 145.0232";" 518.9694";" 546.0722";"1017.7288";" 302.6311";" 509.3998";" 939.8243";" 390.7273";" 622.7450";" 618.9168";"1011.0782";" 943.4807";"1042.0926"
"12am";" 143.8242";" 826.6695";" 398.1581";" 446.2325";" 819.3717";" 335.4080";" 164.6136";"1534.6309";" 158.0620";" 480.5327";" 265.2378";"1629.0944";" 665.7917";" 477.4998";" 116.5034";"   0.0000";" 220.5841";" 690.5559";" 140.0613";" 434.7705";" 546.0722";"1053.7251";" 465.6670";" 433.2199";" 897.9870";" 390.7273";" 622.7450";" 686.3947";"1067.5692";" 943.4807";"1131.1579"
"1pm";" 100.75514";" 875.66528";" 427.41590";" 473.57032";"1068.50498";" 367.75890";" 145.81071";"1429.20249";" 158.06203";" 425.93335";" 181.95623";"1638.53420";" 563.15978";" 418.63100";"  96.73907";"   0.00000";" 220.58411";" 712.83020";" 121.09407";" 334.57839";" 546.07219";"1081.29943";" 465.66704";" 433.21995";" 897.98698";" 390.72725";" 622.74496";" 686.39467";" 921.83676";" 943.48069";"1200.85468"
"2pm";" 100.75514";" 842.77972";" 465.24319";" 473.57032";" 993.75635";" 367.75890";" 145.81071";"1413.81097";" 158.06203";" 324.64113";" 181.95623";"1625.23002";" 575.92302";" 568.57841";"  96.73907";"   0.00000";" 220.58411";" 703.68309";" 186.66520";" 402.72502";" 546.07219";" 933.42995";" 425.48349";" 506.31477";" 832.94403";" 455.77020";" 587.70399";" 686.39467";" 921.83676";" 870.90759";"1246.22399"
"3pm";" 119.52495";" 812.75121";" 423.51346";" 506.49868";" 935.74457";" 335.40799";" 131.31521";"1332.84680";" 200.74822";" 446.55110";" 208.39134";"1464.45658";" 668.72421";" 451.73920";"  96.73907";"  32.35091";" 233.90504";" 648.47575";" 197.17662";" 379.64397";" 538.55811";" 916.97072";" 342.81464";" 506.31477";" 929.53210";" 390.72725";" 611.21072";" 686.39467";"1041.44054";" 883.62407";"1246.22399"
"4pm";" 218.95125";" 937.53601";" 311.78218";" 246.57643";"1057.27435";" 335.40799";" 104.76913";"1509.27161";" 158.06203";" 429.73217";" 240.00535";"1378.61540";" 711.27744";" 309.96621";" 117.61482";"  32.35091";" 277.14574";" 605.23505";" 247.33506";" 546.50369";" 515.60831";" 989.67422";" 382.99819";" 506.31477";" 929.53210";" 390.72725";" 537.71994";" 759.88545";"1040.55778";" 999.00734";"1246.22399"
"5pm";" 119.5789";" 857.8826";" 345.6012";" 243.3591";" 869.0850";" 335.4080";" 170.5119";"1633.6423";" 158.0620";" 453.2389";" 208.5839";"1540.7579";" 770.2273";" 251.7955";" 146.3709";"   0.0000";" 233.9050";" 739.7971";" 303.6726";" 364.9825";" 374.7189";" 847.1784";" 465.6670";" 506.3148";" 929.5321";" 390.7273";" 622.7450";" 655.5035";"1269.8117";" 999.0073";"1246.2240"
"6pm";"  91.45471";" 890.58685";" 341.65916";" 192.07457";" 968.67878";" 335.40799";" 164.61363";"1617.53363";" 219.78548";" 429.73217";" 208.58395";"1641.97689";" 708.55616";" 251.79545";" 146.37090";"   0.00000";" 273.91297";" 795.00439";" 137.33347";" 316.01813";" 561.31989";"1081.29943";" 465.66704";" 516.17032";" 897.98698";" 390.72725";" 622.74496";" 655.50346";"1243.14728";" 999.00734";"1319.94826"
"7pm";"  91.45471";" 809.24503";" 341.65916";" 246.57643";" 914.17692";" 447.69504";" 191.15971";"1689.34774";" 275.82751";" 429.73217";" 188.81965";"1785.32939";" 628.29390";" 251.79545";" 103.15285";"  32.35091";" 273.91297";" 795.00439";" 140.06134";" 209.33865";" 595.82589";"1081.29943";" 465.66704";" 516.17032";" 897.98698";" 390.72725";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1390.36974"
"8pm";"  91.45471";" 809.24503";" 366.73880";" 221.49679";" 914.17692";" 447.69504";" 191.15971";"1640.10555";" 275.82751";" 429.73217";" 188.81965";"1767.90492";" 645.71837";" 251.79545";" 103.15285";"  32.35091";" 273.91297";" 795.00439";" 140.06134";" 209.33865";" 645.06808";"1001.82393";" 465.66704";" 516.17032";" 981.00584";" 307.70839";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1390.36974"
"9pm";"  46.00322";" 867.20739";" 403.16246";" 266.94828";" 914.17692";" 447.69504";" 191.15971";"1621.13828";" 239.40385";" 429.73217";" 188.81965";"1767.90492";" 645.71837";" 251.79545";" 116.50337";"  32.35091";" 273.91297";" 795.00439";" 159.02861";" 209.33865";" 645.06808";"1001.82393";" 465.66704";" 516.17032";" 981.00584";" 307.70839";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1390.36974"
"10pm";"  46.00322";" 948.54921";" 378.08282";" 292.02792";" 914.17692";" 447.69504";" 191.15971";"1621.13828";" 158.06203";" 429.73217";" 188.81965";"1767.90492";" 645.71837";" 251.79545";" 116.50337";"  32.35091";" 273.91297";" 795.00439";" 159.02861";" 209.33865";" 645.06808";"1001.82393";" 465.66704";" 516.17032";" 981.00584";" 307.70839";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1390.36974"
"11pm";"  46.00322";" 948.54921";" 378.08282";" 292.02792";" 914.17692";" 447.69504";" 191.15971";"1670.38047";" 158.06203";" 429.73217";" 188.81965";"1767.90492";" 645.71837";" 251.79545";" 116.50337";"  32.35091";" 273.91297";" 795.00439";" 159.02861";" 209.33865";" 595.82589";"1001.82393";" 465.66704";" 516.17032";" 897.98698";" 390.72725";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1390.36974"
"12pm";"  46.00322";" 948.54921";" 378.08282";" 292.02792";" 914.17692";" 447.69504";" 191.15971";"1670.38047";" 158.06203";" 429.73217";" 188.81965";"1767.90492";" 645.71837";" 251.79545";" 116.50337";"  32.35091";" 273.91297";" 795.00439";" 159.02861";" 209.33865";" 595.82589";"1001.82393";" 465.66704";" 516.17032";" 897.98698";" 390.72725";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1390.36974"
"1am";"  46.00322";" 948.54921";" 378.08282";" 292.02792";" 914.17692";" 447.69504";" 191.15971";"1670.38047";" 158.06203";" 429.73217";" 188.81965";"1767.90492";" 645.71837";" 251.79545";" 116.50337";"  32.35091";" 273.91297";" 795.00439";" 159.02861";" 209.33865";" 595.82589";"1001.82393";" 465.66704";" 516.17032";" 897.98698";" 390.72725";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1390.36974"
"2am";"  46.00322";" 948.54921";" 378.08282";" 292.02792";" 914.17692";" 447.69504";" 191.15971";"1670.38047";" 158.06203";" 429.73217";" 188.81965";"1767.90492";" 645.71837";" 251.79545";" 116.50337";"  32.35091";" 273.91297";" 795.00439";" 159.02861";" 209.33865";" 595.82589";"1001.82393";" 465.66704";" 516.17032";" 897.98698";" 390.72725";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1390.36974"
"3am";"  46.00322";" 948.54921";" 378.08282";" 292.02792";" 914.17692";" 447.69504";" 191.15971";"1670.38047";" 158.06203";" 429.73217";" 188.81965";"1767.90492";" 645.71837";" 251.79545";" 116.50337";"  32.35091";" 273.91297";" 795.00439";" 159.02861";" 209.33865";" 595.82589";"1001.82393";" 465.66704";" 516.17032";" 897.98698";" 390.72725";" 622.74496";" 686.39467";"1243.14728";" 999.00734";"1390.36974"
