"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359"
"4am";"6252.756";"4947.914";"6302.065";"4884.626";"4754.896";"4666.243";"4409.561";"4495.058";"2314.547";"3340.489";"4126.409";"4168.615";"2730.700";"3134.564";"3587.651";"2615.857";"6022.050";"3054.602";"3122.985";"4577.091";"2925.432";"3481.093";"4260.105";"3110.218";"5450.754";"4188.222";"4348.652";"4846.866";"3666.526";"4166.779"
"5am";"6252.756";"4971.454";"6302.065";"4846.841";"4705.249";"4595.083";"4579.202";"4418.959";"2296.234";"2880.798";"4287.090";"4406.575";"2768.549";"3118.051";"3587.651";"2866.805";"5932.770";"2937.348";"3389.495";"4596.854";"3019.951";"3190.910";"4185.405";"3033.666";"5450.754";"4193.933";"4323.480";"4898.835";"3705.214";"4190.178"
"6am";"6250.192";"4860.795";"6151.212";"4629.924";"4683.253";"4466.298";"4347.321";"4361.885";"2311.268";"2858.767";"4445.752";"4291.262";"2707.852";"3053.927";"3869.817";"2900.749";"5700.128";"2824.613";"3321.770";"4480.991";"3065.880";"3285.373";"3953.728";"2932.665";"5276.776";"4193.933";"4288.547";"4720.714";"3635.143";"4349.569"
"7am";"6027.222";"4141.689";"6472.669";"4759.968";"3882.165";"4037.395";"4192.209";"4003.093";"2706.963";"2524.090";"5083.943";"3952.170";"3323.418";"2947.888";"4377.767";"3800.591";"5144.213";"2442.513";"3130.529";"4733.338";"3298.700";"3167.072";"3586.945";"2867.565";"4985.227";"3864.142";"3940.459";"4504.853";"3297.897";"4457.673"
"8am";"5749.816";"3829.795";"6788.301";"4945.637";"3666.523";"3819.009";"4197.730";"3649.842";"2653.581";"2071.792";"5815.959";"4612.945";"3412.750";"2229.117";"3978.263";"4636.066";"4685.471";"2674.913";"3088.242";"4807.600";"3537.396";"3217.928";"3280.384";"2388.342";"4947.917";"3554.361";"3413.534";"4322.710";"2975.798";"4326.816"
"9am";"5524.319";"3730.299";"6829.355";"4879.460";"3976.658";"3178.389";"4065.031";"3563.862";"3090.786";"2201.907";"5999.364";"4735.757";"3465.437";"2121.688";"4006.411";"5249.855";"4721.843";"2701.537";"2779.541";"4868.377";"3752.105";"3074.845";"2734.396";"2579.373";"5119.459";"3533.624";"3569.937";"4249.700";"2738.271";"4347.216"
"10am";"5163.324";"3778.716";"7128.194";"4980.360";"3691.872";"3294.375";"4107.495";"3514.375";"3039.978";"2084.590";"6642.899";"4727.125";"3219.965";"2263.689";"3314.533";"5381.596";"4630.684";"2583.744";"2825.485";"4667.938";"3811.428";"2953.029";"2778.840";"2463.641";"5256.389";"3501.205";"3406.309";"4105.232";"2637.195";"4628.519"
"11am";"5265.356";"3518.391";"6609.276";"5154.946";"3991.644";"3298.775";"4417.186";"3487.250";"2993.488";"2202.888";"6303.009";"5205.643";"3491.079";"2358.240";"3192.124";"4798.724";"4976.042";"2384.266";"2838.927";"4820.479";"3864.759";"2935.435";"2736.933";"2680.264";"5154.093";"3548.398";"3118.952";"4179.420";"3022.085";"4275.995"
"12am";"5572.275";"3971.071";"6574.286";"4618.869";"3736.150";"3969.859";"4189.234";"3623.390";"2738.342";"2575.719";"5143.634";"4962.909";"3208.374";"3219.234";"4369.552";"4173.094";"4978.981";"2350.694";"3224.130";"4937.158";"3469.868";"3092.680";"3160.866";"2838.636";"4994.212";"3706.089";"3066.416";"4129.779";"3454.881";"4091.608"
"1pm";"5533.284";"3704.082";"6330.411";"4544.875";"3812.695";"3818.027";"4758.156";"3569.563";"2742.430";"2331.342";"5699.398";"4790.842";"3353.182";"2807.118";"3578.284";"4567.232";"4676.659";"2306.112";"3045.489";"4732.376";"3606.943";"3326.316";"3093.572";"2475.067";"4938.943";"3836.416";"3199.101";"4163.468";"3186.155";"4294.358"
"2pm";"5452.303";"3804.733";"6066.064";"4760.602";"3836.827";"3703.270";"4795.438";"3493.748";"2691.986";"2410.699";"5947.462";"4347.023";"3494.229";"2282.395";"3667.790";"5189.812";"4195.327";"1937.249";"2902.706";"4559.386";"3571.730";"3151.913";"3017.866";"2779.785";"5250.929";"3558.277";"3209.856";"4030.034";"3084.007";"4563.108"
"3pm";"5581.621";"3706.978";"6489.548";"4740.866";"3701.770";"3189.572";"4395.639";"3747.704";"2603.402";"2356.792";"5581.828";"4006.072";"3904.492";"2686.087";"3308.895";"5607.723";"4394.885";"2217.797";"2717.291";"4618.683";"3799.132";"3022.498";"2960.100";"2779.026";"5054.190";"3319.229";"2976.430";"4016.531";"3266.778";"4826.746"
