"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"5am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"6am";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"3.072021";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000"
"7am";"0.0000000";"0.0000000";"0.0000000";"0.8678098";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.2363618";"1.1991572";"0.0000000";"0.3979725";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.3478075";"0.8021137";"0.0000000";"0.0000000";"0.0000000";"0.6101911";"0.0000000"
"8am";"0.7978641";"0.4138395";"0.0000000";"1.9446668";"0.9010977";"0.8620316";"0.8232988";"0.6802052";"1.7257668";"0.0000000";"0.3244496";"3.9327778";"1.0821475";"0.0000000";"0.0000000";"1.5983391";"0.0000000";"0.9277309";"2.1074871";"4.3049478";"1.7418103";"0.0000000";"0.0000000";"0.4186551";"0.0000000";"0.0000000";"0.0000000";"0.3659641";"0.0000000";"1.5351245"
"9am";"0.9011820";"1.1312508";"2.4298831";"8.4740071";"1.0356060";"5.0708422";"0.9692529";"2.9983763";"6.9653315";"4.8093749";"3.9224504";"5.8515657";"1.5752726";"0.6313145";"0.0000000";"6.1268157";"1.4399734";"2.5996272";"2.9785171";"1.3598694";"7.7907324";"0.6373311";"1.2502158";"5.8905441";"1.0052542";"4.3720028";"2.8704646";"2.7728304";"0.0000000";"4.6178989"
"10am";" 1.1604941";" 0.3638015";" 5.7766897";" 6.5562882";" 2.7510322";" 5.5887335";" 3.4573135";" 6.8684856";" 8.8496611";" 4.3047925";" 3.9516489";"11.7274563";" 0.6790109";" 1.5563270";" 1.9626206";"15.2226924";" 2.5150900";" 5.2483721";" 3.2155878";" 4.3384256";" 8.3250461";" 4.0851197";" 1.0044835";" 5.3508383";" 3.7862518";" 4.9540106";" 6.5825834";" 3.8422168";" 1.2583909";"11.2645167"
"11am";" 0.6600865";" 0.3817441";" 3.7462104";" 3.1637357";" 3.3207999";" 0.0000000";" 0.6129779";" 4.4145286";" 7.4596844";" 1.3428708";" 1.8355632";" 6.0883603";" 0.2320138";" 0.3298532";" 0.0000000";"10.7120145";" 3.1820783";" 0.1687734";" 1.7313831";" 2.1269235";" 2.6477759";" 0.8386141";" 0.0000000";" 2.0871847";" 2.2261793";" 3.0784779";" 4.9676580";" 2.9054849";" 0.0000000";" 4.1419595"
