"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04"
"4am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"130.78";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"714.26"
"5am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"140.84";"  0.00";"191.14";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"774.62"
"6am";" 191.14";" 150.90";" 140.84";" 150.90";"   0.00";"   0.00";" 342.04";" 160.96";"   0.00";" 221.32";" 352.10";" 291.74";" 362.16";"   0.00";"   0.00";"   0.00";"   0.00";" 120.72";"   0.00";"   0.00";"   0.00";" 140.84";"   0.00";"   0.00";" 171.02";"   0.00";" 311.86";"   0.00";"1317.86"
"7am";" 684.08";" 392.34";" 251.50";" 704.20";" 623.72";" 140.84";" 774.62";" 432.58";" 160.96";" 945.64";" 855.10";" 694.14";" 885.28";" 130.78";" 120.72";" 241.44";" 261.56";" 251.50";" 331.98";" 120.72";" 181.08";" 281.68";" 140.84";" 130.78";" 211.26";" 221.32";" 663.96";" 231.38";"1851.04"
"8am";"1458.70";" 533.18";" 352.10";"1257.50";"1539.18";" 271.62";"1207.20";" 764.56";" 291.74";"2052.24";"1579.42";" 885.28";"1257.50";" 150.90";" 211.26";" 392.34";" 372.22";" 261.56";" 432.58";" 191.14";" 281.68";" 342.04";" 211.26";" 221.32";" 281.68";" 241.44";"1036.18";" 311.86";"2283.62"
"9am";"1619.66";" 513.06";" 362.16";"1418.46";"1599.54";" 311.86";"1428.52";" 824.92";" 301.80";"2374.16";"2042.18";"1016.06";"1337.98";" 191.14";" 221.32";" 452.70";" 402.40";" 251.50";" 442.64";" 191.14";" 311.86";" 352.10";" 211.26";" 261.56";" 281.68";" 251.50";"1166.96";" 352.10";"2424.46"
"10am";"1710.20";" 543.24";" 392.34";"1488.88";"1720.26";" 331.98";"1468.76";" 834.98";" 301.80";"2394.28";"2293.68";"1146.84";"1539.18";" 231.38";" 221.32";" 422.52";" 472.82";" 251.50";" 452.70";" 211.26";" 271.62";" 382.28";" 211.26";" 251.50";" 291.74";" 271.62";"1177.02";" 362.16";"2444.58"
"11am";"1680.02";" 543.24";" 412.46";"1378.22";"1669.96";" 352.10";"1398.34";" 774.62";" 321.92";"2323.86";"2404.34";"1116.66";"1559.30";" 231.38";" 201.20";" 422.52";" 402.40";" 241.44";" 422.52";" 171.02";" 281.68";" 342.04";" 231.38";" 261.56";" 311.86";" 261.56";"1177.02";" 382.28";"2565.30"
"12am";"1649.84";" 553.30";" 352.10";"1337.98";"1609.60";" 301.80";"1549.24";" 764.56";" 321.92";"2303.74";"2122.66";"1066.36";"1579.42";" 221.32";" 171.02";" 452.70";" 362.16";" 251.50";" 432.58";" 171.02";" 281.68";" 331.98";" 221.32";" 251.50";" 301.80";" 271.62";"1116.66";" 311.86";"2575.36"
"1pm";"1710.20";" 523.12";" 412.46";"1408.40";"1690.08";" 301.80";"1569.36";" 774.62";" 342.04";"2384.22";"2243.38";"1237.38";"1599.54";" 261.56";" 181.08";" 472.82";" 382.28";" 251.50";" 472.82";" 211.26";" 271.62";" 382.28";" 231.38";" 271.62";" 342.04";" 281.68";"1086.48";" 291.74";"2615.60"
"2pm";"1680.02";" 563.36";" 402.40";"1458.70";"1609.60";" 372.22";"1529.12";" 764.56";" 311.86";"2384.22";"2052.24";"1227.32";"1509.00";" 221.32";" 181.08";" 503.00";" 392.34";" 251.50";" 462.76";" 221.32";" 241.44";" 412.46";" 231.38";" 241.44";" 362.16";" 291.74";"1136.78";" 271.62";"2484.82"
"3pm";"1539.18";" 513.06";" 331.98";"1297.74";"1468.76";" 321.92";"1267.56";" 593.54";" 291.74";"2082.42";"1851.04";"1056.30";"1227.32";" 231.38";" 191.14";" 422.52";" 352.10";" 201.20";" 392.34";" 171.02";" 221.32";" 311.86";" 201.20";" 191.14";" 241.44";" 191.14";"1016.06";" 281.68";"1971.76"
"4pm";" 724.32";" 352.10";" 221.32";" 724.32";" 834.98";" 171.02";" 724.32";" 352.10";" 130.78";" 995.94";"1458.70";" 593.54";" 553.30";" 211.26";" 120.72";" 372.22";" 231.38";" 120.72";" 271.62";"   0.00";"   0.00";" 130.78";"   0.00";"   0.00";" 181.08";"   0.00";" 543.24";" 211.26";"1126.72"
"5pm";" 503.00";" 191.14";" 251.50";" 352.10";" 523.12";"   0.00";" 492.94";" 211.26";"   0.00";" 563.36";"1046.24";" 311.86";" 402.40";"   0.00";"   0.00";" 291.74";"   0.00";"   0.00";" 150.90";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 211.26";"   0.00";" 714.26"
"6pm";"583.48";"150.90";"241.44";"301.80";"543.24";"  0.00";"452.70";"181.08";"120.72";"523.12";"945.64";"362.16";"342.04";"  0.00";"  0.00";"422.52";"120.72";"  0.00";"171.02";"  0.00";"  0.00";"  0.00";"130.78";"  0.00";"  0.00";"  0.00";"311.86";"  0.00";"663.96"
"7pm";"523.12";"171.02";"181.08";"281.68";"432.58";"  0.00";"432.58";"201.20";"  0.00";"492.94";"784.68";"352.10";"382.28";"  0.00";"  0.00";"442.64";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"342.04";"  0.00";"603.60"
"8pm";"533.18";"  0.00";"130.78";"171.02";"352.10";"  0.00";"331.98";"171.02";"  0.00";"452.70";"422.52";"221.32";"231.38";"  0.00";"  0.00";"372.22";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"261.56";"  0.00";"563.36"
"9pm";"311.86";"  0.00";"  0.00";"  0.00";"221.32";"  0.00";"191.14";"  0.00";"  0.00";"372.22";"271.62";"160.96";"130.78";"  0.00";"  0.00";"191.14";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"171.02";"  0.00";"472.82"
"10pm";"171.02";"  0.00";"  0.00";"  0.00";"140.84";"  0.00";"160.96";"  0.00";"  0.00";"140.84";"140.84";"130.78";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"442.64"
"11pm";"130.78";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"130.78";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"130.78";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"  0.00";"352.10"
"12pm";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"  0.00";"321.92"
"1am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"  0.00";"311.86"
"2am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"  0.00";"311.86"
"3am";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"0";"  0.0";"  0.0";"  0.0";"  0.0";"301.8"
