"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94";"12367.94"
"4am";"   0.000";"   0.000";"  39.730";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3395.597";"   0.000";"   0.000"
"5am";"   0.000";"   0.000";"  39.730";"   0.000";"   0.000";"  10.622";"   0.000";"  39.730";"   0.000";"  50.841";"   0.000";"   0.000";"  20.745";"  20.745";"   0.000";"   0.000";"3228.750";"   0.000";"   0.000"
"6am";"   0.000";"   0.000";"  39.730";"   0.000";"  10.622";"  42.644";"  20.745";"  39.730";"   0.000";"  50.841";"   0.000";"   0.000";"  20.745";"  20.745";"   0.000";"  21.400";"3106.309";"   0.000";"  19.794"
"7am";" 138.362";"  37.652";"  39.730";"  19.794";"  21.244";" 144.491";"  42.145";"  39.730";"   0.000";"  92.035";"   0.000";"   0.000";" 108.281";"  41.490";"   0.000";"  21.400";"2229.360";"  17.858";"  91.380"
"8am";" 173.715";"  37.652";"  39.730";"  39.588";"  21.244";" 243.076";"  75.029";"  57.588";"   0.000";" 153.498";"   0.000";"   0.000";" 128.075";"  61.284";"   0.000";"  21.400";"1789.984";"  17.858";" 150.257"
"9am";" 232.885";"  37.652";"  39.730";"  39.588";"  21.244";" 314.662";"  75.029";"  57.588";"   0.000";" 198.054";"   0.000";"   0.000";" 128.075";" 112.125";"   0.000";" 145.393";"1532.824";"  17.858";" 150.257"
"10am";" 232.885";"  19.794";"  39.730";"  60.988";"  21.244";" 314.662";"  75.029";"  57.588";"   0.000";" 215.912";"   0.000";"   0.000";" 128.075";" 112.125";"  50.841";" 193.381";"1360.755";"  35.716";" 150.257"
"11am";" 232.885";"  19.794";"  39.730";"  39.588";"  21.244";" 293.917";"  75.029";"  17.858";"   0.000";" 249.624";"   0.000";"  58.357";" 128.075";" 112.125";"   0.000";"  83.253";"1465.075";"  37.165";" 150.257"
"12am";" 120.224";"   0.000";"  39.730";"  93.079";"  10.622";" 270.261";"  53.629";"  17.858";"   0.000";" 174.652";"  16.370";"  58.357";"  40.539";" 112.125";"   0.000";"  24.607";"1886.302";"   0.000";" 109.718"
"1pm";" 197.879";"   0.000";"   0.000";" 103.396";"  21.244";" 346.446";"  53.629";"  17.858";"   0.000";" 100.721";"  37.770";"  58.357";" 128.075";" 112.125";"  19.794";"  46.007";"1649.166";"  28.480";" 174.421"
"2pm";" 214.249";"   0.000";"   0.000";"  52.555";"  21.244";" 335.824";"  32.884";"  38.603";"   0.000";" 100.721";"  21.400";"  21.400";" 128.075";"  91.380";"  19.794";" 136.553";"1560.847";" 120.811";" 153.676"
"3pm";" 190.085";"   0.000";"   0.000";"  74.374";"  42.644";" 381.831";"  11.484";"  35.716";"   0.000";" 131.137";"  21.400";"  21.400";" 107.330";"  91.380";"  19.794";" 129.080";"1533.549";"  68.699";" 174.421"
"4pm";" 190.085";"   0.000";"  39.730";"  50.210";"  21.244";" 342.101";"  11.484";"  17.858";"   0.000";"  89.943";"  21.400";"   0.000";" 147.060";"  70.635";"  19.794";" 118.206";"1664.520";"  39.258";" 150.257"
"5pm";" 130.561";"   0.000";"  39.730";"  50.210";"  10.622";" 196.228";"  11.484";"   0.000";"   0.000";"  72.085";"   0.000";"   0.000";" 107.330";"   0.000";"  50.841";"  46.408";"2192.781";"  36.093";" 149.306"
"6pm";"  98.632";"   0.000";"  39.730";"  37.652";"   0.000";" 106.129";"   0.000";"   0.000";"   0.000";"  10.622";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  63.545";"2611.513";"  17.858";" 137.297"
