"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096"
"max";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132"
"4am";" 873.8047";" 722.4370";" 577.9496";" 681.1548";" 282.0944";" 632.9924";" 688.0352";"1279.7455";" 722.4370";" 268.3337";" 598.5906";" 564.1889";" 309.6158";" 825.6422";" 564.1889";" 522.9068";" 543.5478";" 577.9496";" 495.3853";" 571.0692";" 295.8551"
"5am";" 866.9244";" 715.5566";" 571.0692";" 667.3941";" 282.0944";" 681.1548";" 660.5138";"1265.9848";" 715.5566";" 275.2141";" 584.8299";" 536.6675";" 309.6158";" 825.6422";" 550.4282";" 522.9068";" 536.6675";" 550.4282";" 502.2657";" 557.3085";" 288.9748"
"6am";" 908.2065";" 729.3173";" 577.9496";" 646.7531";" 309.6158";" 736.1977";" 591.7103";"1259.1044";" 653.6334";" 275.2141";" 577.9496";" 488.5050";" 268.3337";" 908.2065";" 488.5050";" 474.7443";" 474.7443";" 529.7871";" 460.9836";" 495.3853";" 254.5730"
"7am";"1382.9508";" 598.5906";" 516.0264";" 474.7443";" 529.7871";" 963.2493";" 502.2657";" 894.4458";" 715.5566";" 405.9408";" 509.1460";" 323.3765";" 233.9320";" 997.6510";" 330.2569";" 385.2997";" 364.6587";" 509.1460";" 405.9408";" 405.9408";" 172.0088"
"8am";"1486.1560";" 598.5906";" 550.4282";" 474.7443";" 715.5566";" 921.9672";" 371.5390";" 756.8387";" 784.3601";" 467.8639";" 509.1460";" 302.7355";" 199.5302";"1032.0528";" 282.0944";" 412.8211";" 337.1372";" 550.4282";" 364.6587";" 378.4194";" 172.0088"
"9am";"1541.1988";" 605.4710";" 550.4282";" 433.4622";" 777.4798";" 887.5654";" 399.0604";" 770.5994";" 777.4798";" 460.9836";" 509.1460";" 282.0944";" 185.7695";"1018.2921";" 282.0944";" 399.0604";" 330.2569";" 543.5478";" 350.8980";" 378.4194";" 172.0088"
"10am";"1534.3185";" 626.1120";" 543.5478";" 454.1032";" 743.0780";" 846.2833";" 392.1801";" 743.0780";" 805.0012";" 447.2229";" 522.9068";" 295.8551";" 178.8892";"1066.4546";" 247.6927";" 378.4194";" 330.2569";" 536.6675";" 344.0176";" 364.6587";" 158.2481"
"11am";"1431.1132";" 674.2745";" 605.4710";" 474.7443";" 749.9584";" 853.1636";" 385.2997";" 805.0012";" 749.9584";" 426.5818";" 550.4282";" 288.9748";" 158.2481";"1025.1724";" 268.3337";" 323.3765";" 309.6158";" 550.4282";" 344.0176";" 371.5390";" 178.8892"
"12am";"1403.5918";" 722.4370";" 529.7871";" 433.4622";" 729.3173";" 839.4029";" 412.8211";" 825.6422";" 736.1977";" 454.1032";" 557.3085";" 254.5730";" 172.0088";"1018.2921";" 288.9748";" 302.7355";" 302.7355";" 564.1889";" 364.6587";" 392.1801";" 165.1284"
"1pm";"1437.9936";" 653.6334";" 557.3085";" 392.1801";" 784.3601";" 894.4458";" 357.7783";" 743.0780";" 770.5994";" 440.3425";" 564.1889";" 282.0944";" 172.0088";"1183.4205";" 275.2141";" 344.0176";" 275.2141";" 571.0692";" 337.1372";" 385.2997";" 172.0088"
"2pm";"1465.5150";" 639.8727";" 543.5478";" 454.1032";" 722.4370";" 915.0868";" 405.9408";" 749.9584";" 743.0780";" 467.8639";" 536.6675";" 247.6927";" 213.2909";"1135.2581";" 295.8551";" 350.8980";" 268.3337";" 529.7871";" 357.7783";" 412.8211";" 178.8892"
"3pm";"1396.7115";" 612.3513";" 536.6675";" 474.7443";" 639.8727";" 880.6851";" 440.3425";" 777.4798";" 839.4029";" 481.6246";" 488.5050";" 275.2141";" 220.1713";"1080.2153";" 316.4962";" 399.0604";" 295.8551";" 577.9496";" 330.2569";" 419.7015";" 185.7695"
"4pm";"1093.9760";" 694.9156";" 516.0264";" 571.0692";" 433.4622";" 646.7531";" 557.3085";" 970.1296";" 770.5994";" 302.7355";" 612.3513";" 323.3765";" 268.3337";"1011.4117";" 426.5818";" 440.3425";" 371.5390";" 522.9068";" 385.2997";" 488.5050";" 199.5302"
"5pm";" 963.2493";" 805.0012";" 557.3085";" 591.7103";" 405.9408";" 639.8727";" 571.0692";"1073.3349";" 681.1548";" 309.6158";" 743.0780";" 378.4194";" 295.8551";" 866.9244";" 516.0264";" 502.2657";" 392.1801";" 529.7871";" 412.8211";" 502.2657";" 261.4534"
"6pm";" 949.4886";" 784.3601";" 591.7103";" 591.7103";" 454.1032";" 653.6334";" 619.2317";"1073.3349";" 708.6763";" 282.0944";" 722.4370";" 405.9408";" 288.9748";" 805.0012";" 516.0264";" 481.6246";" 440.3425";" 550.4282";" 454.1032";" 529.7871";" 268.3337"
"7pm";"1025.1724";" 853.1636";" 564.1889";" 564.1889";" 412.8211";" 626.1120";" 612.3513";"1100.8563";" 729.3173";" 316.4962";" 708.6763";" 447.2229";" 302.7355";" 729.3173";" 516.0264";" 481.6246";" 488.5050";" 536.6675";" 481.6246";" 543.5478";" 268.3337"
"8pm";" 977.0100";" 784.3601";" 550.4282";" 605.4710";" 399.0604";" 667.3941";" 605.4710";"1149.0188";" 791.2405";" 288.9748";" 729.3173";" 488.5050";" 302.7355";" 736.1977";" 557.3085";" 495.3853";" 474.7443";" 529.7871";" 502.2657";" 557.3085";" 261.4534"
"9pm";" 915.0868";" 729.3173";" 529.7871";" 653.6334";" 337.1372";" 667.3941";" 605.4710";"1210.9420";" 729.3173";" 288.9748";" 688.0352";" 516.0264";" 316.4962";" 777.4798";" 577.9496";" 516.0264";" 474.7443";" 584.8299";" 495.3853";" 584.8299";" 282.0944"
"10pm";" 866.9244";" 743.0780";" 536.6675";" 681.1548";" 316.4962";" 660.5138";" 598.5906";"1210.9420";" 743.0780";" 309.6158";" 694.9156";" 529.7871";" 316.4962";" 791.2405";" 584.8299";" 522.9068";" 481.6246";" 591.7103";" 474.7443";" 584.8299";" 282.0944"
