"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085";"32.2033898305085"
"max";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915";"67.7966101694915"
"4am";"53.64706";"59.29978";"55.12573";"54.28016";"55.32302";"51.42405";"56.65574";"50.76401";"51.61290";"55.60081";"49.72777";"54.51264";"52.01939";"51.49912";"46.46465";"48.80763";"49.46889";"51.65165";"48.84170";"49.42792";"49.38918";"54.38283";"52.46801";"47.70241";"49.91708";"52.18295";"51.51515";"50.63291";"41.55844"
"5am";"53.74150";"59.13043";"55.21236";"54.66143";"55.89041";"51.39665";"56.73712";"51.28645";"51.70807";"55.80448";"49.45055";"54.69314";"52.35772";"51.59574";"46.36210";"49.50980";"50.00000";"51.44597";"48.92788";"49.53917";"50.26455";"54.79204";"52.54545";"48.00885";"50.25126";"52.30126";"51.74672";"50.84746";"32.20339"
"6am";"50.77220";"59.48827";"55.07812";"55.06391";"56.84307";"51.00080";"57.89116";"51.61840";"53.20197";"56.54886";"51.46199";"55.22107";"53.24347";"51.97842";"42.22222";"50.60241";"50.72698";"52.43506";"50.31315";"49.64029";"51.12782";"56.10200";"53.59848";"48.71795";"50.72464";"53.59477";"51.91011";"52.08791";"32.64605"
"7am";"48.99408";"58.99844";"53.92157";"55.09468";"58.95087";"50.64576";"59.45548";"48.20593";"55.51020";"56.48148";"52.31144";"55.64682";"53.19352";"52.00000";"38.38863";"52.29167";"51.71717";"52.52525";"49.12718";"47.68392";"50.45249";"58.55856";"53.11203";"47.94872";"51.52838";"53.06604";"53.30073";"51.70732";"40.46154"
"8am";"52.68250";"58.26682";"54.56389";"56.59296";"60.26936";"49.52482";"60.01523";"48.15341";"53.90244";"57.61421";"52.80000";"55.07099";"52.44399";"52.02429";"36.90280";"50.48780";"50.70093";"51.53664";"46.74221";"48.36795";"50.51020";"59.05097";"51.68539";"46.77419";"51.61290";"50.51546";"54.49871";"51.04167";"43.25782"
"9am";"52.30126";"59.67391";"55.60166";"56.59214";"60.21329";"49.04171";"59.78428";"48.42857";"52.30352";"59.18367";"52.54692";"55.16569";"52.97080";"51.95072";"35.96639";"48.71795";"49.18033";"52.29592";"46.29080";"48.62385";"50.00000";"60.54054";"50.82742";"45.87912";"50.80214";"50.00000";"54.01070";"50.93834";"44.33594"
"10am";"52.71382";"60.33578";"55.91837";"57.48148";"60.40268";"48.44291";"60.12708";"48.01136";"52.19941";"57.50000";"53.61930";"56.18408";"52.59875";"51.15304";"36.50000";"48.51752";"49.49749";"51.88172";"46.15385";"47.18750";"49.15730";"59.44954";"50.00000";"46.79666";"50.42735";"50.27174";"53.57143";"50.98039";"44.90909"
"11am";"52.92154";"60.66452";"54.89362";"57.23881";"59.73488";"48.48144";"59.66454";"48.63702";"53.42466";"55.97964";"52.97158";"56.22032";"52.92276";"51.55925";"36.92053";"47.64398";"49.62594";"49.73545";"46.46154";"48.27586";"49.44134";"59.52813";"50.47393";"47.00855";"51.26050";"50.26882";"54.05405";"49.72527";"44.96827"
"12am";"53.54059";"60.45752";"55.20833";"58.21561";"59.98315";"48.55556";"59.28918";"48.82698";"52.44216";"56.63265";"53.96419";"57.61589";"51.47059";"51.99161";"36.37874";"49.35733";"48.66828";"49.08136";"45.20124";"49.08537";"48.73950";"59.48905";"50.00000";"46.51811";"50.00000";"51.48248";"53.15068";"49.72527";"45.09451"
"1pm";"53.33876";"60.19108";"54.08805";"58.55540";"60.00000";"46.62722";"60.35599";"48.13711";"51.82073";"56.35910";"56.93069";"56.53003";"52.97185";"51.05485";"35.58179";"48.13830";"49.76077";"49.73404";"47.83951";"48.20847";"48.29545";"60.55556";"49.50249";"46.24277";"51.03245";"50.13928";"53.22129";"49.18033";"45.68007"
"2pm";"52.14168";"60.97297";"56.15551";"58.57861";"58.88099";"47.13604";"60.06494";"46.76259";"52.24719";"56.76393";"56.37584";"56.02294";"53.48339";"52.18295";"35.31409";"48.10127";"49.65517";"50.51813";"47.53086";"48.18482";"50.13850";"59.60145";"50.25641";"46.38889";"51.60350";"49.58678";"52.40793";"48.93048";"44.91228"
"3pm";"52.52990";"62.27545";"57.05394";"57.06479";"59.62230";"49.41552";"58.10811";"47.02290";"53.41772";"56.20438";"56.26424";"55.18962";"52.54745";"52.45902";"36.59359";"47.69585";"49.89247";"50.59382";"47.72727";"46.79487";"50.12853";"58.72727";"51.16279";"45.72193";"52.20779";"50.40650";"53.35121";"49.09561";"45.07772"
"4pm";"49.24623";"60.46832";"55.81395";"56.92568";"57.94393";"50.28791";"57.66254";"49.16540";"54.00844";"58.04989";"52.92887";"54.60718";"53.14685";"50.69583";"39.85240";"47.80876";"48.85496";"50.00000";"48.38710";"47.98851";"50.55928";"57.08885";"51.80723";"45.56962";"52.05184";"52.83951";"52.16285";"49.50739";"43.34471"
"5pm";"50.95321";"59.83333";"56.35246";"54.89668";"57.20845";"50.35398";"57.78748";"51.43312";"52.70019";"58.56833";"51.41129";"54.80859";"54.38144";"51.36187";"42.96161";"48.02867";"49.73913";"50.00000";"49.41725";"48.04178";"49.29577";"55.74074";"51.76471";"46.04317";"50.19380";"51.78998";"52.18447";"49.06977";"47.29730"
"6pm";"53.20946";"59.82301";"55.86481";"55.21583";"56.86654";"51.34168";"56.57987";"51.19237";"52.32143";"58.05740";"50.30181";"55.24412";"53.58686";"51.65049";"44.10163";"49.11972";"48.56176";"48.99329";"49.31193";"46.95431";"49.00398";"55.45287";"52.31481";"46.30072";"50.85066";"51.78147";"52.01900";"49.17258";"47.74011"
"7pm";"52.12224";"59.78261";"54.86381";"55.10949";"56.76443";"51.63283";"56.76056";"49.30663";"52.15054";"57.41935";"51.42315";"55.57554";"53.61552";"52.12355";"44.62659";"50.08576";"48.73524";"49.32660";"48.72979";"46.71717";"49.01961";"54.99058";"51.96305";"46.71362";"50.95057";"51.89573";"52.94118";"49.64200";"46.66667"
"8pm";"53.53160";"59.81132";"54.58015";"55.66127";"56.39098";"51.29088";"56.78145";"49.29134";"52.73369";"57.81585";"50.19157";"55.25114";"53.32757";"52.79383";"45.56962";"49.32660";"48.85621";"49.91870";"48.64253";"47.26368";"49.33333";"54.88722";"52.80899";"46.40371";"51.01664";"52.55814";"52.31481";"50.11655";"42.85714"
"9pm";"51.72414";"60.67864";"55.10597";"54.41907";"56.24422";"51.53527";"57.12300";"50.50676";"52.82392";"57.86026";"49.42748";"55.18207";"53.00593";"52.63158";"45.50360";"49.17763";"49.13386";"50.63291";"49.45770";"48.28431";"49.53959";"55.17891";"52.44444";"46.42032";"50.53381";"53.39367";"52.08333";"50.22727";"38.38384"
"10pm";"52.46637";"59.44798";"55.55556";"55.00496";"55.91201";"51.79153";"57.44828";"50.25641";"52.20949";"57.75862";"49.34334";"55.00928";"52.07641";"52.71028";"45.39007";"48.45024";"49.13928";"51.64319";"49.46467";"48.42615";"49.81818";"55.01859";"51.88470";"46.69704";"50.69204";"53.48315";"52.41379";"50.22422";"36.87943"
