"hour","sex1","sex2"
"4am",0.254998753268093,0.254998753268093
"5am",0.179261089246598,0.179261089246599
"6am",0.156349085921287,0.156349085921287
"7am",0.134621933959353,0.134621933959353
"8am",0.139410053620847,0.139410053620847
"9am",0.0873338362732383,0.0873338362732383
"10am",0.079488660231366,0.0794886602313657
"11am",0.164600582699943,0.164600582699943
"12am",0.0426308508818736,0.0426308508818735
"1pm",0.0605140102597476,0.0605140102597474
"2pm",0.119865446583538,0.119865446583538
"3pm",0.113885938936101,0.113885938936101
"4pm",0.108113412973159,0.10811341297316
"5pm",0.123909396864298,0.123909396864298
"6pm",0.194970645281314,0.194970645281314
"7pm",0.267595276821343,0.267595276821343
"8pm",0.204972702488601,0.204972702488601
"9pm",0.194850956546718,0.194850956546718
"10pm",0.14358116784129,0.14358116784129
"11pm",0.174699173167853,0.174699173167853
"12pm",0.226995984573333,0.226995984573333
"1am",0.251651456039616,0.251651456039616
"2am",0.271767054307646,0.271767054307646
"3am",0.263270029681011,0.26327002968101
