"hour","mode1","mode2","mode3"
"4am",0.187893540107857,0.471993249049923,0.57209515474041
"5am",0.178881879980087,0.462296741901146,0.55906810998213
"6am",0.201560666161127,0.469317474070686,0.555061011957141
"7am",0.343641033066856,0.488626115304034,0.457434452047986
"8am",0.386679139887248,0.489741961322951,0.403937014020769
"9am",0.368442622078697,0.427044054081213,0.306122199262115
"10am",0.404275711065434,0.446060474746853,0.331787558927547
"11am",0.345851444376004,0.42443328313146,0.357130660343824
"12am",0.287355059319887,0.462788739836322,0.470167113358605
"1pm",0.36889917084305,0.499773733137066,0.482154438617492
"2pm",0.445060244159336,0.527307291653319,0.496387797974759
"3pm",0.447069694507464,0.48047110184695,0.442701988247979
"4pm",0.472495277097263,0.491317856527047,0.453662998719484
"5pm",0.232584401476347,0.471400235686661,0.530443492519712
"6pm",0.180717167797465,0.445723321696806,0.5529406190418
"7pm",0.188040740249059,0.461508085893271,0.576042482330409
"8pm",0.182311134583441,0.461463416967578,0.577438247707782
"9pm",0.179789350103135,0.463050016514739,0.578997360853131
"10pm",0.176464033643812,0.459865268315455,0.565418891856094
"11pm",0.176284949953397,0.46570487188162,0.56446414805226
"12pm",0.177801955829285,0.464779187229027,0.5596458030832
"1am",0.180320764492343,0.473884776137561,0.566092636133506
"2am",0.1813972938193,0.474005886602392,0.564882197551505
"3am",0.181519091116715,0.474485498814225,0.5651238720546
