"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945";"13035.05945"
"4am";"244.67846";" 63.59515";"444.87586";"  0.00000";" 23.54053";"  0.00000";" 60.27038";"  0.00000";" 68.51566";"207.55650";"360.22192";"  0.00000";"  0.00000";"  0.00000";"237.84351";" 76.65104";"  0.00000";"252.17630";" 90.86183";" 37.54368";" 85.35636";"  0.00000";"289.87309";"218.65474";" 58.32828";"120.84296";"316.63793";" 92.46824";"  0.00000";"270.67254"
"5am";" 184.95601";"  63.59515";" 444.87586";"   0.00000";"  23.22585";"   0.00000";" 306.06373";"   0.00000";" 144.51497";"   0.00000";" 600.14632";" 106.36757";"  77.96815";"   0.00000";" 193.15360";" 468.76850";"   0.00000";"1067.09710";" 447.67069";"  99.79695";" 214.34264";"   0.00000";" 289.87309";" 255.97350";"  58.32828";" 487.16912";" 481.53214";" 186.88403";"   0.00000";" 346.04041"
"6am";" 613.66696";"  63.59515";" 644.52271";" 122.12728";" 281.79110";" 150.07720";" 256.58382";"  30.92888";" 739.67205";"  63.21898";" 814.69799";" 277.68742";" 228.63552";"  91.72938";" 552.28786";" 558.72839";"  54.81118";"1218.10020";" 522.84062";" 493.65445";" 404.45567";"  94.46292";" 357.49146";" 447.05719";" 215.82518";" 487.16912";" 658.13775";" 866.32962";" 133.11410";" 763.64556"
"7am";"1606.0095";" 355.3019";"2307.0301";" 740.0233";" 815.3008";" 823.0343";" 630.8543";" 560.4804";"1831.4538";" 461.0325";"2699.0553";"1510.3938";"1175.3435";" 676.3081";"2152.5580";"3364.0486";"1636.7198";"2424.9900";"1161.2444";"1357.9564";"1355.5242";" 520.7348";"1163.9305";"1224.8962";"1140.9695";" 788.3395";"1045.9042";"1163.2952";" 566.4750";"1503.8988"
"8am";"2964.1375";" 988.9817";"4121.3808";"1522.8273";"1419.9102";"1127.2795";"1280.0928";" 643.3170";"2859.5753";"1505.7047";"5697.6988";"2822.2337";"3172.6941";"1307.9037";"3546.9942";"6977.6689";"2320.7004";"3420.4457";"2343.4370";"2580.5694";"2392.0085";"1278.0070";"1716.5382";"1438.3895";"2089.1492";"1601.4335";"1497.3115";"2108.1840";" 834.9860";"2450.1739"
"9am";"3091.5267";"1426.0630";"4376.8742";"1739.3750";"1769.0642";"1231.8315";"1483.9077";" 740.0776";"3018.4769";"1505.7047";"6490.6906";"2985.9273";"3557.5168";"1307.9037";"3929.7952";"7411.3837";"2143.7897";"3454.3051";"2630.9171";"3582.8122";"2777.4029";"1219.6535";"1747.0831";"1976.4789";"2253.0871";"1702.8683";"1535.5105";"2172.5861";" 898.6669";"2423.8358"
"10am";"3102.2352";"1421.8573";"4593.4193";"1958.7779";"1824.1079";"1231.8315";"1233.0799";" 740.0776";"2983.3314";"1551.5917";"6938.8936";"3188.3541";"3474.5239";"1393.2601";"3578.4128";"7424.5428";"2203.5259";"3362.4840";"2786.2686";"3547.1166";"2866.2139";"1274.9591";"1567.6506";"2216.5718";"1990.9288";"1486.5095";"1516.3931";"2201.5851";" 832.1098";"2434.8401"
"11am";"3043.6327";"1272.1830";"4677.8460";"1958.7779";"1824.1079";"1344.8829";"1304.2393";" 787.3721";"2826.8748";"1505.3319";"6407.7155";"3267.3404";"3569.3204";"1319.6905";"2639.7199";"6929.7558";"2055.4374";"3250.8366";"2783.6484";"3236.9386";"2931.7086";"1226.9026";"1684.1665";"1979.2468";"1777.2061";"1521.8336";"1283.8550";"2333.8045";" 907.5221";"2408.9846"
