"district","hour","mode1","mode2","mode3"
"101","4am",1256.15308,2412.088,5097.87
"102","4am",602.72262,3244.667,2917.8397
"103","4am",1338.97326,1825.772,1404.3164
"104","4am",1152.57327,3215.512,1842.9505
"105","4am",1443.74627,2565.234,2061.7427
"106","4am",818.48493,1991.916,3431.2252
"107","4am",849.33126,2573.345,3247.1937
"108","4am",624.14297,3021.211,673.0785
"109","4am",964.24636,1245.652,1076.0898
"110","4am",426.99654,2904.173,2530.2954
"111","4am",330.68842,1071.323,2725.9931
"112","4am",547.72705,2732.17,3753.0208
"113","4am",1000.94911,2012.223,2010.5979
"114","4am",482.77802,3139.133,934.7449
"115","4am",1185.67121,2873.144,1464.6158
"116","4am",1091.64463,3933.575,1662.542
"117","4am",1192.82516,3684.365,3003.4582
"118","4am",1649.43066,3799.927,1457.3765
"119","4am",560.9792,4746.965,1944.882
"120","4am",314.13483,2308.089,562.8315
"121","4am",1262.61367,4447.952,2701.0601
"122","4am",382.45263,1810.973,997.205
"123","4am",608.24487,2016.097,1223.8396
"124","4am",615.20677,4292.904,383.84
"125","4am",1288.59685,3738.883,2102.0073
"126","4am",657.40315,3651.364,647.5945
"127","4am",399.76851,2491.99,536.2305
"128","4am",287.46488,2364.026,546.5033
"129","4am",512.05173,2689.307,420.2921
"130","4am",441.87635,2967.15,460.4543
"131","4am",502.48714,4364.971,722.9684
"132","4am",379.52862,5285.822,676.0783
"133","4am",166.99534,3693.849,335.8955
"134","4am",749.36783,5011.626,850.9794
"135","4am",107.39237,2940.2,601.7109
"136","4am",1027.39413,6516.276,944.0059
"137","4am",396.18995,3556.136,585.9316
"138","4am",574.66768,3339.359,1058.6551
"139","4am",146.99121,3226.821,272.6905
"140","4am",304.81188,3686.911,347.2665
"141","4am",430.24617,3654.672,939.966
"142","4am",372.61035,3732.018,1044.6673
"143","4am",562.83551,4756.598,1158.3673
"144","4am",592.80047,4609.138,1578.3408
"145","4am",255.9234,4594.214,2322.0823
"146","4am",235.40911,3727.928,1306.1591
"147","4am",270.6318,5499.134,1862.5426
"148","4am",411.16435,4847.586,2448.1816
"149","4am",380.81167,3438.063,905.4422
"150","4am",446.1762,3106.142,1141.1576
"151","4am",425.79323,3846.565,1934.3101
"152","4am",482.13267,5333.334,2531.8854
"153","4am",201.82678,2859.331,1254.7862
"154","4am",178.20158,4283.21,1904.4614
"155","4am",393.05123,2775.264,1267.7774
"156","4am",1027.62315,4913.15,2413.6776
"157","4am",415.46454,2632.58,1044.431
"158","4am",228.66724,2976.452,994.9843
"159","4am",587.03126,4152.136,946.9627
"160","4am",192.08605,3970.902,1186.681
"161","4am",156.47383,4608.938,1371.479
"162","4am",516.95658,2721.453,1451.817
"163","4am",540.45365,4699.986,2680.185
"164","4am",323.81983,3320.445,1402.1885
"165","4am",155.15453,4311.792,1358.8394
"166","4am",85.95004,2161.591,1195.2687
"167","4am",429.32207,3997.526,2218.1409
"168","4am",144.01312,2739.253,1163.1401
"101","5am",1320.00499,2365.86,5136.9264
"102","5am",602.72262,3674.129,2917.8397
"103","5am",1338.97326,1794.827,1404.3164
"104","5am",1152.57327,3347.64,1842.9505
"105","5am",1443.74627,2487.647,2139.3295
"106","5am",843.96654,1937.286,3431.2252
"107","5am",851.16627,2528.147,3208.1373
"108","5am",599.04695,2918.523,647.9825
"109","5am",942.96154,1196.215,1076.0898
"110","5am",426.99654,2852.274,2584.1842
"111","5am",330.68842,1114.86,2725.9931
"112","5am",547.72705,2776.941,3663.0352
"113","5am",975.4675,2012.223,1957.1652
"114","5am",482.77802,3310.824,934.7449
"115","5am",1207.09198,2766.987,1464.6158
"116","5am",1053.54234,3814.839,1662.542
"117","5am",1133.93777,3621.015,3003.4582
"118","5am",1649.43066,4020.21,1457.3765
"119","5am",560.9792,4854.579,1944.882
"120","5am",314.13483,2243.733,562.8315
"121","5am",1326.63282,4447.952,2701.0601
"122","5am",382.45263,1899.14,996.1942
"123","5am",608.24487,2016.097,1223.8396
"124","5am",503.64709,4323.494,383.84
"125","5am",1288.59685,3738.883,2102.0073
"126","5am",627.39135,3663.117,647.5945
"127","5am",399.76851,2572.086,507.2199
"128","5am",287.46488,2311.777,546.5033
"129","5am",512.05173,2648.215,420.2921
"130","5am",441.87635,2800.845,460.4543
"131","5am",502.48714,4363.162,682.9804
"132","5am",379.52862,5445.959,676.0783
"133","5am",166.99534,3693.849,335.8955
"134","5am",683.16688,4786.006,850.9794
"135","5am",107.39237,2953.44,601.7109
"136","5am",1027.39413,6413.1,944.0059
"137","5am",396.18995,3502.062,585.9316
"138","5am",538.3587,3302.478,1058.6551
"139","5am",146.99121,3231.793,272.6905
"140","5am",304.81188,3605.94,347.2665
"141","5am",430.24617,3711.671,883.6866
"142","5am",372.61035,3732.018,1044.6673
"143","5am",562.83551,4437.274,1188.2428
"144","5am",528.94856,4681.05,1486.6625
"145","5am",255.9234,4536.597,2322.0823
"146","5am",235.40911,3687.545,1372.3601
"147","5am",270.6318,5701.978,1720.2684
"148","5am",411.16435,4712.777,2403.8467
"149","5am",380.81167,3593.879,905.4422
"150","5am",446.1762,3068.957,1082.746
"151","5am",425.79323,3784.601,1934.3101
"152","5am",482.13267,5090.568,2531.8854
"153","5am",201.82678,2859.331,1254.7862
"154","5am",178.20158,4224.799,1866.9679
"155","5am",317.84967,2726.11,1267.7774
"156","5am",968.61205,4913.15,2472.6887
"157","5am",415.46454,2591.568,1044.431
"158","5am",228.66724,2925.922,955.5371
"159","5am",587.03126,4168.627,913.1029
"160","5am",192.08605,3952,1186.681
"161","5am",156.47383,4608.938,1371.479
"162","5am",516.95658,2647.245,1451.817
"163","5am",540.45365,4730.559,2680.185
"164","5am",323.81983,3275.843,1402.1885
"165","5am",155.15453,4300.429,1302.3403
"166","5am",85.95004,2103.203,1123.3148
"167","5am",429.32207,3933.252,2103.3385
"168","5am",144.01312,2746.711,1163.1401
"101","6am",1388.90478,2451.982,5014.2906
"102","6am",602.72262,3790.129,2728.4183
"103","6am",1285.72973,1815.93,1496.9513
"104","6am",1087.68329,3401.529,1756.1644
"105","6am",1353.00877,2355.832,2221.4274
"106","6am",833.83831,2048.541,3325.6062
"107","6am",626.86014,2259.873,3233.6315
"108","6am",512.74965,2819.783,623.7485
"109","6am",840.48982,1372.31,1076.0898
"110","6am",367.79973,2872.386,2584.1842
"111","6am",351.97324,1099.74,2784.4614
"112","6am",547.72705,2946.942,3663.0352
"113","6am",1005.12884,2332.692,1957.1652
"114","6am",425.97007,3169.747,913.0872
"115","6am",1128.65289,2717.838,1464.6158
"116","6am",965.15709,3844.102,1662.542
"117","6am",1133.93777,3598.175,2909.9828
"118","6am",1769.19894,4450.772,1495.0624
"119","6am",560.9792,4881.558,1861.6968
"120","6am",313.18379,2139.628,562.8315
"121","6am",1276.77409,4622.657,2695.6941
"122","6am",474.13088,1920.851,966.5772
"123","6am",612.96318,2083.449,1188.5367
"124","6am",503.64709,4003.015,383.84
"125","6am",1215.88586,3875.346,2205.4152
"126","6am",739.34294,3947.714,580.0739
"127","6am",296.41472,2400.358,433.3198
"128","6am",287.46488,2129.106,546.5033
"129","6am",435.68501,2507.016,420.2921
"130","6am",320.38576,2796.207,460.4543
"131","6am",502.48714,4588.58,682.9804
"132","6am",392.68253,5815.212,604.557
"133","6am",166.99534,3471.219,335.8955
"134","6am",683.16688,4690.88,813.2935
"135","6am",43.48999,2677.982,612.4392
"136","6am",869.79182,6100.792,944.0059
"137","6am",315.46633,3254.21,585.9316
"138","6am",378.4696,2908.196,1119.1678
"139","6am",121.14262,3137.026,272.6905
"140","6am",304.81188,3576.842,347.2665
"141","6am",267.24647,3652.478,883.6866
"142","6am",372.61035,3676.095,1044.6673
"143","6am",562.83551,4091.6,1248.8363
"144","6am",394.99814,3995.364,1535.3832
"145","6am",255.9234,4163.656,2154.163
"146","6am",235.40911,3529.611,1407.409
"147","6am",270.6318,5257.05,1673.7255
"148","6am",359.64185,4276.678,2213.4698
"149","6am",380.81167,3655.941,843.0468
"150","6am",446.1762,2855.5,1093.6487
"151","6am",361.40152,3959.819,1921.6867
"152","6am",482.13267,4832.732,2350.9336
"153","6am",166.54573,2754.111,1254.7862
"154","6am",100.07762,3777.59,1829.4744
"155","6am",296.46354,2515.068,1267.7774
"156","6am",696.29836,4926.34,2472.6887
"157","6am",356.7205,2445.144,1044.431
"158","6am",145.52715,2717.769,980.3542
"159","6am",574.32242,4045.862,869.3156
"160","6am",192.08605,3672.833,1186.681
"161","6am",91.54317,4197.743,1406.8467
"162","6am",196.3181,2359.575,1352.7473
"163","6am",457.97304,4961.635,2680.185
"164","6am",299.19268,3276.824,1402.1885
"165","6am",155.15453,3943.754,1308.2823
"166","6am",0,1886.313,1060.2878
"167","6am",113.11313,4063.442,2059.4489
"168","6am",75.27956,2592.542,1033.2312
"101","7am",4343.96569,4799.223,5042.6664
"102","7am",1211.51011,4353.116,3353.2186
"103","7am",972.09601,1726.32,1215.2607
"104","7am",1078.87986,2971.598,1836.2836
"105","7am",1828.59262,2337.232,2037.9042
"106","7am",1027.21213,2374.112,2989.6109
"107","7am",770.8447,2375.397,3105.3688
"108","7am",417.77271,2283.919,577.6371
"109","7am",631.32727,1675.295,1023.6384
"110","7am",719.12583,2457.055,2763.1901
"111","7am",1071.05811,2331.85,3100.179
"112","7am",582.22027,2840.12,3101.7623
"113","7am",1134.09215,2889.48,1802.4009
"114","7am",882.67621,3205.607,1135.3778
"115","7am",1140.314,3583.298,1424.8037
"116","7am",605.33138,4241.692,1801.0044
"117","7am",600.00764,3103.177,2583.3967
"118","7am",2206.09594,6802.228,1630.972
"119","7am",919.66449,5229.198,1754.0303
"120","7am",255.62915,1752.332,508.5136
"121","7am",1132.70016,4502.229,2607.2982
"122","7am",613.65223,3660.418,1033.4982
"123","7am",645.66231,2464.96,1264.5665
"124","7am",441.05958,3429.429,347.2953
"125","7am",737.26605,3722.812,1982.2192
"126","7am",641.19903,3160.965,424.0295
"127","7am",111.76642,1884.666,413.28
"128","7am",220.99112,2175.535,475.0329
"129","7am",196.1659,2077.124,420.2921
"130","7am",249.30617,2167.506,336.4642
"131","7am",141.35336,4680.464,517.9836
"132","7am",388.22065,6801.329,379.8637
"133","7am",100.63344,2943.023,425.9939
"134","7am",291.53897,3952.129,721.0491
"135","7am",203.63998,1814.884,580.2109
"136","7am",585.17126,6027.272,853.6132
"137","7am",32.8734,2676.162,517.276
"138","7am",205.82949,2689.238,1119.1678
"139","7am",52.8507,3076.791,272.6905
"140","7am",159.46467,3072.983,298.7838
"141","7am",201.38019,3459.275,939.9106
"142","7am",232.22414,3257.633,1044.6673
"143","7am",265.04605,3062.746,1329.0018
"144","7am",309.52787,3092.243,1294.0363
"145","7am",85.73822,3035.217,1993.3566
"146","7am",67.63778,2495.031,1261.2995
"147","7am",0,3731.745,1482.2335
"148","7am",53.43025,2899.937,2064.7066
"149","7am",130.95538,3242.665,746.366
"150","7am",207.39823,1997.399,1060.2369
"151","7am",977.40272,4661.143,1814.2028
"152","7am",202.04,4976.561,2134.8811
"153","7am",43.27519,1895.69,1171.7493
"154","7am",47.01709,3094.369,1693.0725
"155","7am",33.11051,2029.484,1185.7224
"156","7am",690.99334,4079.2,2352.8449
"157","7am",647.94908,2588.404,1104.2379
"158","7am",68.51008,2191.089,783.481
"159","7am",141.41466,2749.084,793.131
"160","7am",0,2654.258,1142.1757
"161","7am",26.61251,2635.233,1337.16
"162","7am",63.48603,1689.199,1323.0702
"163","7am",1043.68527,5141.654,2885.4564
"164","7am",311.80747,2907.212,1381.1517
"165","7am",36.82891,2949.434,1096.4659
"166","7am",0,1497.611,1000.4211
"167","7am",113.11313,3824.462,2104.6535
"168","7am",0,2397.721,1078.9316
"101","8am",6494.67693,7575.681,5749.2154
"102","8am",1490.17922,5142.336,3407.4659
"103","8am",561.37252,1596.221,1307.2083
"104","8am",1175.76234,2747.537,1710.4783
"105","8am",1908.69111,3103.651,2212.3091
"106","8am",1147.88061,2608.174,2165.6289
"107","8am",785.52772,2482.152,2691.3353
"108","8am",548.7083,1954.678,326.3306
"109","8am",680.35593,2703.045,974.4396
"110","8am",1021.23055,2626.545,3166.9863
"111","8am",2011.65625,3041.39,4096.3629
"112","8am",557.3868,2849.726,2369.2732
"113","8am",1690.56595,3576.371,1796.412
"114","8am",1556.18059,3360.412,1126.5945
"115","8am",1016.13835,3264.531,1375.6988
"116","8am",555.34674,4837.801,1526.4284
"117","8am",520.2295,3442.63,2562.5424
"118","8am",2945.74601,9595.127,2145.4691
"119","8am",1152.39277,5562.02,1843.4084
"120","8am",258.44204,1893.739,402.4
"121","8am",1177.36038,3911.044,2554.2286
"122","8am",976.80523,5664.136,1186.3919
"123","8am",591.90695,2655.618,1340.1554
"124","8am",246.70359,2902.558,310.6719
"125","8am",765.50263,3311.328,1860.2495
"126","8am",537.61739,2971.96,749.6087
"127","8am",136.90006,1666.24,525.6313
"128","8am",133.35305,1945.149,433.9028
"129","8am",167.11272,1632.501,393.7883
"130","8am",204.74996,1920.763,336.4642
"131","8am",126.80307,4898.455,468.0971
"132","8am",369.12503,6525.886,501.9831
"133","8am",100.63344,1948.928,314.4943
"134","8am",282.8312,4026.893,904.7414
"135","8am",203.63998,1564.984,601.1668
"136","8am",539.4329,5766.27,776.7423
"137","8am",32.8734,2364.09,474.1133
"138","8am",163.05666,2520.773,1109.5054
"139","8am",31.5136,2844.062,197.4635
"140","8am",91.00579,2251.718,334.1048
"141","8am",293.96115,2808.854,1147.9242
"142","8am",291.23671,2838.948,1175.4308
"143","8am",256.21326,3047.362,1066.6415
"144","8am",66.87202,2919.927,1181.3776
"145","8am",85.73822,2539.156,1851.1424
"146","8am",0,2413.459,1232.189
"147","8am",0,3644.163,1552.6491
"148","8am",86.54076,2845.427,2061.7886
"149","8am",108.82603,2994.157,589.9911
"150","8am",143.5672,1450.257,1211.9248
"151","8am",1071.43193,5617.737,1909.4561
"152","8am",202.04,4615.22,1629.9165
"153","8am",43.27519,1620.837,922.0792
"154","8am",47.01709,2252.345,1883.7779
"155","8am",33.11051,1905.625,1028.8963
"156","8am",442.06873,4107.053,2075.0807
"157","8am",627.26552,2698.674,1152.784
"158","8am",24.8171,2236.177,652.3491
"159","8am",90.59954,2617.009,747.9221
"160","8am",0,1731.676,1186.1617
"161","8am",60.76231,1991.973,1225.123
"162","8am",63.48603,1569.629,1187.4755
"163","8am",1155.3019,5399.159,2974.7173
"164","8am",140.2226,2524.287,1313.6289
"165","8am",90.83413,3278.495,878.0274
"166","8am",20.91638,1285.889,931.5358
"167","8am",113.11313,3568.396,2058.4978
"168","8am",0,2169.741,1206.1699
"101","9am",7345.74531,8722.699,6953.1274
"102","9am",1514.3839,4794.214,3336.0041
"103","9am",491.09199,1854.765,1158.322
"104","9am",1184.46221,2643.737,1356.452
"105","9am",1682.10923,3292.972,2258.6436
"106","9am",1242.84003,2638.745,1788.0189
"107","9am",753.05462,2513.4,2582.1422
"108","9am",573.80432,2003.321,200.5124
"109","9am",876.29471,2765.192,802.1725
"110","9am",1175.80775,2637.61,3419.9862
"111","9am",1973.39452,3025.469,4759.6258
"112","9am",544.32393,2634.709,2050.4622
"113","9am",1794.27884,3874.185,1756.1534
"114","9am",1621.21508,3754.747,1096.142
"115","9am",914.67881,2683.024,1228.3079
"116","9am",441.24113,4772.33,1625.8378
"117","9am",597.83821,3732.18,2097.9578
"118","9am",3572.27996,10350.767,2081.2089
"119","9am",1152.39277,5466.882,1750.6168
"120","9am",186.95989,1891.66,422.9283
"121","9am",1235.88463,3973.352,2288.0021
"122","9am",1174.1425,5970.232,1212.6625
"123","9am",581.35853,2656.374,1274.0496
"124","9am",210.08014,2780.77,310.6719
"125","9am",770.96551,3210.453,1675.7095
"126","9am",506.80166,3666.45,823.3406
"127","9am",131.06676,1442.696,521.7848
"128","9am",133.35305,1826.047,424.4083
"129","9am",167.11272,1511.465,374.5947
"130","9am",169.27777,1979.624,306.6878
"131","9am",182.24962,5359.467,380.7621
"132","9am",369.12503,6620.972,422.0427
"133","9am",67.08896,1629.471,314.4943
"134","9am",242.6742,3373.848,834.4593
"135","9am",160.14999,1600.021,665.0238
"136","9am",241.42016,5509.78,1091.0964
"137","9am",32.8734,2414.614,363.029
"138","9am",163.05666,2685.527,1057.7126
"139","9am",0,2461.331,218.6953
"140","9am",91.00579,1955.669,283.4267
"141","9am",364.49643,2493.341,999.7403
"142","9am",291.23671,2907.717,1124.5897
"143","9am",263.27752,3140.647,1288.2915
"144","9am",66.87202,2905.4,1209.6842
"145","9am",85.73822,2628.949,1738.1688
"146","9am",0,2552.269,1018.3573
"147","9am",0,3571.738,1480.9134
"148","9am",86.54076,2543.185,1937.2121
"149","9am",108.82603,2907.065,633.8321
"150","9am",143.5672,1249.761,1308.1414
"151","9am",1135.26296,5689.299,2076.0355
"152","9am",131.43514,4784.552,1615.753
"153","9am",43.27519,1658.65,836.6432
"154","9am",0,1975.004,1932.5067
"155","9am",33.11051,1625.49,1093.7442
"156","9am",353.21903,4134.646,2066.4188
"157","9am",598.28853,2741.43,1330.1049
"158","9am",24.8171,2198.965,646.2726
"159","9am",90.59954,2521.443,817.2249
"160","9am",0,1587.69,1113.6338
"161","9am",60.76231,1968.179,1129.5628
"162","9am",63.48603,1509.519,1096.3516
"163","9am",1130.38395,5883.82,2787.3834
"164","9am",57.27797,2723.614,1396.1828
"165","9am",90.83413,3433.199,836.5775
"166","9am",20.91638,1315.026,931.5358
"167","9am",40.71841,3586.907,2017.7794
"168","9am",0,2073.339,1204.6744
"101","10am",7714.74558,8947.232,6778.4268
"102","10am",1683.8164,5019.054,3239.5993
"103","10am",534.94855,1745.965,1171.3816
"104","10am",1122.98954,2508.034,1561.8286
"105","10am",1672.62524,3231.376,2406.4875
"106","10am",1416.00348,2581.162,1741.0637
"107","10am",805.28369,2413.747,2611.6886
"108","10am",543.94929,1826.848,335.6986
"109","10am",977.38419,3016.001,818.8795
"110","10am",1173.42459,2444.989,3562.424
"111","10am",1846.79174,3306.584,4631.1541
"112","10am",509.83071,2554.3,1962.0866
"113","10am",1881.88098,3746.406,1915.0111
"114","10am",1619.86375,3367.339,1343.2833
"115","10am",852.78435,2562.011,1275.3529
"116","10am",337.86409,4555.315,1486.1752
"117","10am",507.52414,3796.976,2134.158
"118","10am",3877.23603,10250.819,2344.8348
"119","10am",1120.79277,5108.89,1844.6003
"120","10am",176.26478,1890.574,463.7018
"121","10am",1306.90086,4041.411,2232.7344
"122","10am",1050.73848,5939.247,1248.2791
"123","10am",550.6421,2508.551,1195.8718
"124","10am",307.62369,2548.374,310.6719
"125","10am",619.18065,3116.649,1860.012
"126","10am",587.56152,4457.809,861.1084
"127","10am",111.33097,1359.43,532.7335
"128","10am",133.35305,1923.958,339.6135
"129","10am",186.57031,1299.168,383.2019
"130","10am",169.27777,1847.602,330.6392
