"district","hour","occ1","occ2","occ3","occ4","occ5"
"101","4am",4234.208,2861.6426,700.72929,1559.1576,311.87358
"102","4am",3462.454,1877.6247,965.81289,1133.8837,340.96039
"103","4am",2254.509,1590.2762,308.0978,813.7663,137.97153
"104","4am",3651.926,996.5208,712.37183,1118.5606,157.15216
"105","4am",3759.935,1820.1879,429.35412,1171.9797,157.33318
"106","4am",3477.982,2243.0164,458.70185,744.7383,158.74015
"107","4am",3622.15,2175.7769,121.78181,1454.5021,328.5905
"108","4am",2664.842,737.7605,302.02414,1188.9815,75.94034
"109","4am",1370.982,453.4991,1010.65793,851.4881,524.19351
"110","4am",3143.928,2640.9117,257.75281,852.8182,134.90573
"111","4am",2216.867,1808.5218,259.86851,557.5905,74.55188
"112","4am",3375.729,1962.9084,787.36044,1408.6818,145.80992
"113","4am",2707.624,1614.3864,587.41518,943.2259,159.65819
"114","4am",2525.243,592.9697,495.69244,1472.6229,474.85949
"115","4am",3179.506,534.9688,601.3152,2053.2639,423.01135
"116","4am",3910.317,1334.3412,466.1424,1349.7239,481.75306
"117","4am",3146.601,1905.353,1025.24448,2125.1757,487.22514
"118","4am",3369.953,3258.2583,198.86236,1145.0862,387.47994
"119","4am",3258.31,1657.2764,413.29389,2448.6064,480.68696
"120","4am",1414.877,337.3597,219.95341,1308.706,122.294
"121","4am",4083.557,2122.1935,683.02092,2189.2425,595.17587
"122","4am",1055.573,407.653,1031.3046,975.657,458.77177
"123","4am",1970.834,758.2639,482.31999,843.6331,283.79353
"124","4am",3607.268,636.6296,501.19341,1392.1246,183.46049
"125","4am",4080.726,824.7487,606.67166,2529.9349,672.66479
"126","4am",3125.942,552.7326,350.04543,1738.3007,301.06798
"127","4am",2031.689,333.579,262.01528,1255.0184,77.7762
"128","4am",1656.37,341.4072,212.76535,996.2486,288.19074
"129","4am",2095.649,402.0293,138.87886,1191.8262,38.04963
"130","4am",2527.15,607.8766,166.22916,980.0752,69.6624
"131","4am",3783.372,980.4428,272.45472,1390.9696,52.54529
"132","4am",4021.861,622.3228,279.29876,1476.8426,237.22627
"133","4am",2784.301,504.6577,105.48052,1045.7708,207.6325
"134","4am",4199.682,579.0072,389.42109,2326.9628,261.84633
"135","4am",2350.195,282.4566,267.23515,1147.5998,350.97524
"136","4am",4611.908,753.1368,799.99225,2564.0148,466.86561
"137","4am",2755.55,435.6857,549.33943,1277.4903,344.15021
"138","4am",3204.959,403.0246,341.08732,1878.1624,352.28785
"139","4am",2497.706,295.9888,239.45149,1383.2415,163.79339
"140","4am",2538.221,527.7417,127.46602,1635.4356,345.74166
"141","4am",3004.042,550.5774,481.81604,1578.5343,345.89465
"142","4am",3353.021,191.9586,918.89683,1456.8146,397.35487
"143","4am",3938.336,646.0685,769.29515,1865.4006,355.92881
"144","4am",4125.019,645.8136,357.8278,1983.134,288.93127
"145","4am",4684.048,750.0745,595.24335,2192.4912,102.8158
"146","4am",2959.294,925.6189,256.8381,1343.5144,145.71183
"147","4am",4903.425,741.2737,321.65965,2550.2376,475.05514
"148","4am",5473.673,676.7588,134.57427,2288.4001,226.31024
"149","4am",3609.756,502.954,301.06691,1340.8099,183.77798
"150","4am",3060.235,332.617,396.19278,1394.6265,232.28258
"151","4am",3789.193,749.2146,210.17958,1718.4822,448.69008
"152","4am",4879.773,1208.0147,407.45385,2157.7762,549.82219
"153","4am",2927.602,276.0155,220.78449,1077.5438,294.33011
"154","4am",4253.051,347.2382,362.43783,1805.6193,360.95299
"155","4am",2534.144,615.8975,293.9878,1282.5297,299.91696
"156","4am",5132.958,1245.8388,403.48232,2490.2721,631.94329
"157","4am",2231.574,434.1704,603.44988,1067.3719,122.4991
"158","4am",2734.948,410.2431,246.75167,1380.0572,279.85236
"159","4am",4147.383,551.0907,117.90337,1661.6439,232.45774
"160","4am",3707.819,696.577,115.73526,1500.8309,84.27717
"161","4am",4232.889,681.7428,75.11426,1860.9824,232.18768
"162","4am",3033.34,524.8014,28.54369,1361.7174,306.61219
"163","4am",4949.833,767.4328,381.41905,2532.7218,433.16772
"164","4am",2664.301,522.1305,420.38088,1851.3455,382.60246
"165","4am",3066.63,911.1848,316.08224,2239.9141,125.21745
