"district","hour","resarea1","resarea2","resarea3"
"101","4am",186.98591,175.78384,9495.60057
"102","4am",174.03799,124.05999,7898.11044
"103","4am",0,0,5194.36241
"104","4am",0,20.40771,6784.22435
"105","4am",0,90.6734,7248.11682
"106","4am",30.34834,0,7194.93347
"107","4am",0,65.6073,7767.06865
"108","4am",0,0,5086.56386
"109","4am",177.25215,43.63088,4163.2846
"110","4am",0,97.13121,7040.70193
"111","4am",47.10639,169.31803,4722.16905
"112","4am",0,0,7997.22863
"113","4am",103.77129,162.56987,5892.28365
"114","4am",102.01548,5725.44129,0
"115","4am",0,6955.47295,0
"116","4am",0,7890.76987,0
"117","4am",70.69053,8890.49485,0
"118","4am",169.93833,8284.1763,0
"119","4am",107.2374,8233.94264,0
"120","4am",0,3442.50039,0
"121","4am",25.05068,9868.62774,0
"122","4am",95.8188,4073.82568,0
"123","4am",56.99849,4420.60955,0
"124","4am",38.99687,6391.32451,63.58897
"125","4am",0,8677.32559,121.60599
"126","4am",24.4325,6352.64046,0
"127","4am",76.16596,3962.12991,0
"128","4am",0,3484.69947,46.22941
"129","4am",0,4076.88538,0
"130","4am",47.04668,4468.0134,0
"131","4am",66.81751,6502.49447,34.36068
"132","4am",6698.2582,156.12333,0
"133","4am",4677.55978,0,50.93173
"134","4am",7909.55369,0,0
"135","4am",4442.83619,45.32674,0
"136","4am",97.41724,9403.90341,95.12431
"137","4am",0,5573.14487,31.66666
"138","4am",17.94118,6240.66136,0
"139","4am",4631.83025,162.98608,0
"140","4am",0,5279.43261,59.45886
"141","4am",6064.96274,0,0
"142","4am",6408.90001,0,0
"143","4am",7847.50232,0,0
"144","4am",7461.3335,0,0
"145","4am",8591.27045,0,0
"146","4am",5690.37855,31.01782,0
"147","4am",9067.28181,0,0
"148","4am",8844.05142,0,0
"149","4am",5867.96583,116.99704,0
"150","4am",5443.28413,0,0
"151","4am",170.28361,6926.55221,0
"152","4am",31.74151,9480.72743,0
"153","4am",4768.49129,0,65.31464
"154","4am",7143.5735,38.78594,0
"155","4am",5168.76461,0,0
"156","4am",119.39393,9775.37277,55.1341
"157","4am",0,4525.32673,0
"158","4am",4970.13042,182.9021,0
"159","4am",6693.4749,59.0111,0
"160","4am",6236.15753,0,0
"161","4am",7202.20638,0,0
"162","4am",5317.59509,0,0
"163","4am",31.11891,9257.51584,0
"164","4am",113.59866,5905.21716,0
"165","4am",6705.83763,0,0
"166","4am",4134.94085,0,0
"167","4am",7993.55923,0,0
"168","4am",4855.35094,0,0
"101","5am",319.85992,60.53344,9534.65696
"102","5am",350.41291,316.5769,7898.11044
