"hour";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137";"138";"139";"140";"141";"301";"302";"303";"304";"305";"306";"307";"308";"309";"310";"401";"402";"403";"404";"405";"406";"407";"408";"501";"502";"511";"521";"522";"523";"524";"525";"531";"532";"533";"541";"542";"543";"544";"545";"546";"547";"551";"561";"562";"563";"564";"571";"572";"573";"574";"575";"576";"601";"602";"611";"612";"621";"622";"623";"624";"631";"632";"633";"641";"642";"643";"644";"645";"651";"661";"662";"663";"671";"672";"673";"681";"691"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8";"82416.8"
"4am";" 568.0";" 454.4";"   0.0";"   0.0";" 681.6";"   0.0";"   0.0";" 823.6";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";" 795.2";"   0.0";"   0.0";"   0.0";"0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"1817.6";"   0.0";"   0.0";"0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0"
"5am";"2158.4";"1476.8";" 568.0";" 397.6";"1164.4";" 482.8";" 482.8";"1391.6";"   0.0";" 340.8";" 880.4";" 539.6";"   0.0";"   0.0";"   0.0";" 710.0";"   0.0";"   0.0";"3266.0";" 340.8";"   0.0";"   0.0";"0";"   0.0";"   0.0";"   0.0";" 340.8";" 482.8";" 397.6";"2527.6";"   0.0";"   0.0";"0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";" 426.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";" 369.2";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";" 681.6";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";" 340.8";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";" 568.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0";"   0.0"
"6am";"10621.6";" 4373.6";" 1278.0";"  852.0";" 3379.6";" 1391.6";" 1334.8";" 3095.6";"  766.8";" 1391.6";" 2044.8";" 1334.8";"  766.8";"  795.2";"  511.2";" 1363.2";"  823.6";"  624.8";" 6816.0";"  624.8";"    0.0";"  568.0";"    0.0";"    0.0";"    0.0";"    0.0";"  766.8";"  766.8";" 1079.2";" 3862.4";"  937.2";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";" 1192.8";"    0.0";"    0.0";"    0.0";"  511.2";"  653.2";"  624.8";" 1050.8";"    0.0";"    0.0";"    0.0";"  795.2";"  426.0";"    0.0";" 1817.6";"  369.2";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"  397.6";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"  340.8";"    0.0";"    0.0";"  710.0";"    0.0";"    0.0";"  340.8";"    0.0";"    0.0";"    0.0";"    0.0";"  397.6";"    0.0";"    0.0";" 1448.4";"  539.6";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0"
"7am";"34619.6";"12836.8";" 2385.6";" 2186.8";" 9940.0";" 3266.0";" 3351.2";" 6475.2";" 1846.0";" 4004.4";" 4203.2";" 2868.4";" 1363.2";" 1306.4";"  710.0";" 2527.6";" 1505.2";" 1391.6";"11558.8";" 1136.0";" 1164.4";" 1732.4";"    0.0";"    0.0";"    0.0";"    0.0";" 2044.8";" 1448.4";" 2442.4";" 5055.2";" 2414.0";"  426.0";"    0.0";"    0.0";"    0.0";"  823.6";"  738.4";"    0.0";"    0.0";"  908.8";"    0.0";" 1164.4";" 3266.0";"  369.2";"  738.4";"    0.0";" 1050.8";" 1902.8";" 1846.0";" 2698.0";"  908.8";"    0.0";"  454.4";" 2982.0";"  795.2";"  340.8";" 5197.2";" 1221.2";"  511.2";"    0.0";"    0.0";"  880.4";"    0.0";"    0.0";"  454.4";"    0.0";"    0.0";"  511.2";"  795.2";"  369.2";"    0.0";"  482.8";"  511.2";"  539.6";"    0.0";"  908.8";"    0.0";"    0.0";"    0.0";"  539.6";"    0.0";"    0.0";"  340.8";"  369.2";"  823.6";"    0.0";"    0.0";"    0.0";"    0.0";"  653.2";" 1050.8";"  454.4";"  681.6";" 1505.2";"  426.0";"    0.0";"  908.8";"    0.0";"    0.0";"  908.8";" 1136.0";"  795.2";"  624.8";"    0.0";" 2300.4";" 1704.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0"
"8am";"61883.6";"24083.2";" 3805.6";" 3010.4";"16301.6";" 5566.4";" 5424.4";" 9514.0";" 2982.0";" 5765.2";" 6191.2";" 3578.4";" 1760.8";" 1874.4";"  965.6";" 3777.2";" 2414.0";" 2215.2";"16812.8";" 1959.6";" 1817.6";" 2584.4";"    0.0";"  426.0";"  340.8";"    0.0";" 3464.8";" 2215.2";" 3067.2";" 6730.8";" 3890.8";"  852.0";"    0.0";"    0.0";"    0.0";" 1164.4";" 1221.2";"  426.0";"  596.4";" 1675.6";"    0.0";" 2130.0";" 4970.0";"  852.0";" 1363.2";"    0.0";" 1420.0";" 3237.6";" 3408.0";" 4004.4";" 1618.8";"  426.0";"  908.8";" 5538.0";" 1448.4";"  539.6";" 7611.2";" 1902.8";"  653.2";"    0.0";"    0.0";" 1221.2";"  511.2";"    0.0";"  823.6";"    0.0";"    0.0";"  738.4";" 1278.0";"  539.6";"    0.0";"  795.2";"  710.0";"  795.2";"    0.0";" 1562.0";"    0.0";"    0.0";"    0.0";" 1022.4";"    0.0";"    0.0";"  426.0";"  511.2";" 1420.0";"    0.0";"  454.4";"    0.0";"    0.0";" 1107.6";" 1505.2";"  653.2";" 1164.4";" 2073.2";"  454.4";"    0.0";" 1221.2";"    0.0";"  397.6";" 1249.6";" 2101.6";" 1533.6";"  852.0";"    0.0";" 2783.2";" 3209.2";"    0.0";"    0.0";"    0.0";"    0.0";"    0.0";"  340.8";"  340.8"
"9am";"70119.6";"29195.2";" 4430.4";" 3322.8";"19198.4";" 6929.6";" 6560.4";"10820.4";" 3493.2";" 6418.4";" 7156.8";" 4032.8";" 1959.6";" 2044.8";" 1022.4";" 4146.4";" 2612.8";" 2527.6";"18772.4";" 2414.0";" 2130.0";" 3124.0";"    0.0";"  568.0";"  397.6";"    0.0";" 4004.4";" 2669.6";" 3436.4";" 7156.8";" 4941.6";" 1050.8";"    0.0";"    0.0";"    0.0";" 1164.4";" 1391.6";"  624.8";"  596.4";" 1789.2";"    0.0";" 2499.2";" 5708.4";"  908.8";" 1590.4";"    0.0";" 1618.8";" 3606.8";" 4146.4";" 4430.4";" 2016.4";"  482.8";" 1221.2";" 6617.2";" 1647.2";"  624.8";" 8378.0";" 1988.0";"  823.6";"    0.0";"    0.0";" 1391.6";"  568.0";"    0.0";" 1079.2";"  482.8";"    0.0";"  852.0";" 1420.0";"  568.0";"    0.0";"  994.0";"  681.6";"  823.6";"    0.0";" 1675.6";"    0.0";"    0.0";"    0.0";" 1164.4";"    0.0";"    0.0";"  397.6";"  568.0";" 1789.2";"    0.0";"  454.4";"    0.0";"    0.0";" 1221.2";" 1647.2";"  738.4";" 1306.4";" 2243.6";"  624.8";"    0.0";" 1448.4";"  369.2";"  426.0";" 1448.4";" 2470.8";" 1732.4";" 1249.6";"    0.0";" 2925.2";" 3663.6";"    0.0";"  397.6";"  369.2";"  340.8";"    0.0";"  340.8";"  426.0"
"10am";"73130.0";"30870.8";" 4913.2";" 3606.8";"20164.0";" 7497.6";" 6958.0";"11729.2";" 3606.8";" 6645.6";" 7355.6";" 4231.6";" 2073.2";" 2130.0";" 1079.2";" 4572.4";" 2868.4";" 2783.2";"19368.8";" 2840.0";" 2186.8";" 3436.4";"    0.0";"  681.6";"  426.0";"    0.0";" 4231.6";" 2584.4";" 3521.6";" 7384.0";" 5424.4";"  994.0";"    0.0";"    0.0";"    0.0";" 1249.6";" 1618.8";"  710.0";"  653.2";" 1846.0";"    0.0";" 2754.8";" 5878.8";"  852.0";" 1789.2";"    0.0";" 1675.6";" 3635.2";" 4714.4";" 4629.2";" 2243.6";"  539.6";" 1334.8";" 7526.0";" 1789.2";"  653.2";" 8804.0";" 2044.8";"  852.0";"    0.0";"    0.0";" 1391.6";"  596.4";"    0.0";" 1136.0";"  624.8";"    0.0";"  908.8";" 1420.0";"  568.0";"    0.0";" 1136.0";"  710.0";"  823.6";"    0.0";" 1647.2";"    0.0";"    0.0";"  340.8";" 1363.2";"    0.0";"    0.0";"  511.2";"  624.8";" 1789.2";"    0.0";"  454.4";"    0.0";"    0.0";" 1249.6";" 1704.0";"  710.0";" 1363.2";" 2414.0";"  766.8";"    0.0";" 1618.8";"  454.4";"  454.4";" 1533.6";" 2754.8";" 1902.8";" 1618.8";"    0.0";" 3010.4";" 3862.4";"    0.0";"  397.6";"  369.2";"    0.0";"    0.0";"  340.8";"  482.8"
