"hour";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137";"138";"139";"140";"141";"142";"143";"201";"202";"203";"204";"205";"301";"302";"303";"304";"305";"306";"307";"308";"309";"310";"311";"312";"313";"314";"401";"402";"403";"501";"502";"503";"504";"505";"506";"507";"508";"509";"510";"511";"512";"513";"514";"515";"516";"517";"518";"519";"601";"602";"603";"701";"801";"802";"803";"804";"805";"806";"901";"902";"903"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305";"9131.305"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0";"0";"0";" 0";"0";" 0";"0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";"0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";"0"
"6am";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"436.596";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0";"  0.000";"0";"  0.000";"  0.000"
"7am";"1122.333";" 656.611";"1124.911";"   0.000";"   0.000";" 982.775";"   0.000";"   0.000";"   0.000";" 718.967";"   0.000";" 949.979";" 705.217";"   0.000";"   0.000";" 616.593";"   0.000";"   0.000";" 895.767";"1080.560";"   0.000";"   0.000";" 822.281";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 773.267";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"1652.394";"1743.834";"1826.830";" 662.453";" 991.303";"1822.215";"   0.000";"   0.000";"   0.000";"1155.183";"   0.000";"1404.846";"1070.841";"   0.000";" 573.187";"1332.023";"   0.000";"   0.000";"1876.822";"2063.381";"   0.000";" 989.085";"1206.165";"   0.000";"   0.000";"   0.000";" 532.045";"1013.874";"   0.000";"   0.000";" 870.493";" 757.311";"   0.000";" 452.033";" 612.507";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1224.857";"   0.000";"   0.000";" 487.207";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 640.306";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1053.161";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"9am";"2607.038";"2134.444";"1870.614";" 886.317";"1073.877";"2175.924";"   0.000";" 678.153";"   0.000";"1217.626";"   0.000";"1607.468";"1152.466";"   0.000";" 685.121";"1223.167";"   0.000";"   0.000";"2238.628";"2239.199";"   0.000";" 989.085";"1390.141";"   0.000";"   0.000";"   0.000";" 627.273";"1623.963";"   0.000";"   0.000";"1477.311";" 700.483";"   0.000";" 509.763";"1045.330";"   0.000";"   0.000";"   0.000";" 462.956";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1384.210";"   0.000";"   0.000";" 452.950";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 765.370";" 431.218";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1020.254";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"3092.545";"2142.572";"2429.016";"1040.967";"1019.471";"1836.252";"   0.000";" 769.177";" 677.035";"1287.116";"   0.000";"1661.246";"1161.820";"   0.000";" 787.572";"1403.356";"   0.000";"   0.000";"2086.508";"2392.903";"   0.000";" 989.961";"1524.068";"   0.000";"   0.000";"   0.000";" 553.076";"1836.041";"   0.000";"   0.000";"1660.292";"1250.416";"   0.000";" 509.763";" 934.306";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 572.315";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1661.536";"   0.000";"   0.000";" 424.629";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 759.210";" 422.681";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1136.308";"   0.000";"   0.000";"   0.000";"   0.000";" 406.605";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"2294.284";"2269.149";"2089.853";" 819.481";" 968.125";"1760.975";"   0.000";" 869.204";"   0.000";"1184.992";" 426.212";"1244.912";"1285.094";"   0.000";" 822.313";"1583.402";"   0.000";"   0.000";"2288.219";"2041.389";"   0.000";"1056.466";"1644.842";"   0.000";"   0.000";"   0.000";" 582.059";"1450.912";"   0.000";"   0.000";"1290.652";" 870.738";"   0.000";" 578.125";" 853.433";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1451.634";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 647.754";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"2621.443";"1449.978";"1828.036";"   0.000";" 806.738";"1595.063";"   0.000";" 786.811";"   0.000";"1039.754";"   0.000";" 991.501";" 853.637";"   0.000";" 591.575";" 986.081";"   0.000";"   0.000";"2027.024";"2075.919";"   0.000";" 928.877";"1245.291";"   0.000";"   0.000";"   0.000";" 493.506";"1558.739";"   0.000";"   0.000";" 638.321";" 981.465";"   0.000";" 623.965";" 761.304";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1023.739";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 671.307";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"1pm";"2844.613";"2122.259";"2252.605";" 720.786";" 995.747";"1694.003";"   0.000";" 789.869";"   0.000";" 833.460";"   0.000";" 997.877";"1041.930";"   0.000";" 803.873";"1366.007";"   0.000";"   0.000";"2282.234";"2278.733";"   0.000";"1026.772";"1376.770";"   0.000";"   0.000";"   0.000";" 674.385";"1802.034";"   0.000";" 704.469";" 990.926";"1019.499";"   0.000";" 664.945";" 941.666";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 619.215";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1491.466";"   0.000";"   0.000";" 460.822";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 785.500";"   0.000";"   0.000";"   0.000";" 415.387";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
