"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972";"975.26972"
"max";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974";"8291.35974"
"4am";"2062.308";"4047.251";"3767.654";"2343.739";"3427.661";"3433.147";"1934.213";"1943.965";"3187.570";"2592.382";"2667.640";"2941.130";"1291.268";"2001.180";"1606.413";"2146.253";"1996.449";"2224.561";"1715.889";"2314.781";"3467.311";"4829.720";"3071.996";"4259.994";"4786.251";"3467.190";"4202.277";"3212.932";"4681.495";"5310.254";"5215.000"
"5am";"2098.276";"3857.304";"3736.239";"2343.739";"3326.775";"3433.147";"1953.003";"1907.516";"3046.741";"2580.810";"2478.600";"2799.747";"1273.844";"2313.659";"1642.787";"2091.424";"2029.988";"2162.887";"2040.387";"2534.288";"3359.677";"4823.178";"3071.996";"4382.026";"4682.878";"3271.135";"4202.277";"2988.344";"4558.683";"5141.462";"5215.000"
"6am";"2057.072";"3565.376";"3676.137";"2270.002";"3068.511";"3591.932";"1993.659";"1894.723";"2908.436";"2392.631";"2429.684";"2678.498";"1231.188";"2540.207";"1505.559";"1912.292";"2081.751";"2001.762";"1974.452";"2597.341";"2828.378";"4643.707";"2881.903";"4409.044";"4376.368";"3170.122";"4054.965";"3027.794";"4451.329";"5054.724";"5006.302"
"7am";"1787.573";"3421.727";"4263.214";"2230.014";"2984.336";"2622.599";"1880.607";"1799.745";"3079.759";"2460.176";"2568.382";"2527.120";"1295.933";"4391.940";"1424.471";"1602.585";"1791.161";"1447.849";"2328.659";"3193.774";"2392.844";"3940.778";"2504.892";"3962.378";"3333.747";"2523.957";"3020.974";"2971.551";"3839.345";"4810.636";"4503.871"
"8am";"2365.959";"3232.321";"5182.906";"2050.818";"2323.270";"2092.047";"2108.018";"1899.263";"2789.610";"2503.762";"2302.687";"2342.530";"1348.819";"5749.409";"1308.299";"1377.868";"1392.059";"1480.339";"2607.276";"4291.836";"2260.487";"3725.322";"2259.833";"3518.605";"3140.044";"2264.735";"2423.502";"2848.006";"3188.571";"4550.813";"4276.598"
"9am";"2694.876";"3681.625";"5554.149";"2223.595";"2204.510";"1810.589";"2049.783";"1806.127";"3062.786";"2465.874";"2201.503";"2188.031";"1142.474";"5877.907";"1210.889";"1410.813";"1392.428";"1348.508";"2567.958";"5658.447";"2154.304";"3467.838";"1890.565";"3169.784";"2721.854";"1989.725";"2000.897";"2978.206";"2736.168";"4643.952";"4095.819"
"10am";"3106.548";"3714.199";"5564.724";"2037.050";"2148.292";"1806.381";"2185.762";"1796.058";"2746.117";"2268.917";"2214.666";"2337.608";"1217.369";"5457.328";"1186.439";"1421.908";"1375.268";"1243.433";"2592.823";"5886.931";"2030.456";"3865.660";"1821.020";"3085.880";"2470.791";"2177.058";"2184.433";"2788.398";"3072.128";"4362.930";"3869.837"
"11am";"2937.5066";"3609.1808";"5290.7315";"1975.3105";"2283.2381";"1690.2985";"2015.0353";"1700.9954";"2792.4276";"2266.2894";"2241.2154";"2443.3977";"1289.1151";"5362.9611";" 998.9147";"1486.1947";"1425.3885";"1499.9593";"2253.3928";"5413.9231";"2338.2209";"3760.9594";"2001.7607";"3251.8093";"2743.5936";"2064.0827";"2206.4351";"3025.2452";"3246.5081";"4464.1992";"3879.4278"
"12am";"3208.420";"3776.705";"5177.147";"2103.516";"2377.406";"1852.103";"1995.229";"1954.040";"2817.489";"2257.186";"2581.122";"2491.072";"1388.270";"4688.696";"1218.024";"1604.457";"1507.027";"1403.013";"2050.407";"5015.778";"2275.052";"3577.816";"2019.424";"3164.511";"2914.821";"2122.278";"2322.386";"3273.681";"3486.133";"4671.302";"4001.167"
"1pm";"2606.741";"3734.736";"5183.064";"2081.450";"2804.897";"1868.181";"1765.800";"1732.614";"2889.257";"2252.859";"2757.962";"2221.408";"1260.382";"5705.709";"1135.515";"1331.710";"1524.144";"1430.643";"2479.724";"4906.666";"2073.708";"3591.777";"1870.330";"3024.007";"2982.235";"2051.670";"2104.308";"3113.569";"3351.338";"4520.527";"3758.304"
"2pm";"2683.230";"3703.143";"5241.106";"2315.379";"2492.419";"1892.541";"1871.187";"1644.757";"2701.099";"2152.694";"2537.551";"2146.497";"1275.552";"5491.085";"1170.491";"1377.667";"1216.829";"1588.360";"2954.713";"5755.987";"1994.634";"3671.075";"1686.528";"2654.029";"3152.290";"2248.096";"2098.642";"3236.989";"3177.769";"4327.461";"3668.524"
