"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643"
"4am";"1547.12484";" 509.52049";" 896.85420";"1622.56655";" 901.54414";" 972.35455";"1073.20244";" 564.35475";" 497.07011";"1010.55137";" 233.37571";" 498.25287";"1005.52387";" 228.44512";" 357.16722";" 904.39601";" 735.87816";" 497.31389";" 916.38448";" 242.89771";"   0.00000";"  84.33733";"  65.00076";" 253.31728";" 227.19597";" 179.58735";"  45.45455";"  20.27578"
"5am";"1547.12484";" 509.52049";" 896.85420";"1622.56655";" 901.54414";" 972.35455";"1073.20244";" 564.35475";" 497.07011";"1010.55137";" 233.37571";" 498.25287";"1005.52387";" 228.44512";" 357.16722";" 824.36798";" 735.87816";" 497.31389";" 916.38448";" 242.89771";"   0.00000";"  84.33733";"  65.00076";" 253.31728";" 227.19597";" 179.58735";"  45.45455";"  20.27578"
"6am";"1345.76995";" 702.76352";" 823.38475";"1616.02751";" 832.61341";" 931.84963";" 948.63326";" 613.34021";" 497.07011";"1010.55137";" 233.37571";" 498.25287";"1005.52387";" 228.44512";" 357.16722";" 743.90502";" 674.09300";" 497.31389";" 916.38448";" 242.89771";"   0.00000";"  84.33733";"  29.91114";" 253.31728";" 184.64641";" 179.58735";"  45.45455";"   0.00000"
"7am";"1760.46787";"1243.61743";" 982.52476";"1504.42933";"1082.97103";"1136.25613";" 923.30933";" 508.37826";" 486.14670";"1229.98691";" 157.40801";" 930.93247";" 698.25460";"  45.71832";" 575.32973";" 536.55094";" 364.70454";"  84.31490";" 418.71273";"  57.97824";"   0.00000";"  45.22327";"   0.00000";" 301.56569";"   0.00000";"  30.10247";"   0.00000";"   0.00000"
"8am";"2497.78733";"1720.73523";"1178.36228";"1717.05324";"1843.10720";"2007.35519";"1124.01790";" 419.98694";" 621.12816";"1212.84003";" 135.10271";"1033.31331";" 508.44491";" 203.40866";" 631.39607";" 340.07850";" 489.86402";"   0.00000";" 268.27140";"  57.97824";"   0.00000";"  45.22327";"   0.00000";" 167.17378";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
"9am";"3311.61432";"2151.38792";"1432.15388";"1618.66959";"2431.21862";"1920.57378";" 975.31286";" 435.87514";" 771.19326";"1064.80445";" 100.05520";" 912.02381";" 408.15897";" 157.69034";" 616.94757";" 303.94393";" 435.09854";"   0.00000";" 268.27140";"  57.97824";"   0.00000";"  45.22327";"   0.00000";" 167.17378";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
"10am";"3329.69240";"2184.74541";"1415.17322";"1742.58544";"2795.91814";"1893.80661";"1100.03142";" 234.83660";" 632.70710";"1072.87584";" 158.96970";" 912.02381";" 296.91108";" 157.69034";" 604.58179";" 443.89116";" 435.09854";"   0.00000";" 126.39160";"  57.97824";"   0.00000";"  45.22327";"   0.00000";" 167.17378";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
"11am";"3397.64786";"2280.89206";"1136.49330";"1752.77278";"2759.67268";"2219.92919";" 980.49035";" 174.77974";" 631.90711";"1146.33977";" 225.06129";" 857.57284";" 359.65019";" 157.69034";" 425.26412";" 418.05531";" 435.09854";"   0.00000";" 126.39160";"  57.97824";"   0.00000";"  45.22327";"   0.00000";"  88.87426";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
