"hour";"001";"050";"100";"120";"140";"180";"200";"240";"260";"300";"350";"360";"400";"425";"450";"500";"560";"600";"625";"650";"700";"750";"800";"820";"840";"845"
"5pm";"12.463343";" 7.382236";" 5.585586";" 4.563492";" 5.654135";" 3.275530";" 4.843305";" 6.751246";" 5.453329";" 3.017866";" 1.641587";" 2.751196";" 3.533026";" 3.143585";" 3.051181";" 4.428145";" 1.748252";" 6.928839";" 6.190476";" 2.992958";" 3.760913";" 3.896104";" 5.196507";" 4.129264";" 2.713178";" 2.801462"
"6pm";"18.496622";" 9.028598";" 7.095344";" 5.562914";" 6.474164";" 3.454894";" 5.873165";" 7.172605";" 6.513026";" 3.597633";" 3.100775";" 4.166667";" 4.049844";" 3.227141";" 4.335260";" 5.570434";" 2.333333";"10.504202";" 6.757414";" 4.166667";" 3.989362";" 4.503464";" 6.044905";" 5.614035";" 3.503788";" 3.649635"
"7pm";"22.450805";" 8.992285";" 7.037359";" 5.270180";" 6.290672";" 3.929085";" 5.562619";" 7.139524";" 6.338028";" 3.807286";" 3.152585";" 4.406780";" 4.647676";" 2.896777";" 4.222649";" 5.911850";" 3.017241";"11.879050";" 6.916707";" 4.241436";" 4.339250";" 4.411765";" 5.956522";" 5.000000";" 3.237743";" 3.256936"
"8pm";"22.490347";" 7.872289";" 5.370617";" 4.161162";" 4.769327";" 2.763221";" 4.391026";" 5.798479";" 4.862508";" 3.131524";" 1.842752";" 2.983425";" 4.354136";" 2.390438";" 3.399433";" 4.784191";" 2.096436";"10.480349";" 5.992141";" 4.258675";" 3.710813";" 3.854626";" 3.837671";" 3.329634";" 2.750665";" 2.619048"
"9pm";"18.9427313";" 5.5100521";" 3.5103510";" 2.7981346";" 3.3291457";" 2.0065329";" 2.8286725";" 3.4629981";" 2.7974385";" 2.1004566";" 0.7142857";" 1.9565217";" 3.5911602";" 1.7147311";" 2.1395349";" 3.3350569";" 1.7418033";" 9.0707965";" 4.3759324";" 2.1308980";" 2.3690773";" 1.9334049";" 2.0470383";" 1.7993457";" 1.7721519";" 1.8626310"
"10pm";"11.9700748";" 3.1722054";" 2.6210573";" 1.9762846";" 2.1162350";" 1.4760148";" 1.7107811";" 2.0541550";" 1.2374582";" 1.2175874";" 0.4683841";" 1.1652542";" 1.2362637";" 0.8384146";" 1.6042781";" 1.4069828";" 1.1869436";" 5.0925926";" 3.3037475";" 1.1544012";" 1.2004802";" 1.6563147";" 1.2847966";" 1.1985409";" 1.4646054";" 1.5963512"
"11pm";"9.7593583";"2.3080783";"1.5459364";"1.6286645";"1.4779874";"1.0156971";"1.1597938";"1.3876041";"0.8300133";"0.7582516";"0.2275313";"0.9394572";"0.1371742";"0.7108118";"1.0526316";"0.9844560";"0.3929273";"2.5821596";"2.1823472";"0.5540166";"0.7580175";"1.2084592";"0.9068425";"0.6051437";"1.3910355";"1.1135857"
"12pm";"8.4468665";"1.8592965";"1.2831858";"1.1741683";"1.2241055";"0.6947661";"1.0597303";"1.1542013";"0.5974112";"0.5353558";"0.2267574";"0.9375000";"0.1369863";"0.4848937";"0.9657594";"0.7005708";"0.2944063";"2.3474178";"1.6129032";"0.4115226";"0.5232558";"0.7077856";"0.5378568";"0.5522088";"1.1494253";"0.8879023"
"1am";"7.2423398";"1.6327556";"1.1504425";"1.1067708";"1.0708661";"0.6950880";"0.9312781";"1.0128913";"0.5644090";"0.5122494";"0.2267574";"0.8333333";"0.1367989";"0.4472605";"0.8771930";"0.6485084";"0.2944063";"1.6509434";"1.4684288";"0.4098361";"0.4651163";"0.7070707";"0.4554865";"0.5012531";"0.9969325";"0.7777778"
"2am";"5.6818182";"1.4602216";"1.1504425";"1.1053316";"1.0715411";"0.6481481";"0.8667737";"1.0128913";"0.5306799";"0.4679144";"0.2267574";"0.8324662";"0.0000000";"0.4467610";"0.8771930";"0.5448884";"0.2941176";"1.4184397";"1.2254902";"0.4087193";"0.4651163";"0.7070707";"0.4135649";"0.4506760";"0.9984639";"0.5561735"
"3am";"5.5072464";"1.3857395";"1.1514615";"0.9765625";"0.9791535";"0.5560704";"0.8982996";"1.0124252";"0.5305040";"0.4676019";"0.2267574";"0.8298755";"0.0000000";"0.4465947";"0.8771930";"0.5447471";"0.2941176";"0.9523810";"1.1782032";"0.4087193";"0.4072135";"0.7063572";"0.3722084";"0.4500000";"0.9976976";"0.4444444"
