"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544";"24371.544"
"4am";"1969.253";"2314.268";"1399.373";"4646.084";"3238.985";"1788.780";"3688.749";"5747.786";"5624.046";"6466.324";"6604.420";"7862.749";"4249.042";"5074.327";"8532.088";"3539.074";"3293.847";"4344.080";"5365.394";"2700.776";"4537.022";"1507.262";"3205.956";"4415.100";"6274.940";"2672.942";"3021.024";"4729.667";"4409.975";"4257.414";"2605.138";"3409.696";"2881.692";"6140.091";"8122.714";"3913.522";"1832.031";"3661.286";"5233.504";"4572.820";"3802.326";"1898.891";"1503.054";" 905.331";" 626.233";"2831.180";"7610.525";"3314.437";"4518.040";"3573.966";"3951.203";"4442.413";"2798.411";"1388.305";" 884.724";" 841.027";"1257.835";"2130.972";"3385.921";"5319.938";"4309.304";"2210.381";"1673.844";" 848.505";"2507.218";" 862.351";"2125.127";"2083.608";"1221.503";"5220.888";"2519.248";"2283.259";"4110.162";"1821.650";"1221.440";"2081.214";"3993.259";"1242.742";"7460.081";"2754.918";"2334.003";"1316.876";"1073.138";"1617.691";"4215.988";"3926.936";"1635.943";"2869.845";"4490.158";"2598.065";"1198.292";"2913.776";"1717.173";" 644.669";"2080.862";"2197.243";"2403.444";"1790.407";"1423.756";"2169.573";"3255.964";" 745.572";"2530.720";"4470.437";"2993.149";"1317.829";"2747.707";"2349.405";"1333.876";"1761.638";"1582.542";"1647.245";"3891.434";"3104.918";"4335.693";"2991.790";"2886.790";"4260.255";"3279.360";"1232.392";"4810.617";" 373.854";"2854.482";"2107.840";"2709.292";"3165.400";"1781.444";"4014.184";"3110.302";"3482.995";"1796.343";"3515.411";"4593.482";"2591.355";"2218.916";"3947.755";"4594.955"
"5am";"1969.253";"2314.268";"1399.373";"4646.084";"3238.985";"1788.780";"3688.749";"5747.786";"5624.046";"6466.324";"6604.420";"7862.749";"4249.042";"5074.327";"8532.088";"3539.074";"3293.847";"4344.080";"5365.394";"2700.776";"4537.022";"1507.262";"3205.956";"4356.314";"6274.940";"2672.942";"3021.024";"4729.667";"4409.975";"4257.414";"2605.138";"3409.696";"2881.692";"6140.091";"8122.714";"3913.522";"1832.031";"3661.286";"5233.504";"4479.120";"3802.326";"1898.891";"1503.054";" 905.331";" 626.233";"2831.180";"7610.525";"3314.437";"4518.040";"3573.966";"3951.203";"4442.413";"2798.411";"1388.305";" 857.940";" 841.027";"1257.835";"2130.972";"3385.921";"5319.938";"4309.304";"2210.381";"1673.844";" 848.505";"2507.218";" 862.351";"2125.127";"2083.608";"1221.503";"5220.888";"2519.248";"2283.259";"4110.162";"1759.645";"1221.440";"2020.798";"3993.259";"1242.742";"7353.929";"2781.702";"2334.003";"1316.876";"1073.138";"1617.691";"4215.988";"3926.936";"1635.943";"2869.845";"4490.158";"2598.065";"1198.292";"2913.776";"1717.173";" 644.669";"2080.862";"2197.243";"2403.444";"1790.407";"1423.756";"2169.573";"3205.074";" 745.572";"2530.720";"4470.437";"2993.149";"1317.829";"2747.707";"2349.405";"1333.876";"1761.638";"1582.542";"1647.245";"3891.434";"3104.918";"4441.845";"2991.790";"2886.790";"4260.255";"3279.360";"1232.392";"4810.617";" 373.854";"2854.482";"2158.730";"2709.292";"3165.400";"1781.444";"4014.184";"3110.302";"3482.995";"1796.343";"3515.411";"4593.482";"2591.355";"2218.916";"3947.755";"4594.955"
"6am";"1969.253";"2270.477";"1399.373";"4646.084";"3238.985";"1832.571";"3782.449";"5747.786";"5866.820";"6466.324";"6604.420";"7619.975";"4249.042";"5074.327";"8651.080";"3448.066";"3293.847";"4344.080";"5241.034";"2598.149";"4580.682";"1507.262";"3205.956";"4356.314";"6274.940";"2672.942";"3112.032";"4729.667";"4409.975";"4257.414";"2605.138";"3409.696";"2881.692";"6140.091";"8016.893";"3913.522";"1832.031";"3661.286";"5233.504";"4479.120";"3802.326";"1898.891";"1503.054";" 955.180";" 626.233";"2831.180";"7610.525";"3426.457";"4518.040";"3454.974";"3951.203";"4442.413";"2748.562";"1356.991";" 831.156";" 841.027";"1213.142";"2028.753";"3444.480";"5319.938";"4081.735";"2132.563";"1652.499";" 879.819";"2507.218";" 862.351";"2125.127";"2083.608";"1181.856";"5220.888";"2558.895";"2283.259";"4110.162";"1759.645";"1221.440";"2020.798";"3993.259";"1242.742";"7353.929";"2781.702";"2334.003";"1279.199";"1073.138";"1617.691";"4215.988";"3839.228";"1635.943";"2869.845";"4260.968";"2598.065";"1286.000";"2913.776";"1841.533";" 644.669";"2080.862";"2197.243";"2403.444";"1790.407";"1423.756";"2231.578";"3205.074";" 709.153";"2530.720";"4506.856";"2914.394";"1317.829";"2747.707";"2196.326";"1333.876";"1761.638";"1582.542";"1647.245";"3891.434";"2950.430";"4441.845";"2991.790";"2834.059";"4260.255";"3304.952";"1206.800";"4810.617";" 373.854";"2854.482";"2158.730";"2709.292";"3165.400";"1781.444";"3674.646";"3059.027";"3419.371";"1796.343";"3515.411";"4593.482";"2591.355";"2218.916";"3811.324";"4594.955"
"7am";"1892.072";"2206.329";"1394.201";"4646.084";"3271.059";"1788.780";"3657.435";"5644.843";"5819.504";"6518.349";"6728.780";"8028.361";"4376.906";"5143.356";"8635.575";"3472.935";"3293.847";"4218.792";"5116.674";"2598.149";"4425.972";"1438.233";"3205.956";"4490.193";"6274.940";"2597.849";"2841.564";"4772.063";"4386.867";"4257.414";"2716.188";"3476.986";"2881.692";"6293.170";"7685.327";"3788.012";"1747.239";"3917.580";"5164.526";"4371.928";"3698.839";"1898.891";"1475.815";" 955.180";" 553.127";"2752.948";"6938.859";"3242.768";"4448.596";"3479.798";"4163.514";"4256.828";"2748.562";"1260.063";" 780.869";" 841.027";"1257.835";"2072.413";"3377.190";"5136.458";"4309.304";"2165.323";"1623.428";" 879.819";"2499.176";" 843.072";"2037.949";"2106.304";"1181.856";"5284.362";"2558.895";"2186.202";"4127.960";"1900.432";"1264.989";"2020.798";"3936.678";"1279.228";"6929.321";"2781.702";"2280.078";"1203.845";"1027.746";"1662.053";"3952.945";"3526.570";"1572.469";"2869.845";"4314.801";"2616.965";"1417.526";"2869.385";"2051.056";" 644.669";"2083.120";"2197.243";"2333.026";"1756.934";"1390.669";"2110.817";"3154.184";" 684.654";"2408.578";"4606.140";"2914.394";"1300.097";"2747.707";"2158.423";"1333.876";"1761.638";"1507.699";"1647.245";"4031.028";"2950.430";"4263.508";"2965.934";"2834.059";"4141.868";"3319.215";"1232.392";"4707.002";" 373.854";"2854.482";"2390.435";"2714.997";"3165.400";"1781.444";"3674.646";"2998.201";"3355.747";"1849.074";"3515.411";"4543.136";"2574.165";"2218.916";"3903.393";"4594.955"
"8am";"2309.730";"2469.850";"1878.092";"4457.031";"3999.320";"1682.027";"3328.408";"5769.841";"6121.570";"6491.996";"6922.641";"8318.793";"4039.921";"5328.266";"8620.620";"3200.596";"3002.217";"3820.004";"5194.982";"2567.709";"4803.132";"1438.233";"3205.956";"4523.984";"6233.000";"3072.825";"2923.442";"4501.029";"4233.301";"3887.952";"2798.293";"3364.338";"2744.903";"6250.745";"7521.690";"3208.896";"1747.239";"4195.189";"4523.766";"4307.697";"3191.666";"1839.805";"1394.098";" 989.482";" 589.680";"2680.976";"6972.878";"2952.433";"4317.504";"3684.438";"4515.257";"4302.547";"2600.159";"1194.449";" 677.014";" 804.907";"1214.209";"1993.781";"3551.672";"4954.266";"4104.707";"1919.631";"1517.543";" 879.819";"2813.657";" 845.722";"2037.949";"2066.626";"1336.021";"5460.519";"2466.189";"2197.384";"4065.561";"2078.056";"1264.989";"2563.715";"3692.789";"1122.487";"6561.689";"2666.029";"2064.378";"1128.491";"1114.619";"2263.018";"3617.875";"4019.814";"1390.258";"2708.207";"4528.660";"2634.078";"1198.292";"2600.234";"2059.590";" 616.071";"2088.161";"2197.243";"2193.748";"1766.635";"1460.113";"1972.422";"3035.011";" 660.155";"2375.204";"4999.171";"2612.647";"1288.333";"2861.623";"2044.507";"1457.520";"1549.814";"1616.181";"1493.814";"3933.251";"2715.397";"4610.068";"2941.749";"2781.328";"4177.217";"3399.779";"1191.120";"4959.421";" 342.005";"2749.873";"2368.346";"2556.999";"3333.022";"1742.281";"3602.209";"2872.239";"3286.350";"1968.327";"3218.886";"4759.197";"2540.328";"2062.247";"3681.201";"4475.256"
"9am";"2776.581";"2537.664";"1562.639";"4069.517";"5112.992";"1427.051";"3122.539";"6057.635";"6451.092";"6889.674";"6479.654";"8275.129";"5270.903";"4563.778";"7253.478";"3360.214";"2408.407";"3830.769";"5080.976";"2292.181";"4013.447";"1445.281";"3109.893";"4536.934";"6339.061";"3571.219";"2641.070";"3575.397";"4175.973";"3473.457";"2705.848";"2860.406";"2658.651";"6139.022";"7433.530";"2955.271";"1476.850";"5233.424";"4999.200";"4774.428";"3711.513";"1948.328";"1203.425";"1030.593";" 497.162";"3064.867";"6493.939";"2803.305";"4157.656";"3654.585";"5928.149";"4181.117";"2492.507";"1117.106";" 695.050";" 632.493";"1098.788";"1881.470";"3114.614";"4066.020";"4496.016";"1996.216";"1382.587";" 879.819";"2683.480";" 845.517";"2223.154";"2077.349";"1197.104";"5834.203";"2212.413";"2068.653";"5009.084";"1749.050";"1174.226";"2674.270";"3535.923";" 854.016";"6536.841";"2790.172";"1956.528";"1065.604";"1057.189";"2927.343";"3995.469";"3796.551";"1602.551";"2527.578";"4200.766";"2746.540";"1192.966";"2602.295";"2601.498";" 568.003";"1787.849";"2162.290";"2089.485";"1599.270";"1349.394";"1826.027";"2975.151";" 635.656";"2587.111";"5278.337";"2516.071";"1299.857";"2832.810";"2184.602";"1585.970";"1635.470";"1480.809";"1330.489";"3871.233";"2969.871";"4519.636";"2788.529";"2592.827";"3932.327";"3637.326";"1172.514";"4477.799";" 260.977";"2476.112";"3028.946";"2481.500";"3335.881";"1727.741";"3508.691";"2820.964";"3193.172";"1844.440";"3283.177";"4837.209";"2644.971";"1996.475";"3407.085";"4180.883"
"10am";"3472.407";"2499.431";"1596.515";"4123.995";"6344.818";"1748.208";"3643.673";"6721.728";"6373.595";"7057.054";"5807.248";"8247.088";"3877.343";"5463.102";"6982.122";"3615.123";"2162.773";"4453.202";"4414.618";"2279.919";"4053.075";"1258.782";"2609.886";"5537.285";"6335.012";"3468.486";"2381.162";"3975.254";"5106.996";"3158.418";"2554.885";"3279.515";"2528.462";"5720.367";"7642.674";"2969.774";"1277.973";"4297.573";"4763.027";"4830.449";"3141.968";"1819.767";" 979.767";" 894.001";" 469.090";"2527.483";"6305.247";"2915.325";"3922.925";"3683.486";"5890.374";"4046.553";"2396.522";"1166.504";" 703.719";" 442.280";" 934.737";"3210.221";"3056.055";"3911.313";"4434.905";"1848.394";"1720.104";" 815.832";"2554.365";" 826.238";"2272.655";"1847.015";"1420.699";"5544.802";"2292.407";"1932.796";"5240.968";"1307.265";"1170.224";"2402.962";"3726.163";" 892.369";"5443.779";"2765.673";"1902.603";"1181.262";" 958.360";"4165.585";"4603.683";"4417.167";"1367.019";"2475.832";"3165.258";"2679.608";"1266.283";"2352.736";"2965.112";" 533.556";"1853.451";"2055.110";"1909.201";"1426.004";"1151.258";"1939.265";"2839.874";" 611.157";"2472.781";"4986.388";"2493.053";"1220.814";"3017.150";"2296.759";"1431.528";"1707.434";"1583.886";"1356.573";"4081.071";"2943.677";"4774.947";"2418.336";"2668.546";"3937.844";"3794.348";"1241.269";"4335.669";" 300.682";"2945.467";"2828.762";"1967.516";"3259.530";"1796.066";"3498.381";"2830.515";"3007.439";"1938.057";"3013.548";"4934.362";"2724.968";"1839.806";"3540.553";"4188.183"
"11am";"3447.081";"2327.080";"1705.112";"4276.028";"5957.556";"1755.772";"3729.757";"6830.748";"6626.558";"6817.656";"6451.248";"8546.632";"3371.865";"5157.694";"8558.192";"3030.563";"2825.592";"3888.680";"4955.445";"2293.404";"3997.572";"1311.152";"2786.159";"4153.384";"5547.198";"2955.291";"2924.093";"4192.158";"4233.693";"3085.266";"2167.900";"3365.742";"2880.822";"5613.538";"7788.631";"2895.276";" 973.179";"4981.397";"4564.440";"4489.028";"3428.963";"1834.096";"1061.484";" 964.391";" 314.397";"2533.743";"6965.161";"2924.253";"4270.119";"3373.491";"4392.101";"4055.165";"2098.001";"1127.746";" 730.503";" 593.736";"1043.230";"3587.861";"3088.242";"4385.417";"4436.368";"1920.291";"1744.810";" 829.614";"2875.321";" 892.321";"2135.463";"1821.063";"1487.420";"5471.416";"2315.517";"2043.520";"4464.840";"1793.882";"1250.171";"2328.077";"3339.393";"1124.118";"5474.418";"2527.895";"1956.528";"1019.529";"1098.311";"3215.409";"3957.778";"4012.019";"1570.934";"2477.173";"3621.299";"2837.669";"1390.757";"2637.360";"2970.882";" 523.592";"1616.020";"2104.665";"2051.182";"1551.533";"1387.202";"1982.271";"3136.791";" 611.157";"2596.102";"4571.893";"2731.592";"1120.502";"3082.669";"2082.410";"1402.956";"1734.392";"1580.655";"1591.809";"3966.145";"2794.062";"5111.798";"2574.416";"2675.866";"3763.398";"3398.439";"1298.203";"4936.036";" 326.123";"3168.577";"2240.831";"2338.404";"3232.032";"1697.436";"3231.280";"3005.502";"3262.404";"1944.812";"3077.839";"4384.903";"2913.798";"2063.314";"3532.609";"4375.749"
