"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193"
"max";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391"
"4am";"3926.525";"1189.675";"2841.622";"4207.159";"2057.415";"5626.731";"2498.875";"6409.125";"2485.596";"3447.693";"4231.218";"2731.071";"3670.876";"2998.801";"3518.058";"3784.937";"1994.395";"3687.267";"3034.297"
"5am";"4001.251";"1189.675";"2659.073";"4207.159";"2057.415";"5918.042";"2498.875";"6366.187";"2485.596";"3447.693";"4231.218";"2674.169";"3676.467";"2980.053";"3518.058";"3837.047";"1938.864";"3623.691";"3006.639"
"6am";"4078.296";"1162.350";"2659.073";"4193.409";"2095.342";"5644.753";"2505.653";"6362.742";"2509.122";"3396.224";"4231.218";"2583.065";"3380.584";"3501.938";"3443.251";"3748.652";"1857.617";"3584.410";"2962.930"
"7am";"4509.476";"1223.087";"2607.777";"4083.289";"2101.425";"7739.396";"2743.119";"5933.559";"2499.664";"3118.398";"3989.203";"2158.634";"2872.140";"3329.623";"3032.499";"3120.691";"1334.739";"2886.353";"2554.090"
"8am";" 5253.503";" 1130.840";" 2504.282";" 3658.357";" 2140.338";"10389.703";" 2936.118";" 5091.456";" 2385.320";" 2872.382";" 3919.867";" 1599.160";" 2665.044";" 3229.872";" 2116.368";" 2672.444";" 1022.751";" 2111.689";" 3073.330"
"9am";" 5247.901";" 1313.869";" 2646.877";" 3948.404";" 1976.071";"11265.190";" 2804.479";" 5164.873";" 2106.527";" 2915.252";" 3833.148";" 1488.468";" 2332.438";" 2980.618";" 2026.883";" 3212.588";"  820.771";" 1888.243";" 3157.730"
"10am";" 5188.184";" 1064.069";" 2594.082";" 3831.431";" 1994.799";"11369.391";" 2625.998";" 5031.282";" 2012.883";" 3182.549";" 3537.474";" 1770.538";" 2490.750";" 2923.646";" 2025.274";" 3502.191";"  702.193";" 1923.164";" 3255.380"
"11am";" 5326.654";"  993.735";" 2643.095";" 3680.191";" 2138.462";"10476.721";" 2526.189";" 5238.395";" 1983.356";" 3638.695";" 3511.115";" 1784.842";" 2422.924";" 3342.438";" 1978.046";" 2951.532";"  851.431";" 2160.712";" 3436.327"
"12am";"5194.480";"1249.263";"2875.153";"3833.666";"2133.133";"9076.875";"2802.093";"5339.544";"2043.600";"3258.165";"3518.260";"1818.408";"2750.453";"3292.357";"2114.650";"2890.735";"1114.387";"2340.209";"3079.675"
"1pm";" 4899.528";" 1154.374";" 2900.994";" 3323.095";" 2238.644";"10108.720";" 2845.035";" 4967.945";" 2091.384";" 3306.738";" 3310.397";" 1813.121";" 2240.430";" 3447.867";" 2032.937";" 2947.830";" 1002.054";" 2276.284";" 3511.868"
"2pm";" 4931.829";" 1179.836";" 2564.664";" 2893.991";" 2028.214";"10627.854";" 2617.256";" 4949.951";" 1844.883";" 3172.520";" 3162.532";" 1811.049";" 2309.109";" 3074.297";" 2308.001";" 3617.828";"  941.087";" 2219.910";" 3697.205"
"3pm";" 4746.724";" 1114.851";" 2741.234";" 3476.772";" 2106.444";"11214.880";" 2532.378";" 4651.802";" 1864.736";" 2866.247";" 3242.928";" 1898.372";" 2603.917";" 2269.458";" 2020.686";" 3828.464";"  967.530";" 1869.924";" 3525.839"
"4pm";"4753.780";"1157.880";"2507.197";"3945.628";"2039.773";"9203.830";"2546.857";"5348.793";"1913.149";"3021.272";"3292.453";"1835.195";"3261.478";"2211.151";"2039.406";"4104.554";"1062.967";"1856.850";"3386.586"
"5pm";"3676.954";"1199.182";"2528.249";"4078.112";"2018.459";"7337.609";"2584.081";"5469.301";"2183.347";"3153.460";"3585.715";"2393.290";"3651.128";"2381.036";"2591.855";"4546.873";"1400.727";"2712.133";"3623.447"
"6pm";"3451.609";"1308.996";"2802.553";"4964.581";"2003.551";"5489.119";"2359.090";"5808.361";"2237.265";"3237.251";"3454.425";"3083.394";"3447.272";"2965.067";"3057.313";"4221.949";"1774.253";"3346.554";"3527.706"
"7pm";"3611.583";"1401.219";"2692.255";"4735.954";"2306.704";"5383.601";"2369.540";"6406.519";"2354.603";"3405.268";"3526.862";"2560.286";"3613.299";"3160.191";"3468.733";"3925.772";"1827.617";"3397.643";"3213.615"
"8pm";"3341.796";"1350.164";"2631.884";"4008.369";"2085.384";"7207.987";"2357.550";"5837.274";"2357.163";"3677.704";"3899.223";"2955.173";"3600.897";"2909.901";"3781.091";"3924.403";"1951.495";"3396.159";"3028.226"
"9pm";"3620.689";"1244.205";"2594.744";"4069.736";"2184.326";"6219.411";"2334.210";"6106.921";"2419.745";"3704.161";"4032.735";"2606.797";"3581.257";"3047.109";"3584.473";"3984.720";"1996.636";"3419.138";"3594.551"
"10pm";"3677.769";"1237.880";"2593.157";"4393.149";"2221.692";"6144.775";"2494.668";"6177.519";"2484.183";"3683.833";"4049.391";"2763.201";"3559.036";"2989.344";"3656.843";"3911.786";"2034.768";"3512.142";"3018.815"
"11pm";"3899.631";"1251.549";"2817.999";"4429.621";"2122.936";"5541.026";"2577.490";"6501.159";"2518.652";"3402.408";"4124.250";"2836.676";"3587.766";"2989.344";"3540.529";"3947.879";"2074.498";"3593.864";"2975.642"
"12pm";"3942.827";"1251.549";"2888.641";"4286.136";"2143.515";"5373.014";"2595.374";"6672.246";"2518.652";"3386.622";"4124.250";"2836.676";"3759.552";"2989.344";"3540.529";"3947.879";"2094.292";"3640.719";"2975.642"
"1am";"3942.827";"1251.549";"2888.641";"4286.136";"2143.515";"5373.014";"2595.374";"6672.246";"2518.652";"3386.622";"4124.250";"2836.676";"3759.552";"2989.344";"3612.899";"3947.879";"2094.292";"3640.719";"2975.642"
"2am";"3942.827";"1251.549";"2865.468";"4286.136";"2143.515";"5409.434";"2595.374";"6672.246";"2482.232";"3409.795";"4163.001";"2836.676";"3759.552";"2950.593";"3612.899";"3947.879";"2094.292";"3640.719";"2975.642"
"3am";"3942.827";"1251.549";"2865.468";"4286.136";"2143.515";"5409.434";"2595.374";"6672.246";"2482.232";"3409.795";"4163.001";"2836.676";"3759.552";"2950.593";"3612.899";"3947.879";"2094.292";"3640.719";"2975.642"
