"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554"
"4am";"2017.782";"1314.690";"4501.441";"1514.239";"1212.341";"3132.670";"2520.283";"2823.276";"2855.265";"1698.654";"1419.868";"2815.711";"2413.529";"1772.573";"1375.821"
"5am";"2050.859";"1314.690";"4469.469";"1563.549";"1204.424";"3258.984";"2272.785";"2843.791";"2786.970";"1612.551";"1396.942";"2781.002";"2544.850";"1772.573";"1360.024"
"6am";"2034.661";"1350.482";"4459.571";"1580.951";"1182.676";"3120.644";"2184.697";"2848.617";"2574.396";"1594.567";"1377.440";"2540.475";"2573.467";"1673.512";"1360.024"
"7am";"2630.177";"1757.636";"4624.544";"1546.399";" 915.026";"2969.279";"2132.525";"2790.802";"1854.034";"1230.120";"1198.747";"1876.966";"2082.605";"1281.587";"1058.114"
"8am";"3256.695";"2869.023";"5246.383";"1141.970";"1097.706";"1962.138";"1679.391";"2714.860";"1249.083";" 808.979";"1397.661";"1506.294";"1725.712";"1049.782";" 645.557"
"9am";"3511.160";"2653.591";"5298.554";"1423.421";"1066.883";"1850.525";"1463.363";"2821.886";"1125.226";" 727.392";"1336.217";"1601.507";"1575.951";"1010.471";" 634.838"
"10am";"3511.305";"2551.356";"5281.786";"1456.722";"1059.562";"1957.006";"1597.492";"2953.441";"1062.847";" 709.090";"1228.813";"1470.783";"1475.404";"1082.080";" 601.157"
"11am";"3658.679";"2160.031";"4759.148";"1531.654";"1018.705";"2187.973";"1444.181";"2712.720";"1261.622";" 812.845";"1276.649";"1673.747";"1549.878";"1116.364";" 587.407"
"12am";"3095.537";"1451.359";"4250.391";"1715.659";" 931.469";"2366.459";"1600.679";"3067.095";"1625.153";"1074.922";"1107.236";"1956.626";"1855.973";"1376.788";" 861.145"
"1pm";"3576.011";"2375.729";"4875.703";"1477.830";" 802.130";"1941.400";"1584.574";"2671.341";"1426.385";" 929.799";"1228.943";"1466.080";"1463.521";"1191.820";" 729.420"
"2pm";"3624.946";"2679.329";"4975.276";"1165.164";" 806.743";"1834.226";"1682.453";"2547.323";"1443.819";" 812.658";"1163.896";"1703.862";"1366.939";"1263.749";" 706.076"
"3pm";"3548.580";"2748.681";"4643.536";"1230.464";" 744.062";"1859.703";"1799.173";"2350.474";"1321.621";" 813.962";"1131.996";"1745.326";"1464.602";"1302.959";" 775.187"
"4pm";"3216.486";"2835.663";"4703.783";"1045.622";" 848.595";"1822.345";"1519.430";"2467.829";"1388.008";"1011.893";"1294.985";"1885.284";"1494.331";"1500.522";" 749.788"
"5pm";"3039.759";"1994.104";"4650.672";"1423.796";" 933.331";"2009.300";"1882.202";"2644.004";"1582.867";"1288.152";"1327.562";"2483.695";"1700.008";"1625.069";" 929.884"
"6pm";"2519.773";"1620.582";"4447.099";"2086.280";" 883.275";"3148.841";"1744.837";"2819.646";"2340.762";"1409.082";"1186.323";"2378.416";"1952.140";"1858.065";"1072.130"
"7pm";"2465.903";"1615.819";"4373.728";"1421.872";"1048.940";"3466.783";"2138.485";"2801.278";"2512.158";"1624.353";"1290.273";"2433.866";"2255.301";"1757.368";"1252.068"
"8pm";"2284.879";"1585.243";"4636.613";"1408.400";"1096.465";"3194.029";"2156.714";"2786.254";"2555.205";"1652.778";"1203.399";"2745.775";"2334.671";"1849.993";"1275.782"
"9pm";"2260.457";"1634.698";"4459.232";"1444.877";"1120.604";"3336.488";"2005.828";"2614.222";"2694.011";"1654.563";"1245.029";"2837.253";"2401.247";"1858.188";"1269.866"
"10pm";"2197.868";"1601.733";"4442.531";"1451.601";"1197.154";"3198.978";"2139.746";"2651.384";"2735.507";"1721.756";"1296.447";"2815.116";"2397.086";"1823.889";"1336.834"
"11pm";"2088.713";"1444.434";"4497.065";"1478.607";"1236.516";"3181.133";"2306.165";"2810.004";"2760.667";"1762.041";"1324.013";"2887.445";"2370.140";"1787.720";"1388.291"
"12pm";"2019.695";"1444.434";"4441.481";"1508.147";"1236.516";"3195.650";"2320.087";"2836.048";"2868.483";"1762.041";"1349.925";"2887.445";"2413.529";"1787.720";"1402.338"
"1am";"2019.695";"1293.548";"4416.909";"1530.529";"1236.516";"3220.222";"2470.973";"2836.048";"2895.474";"1762.041";"1349.925";"2887.445";"2413.529";"1794.290";"1402.338"
"2am";"2034.616";"1293.548";"4416.909";"1530.529";"1236.516";"3220.222";"2484.994";"2836.048";"2895.474";"1762.041";"1349.925";"2887.445";"2413.529";"1794.290";"1402.338"
"3am";"2034.616";"1293.548";"4416.909";"1530.529";"1236.516";"3220.222";"2484.994";"2783.499";"2895.474";"1762.041";"1349.925";"2887.445";"2413.529";"1794.290";"1402.338"
