"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.447359540270759,0.20365318360329,0.425523962352216,0.336199804693533,0.215070290986514
"5am",0.407789715827241,0.187508484057469,0.411862921227562,0.315569595809878,0.234960211191156
"6am",0.221031316328418,0.141685513314956,0.355352631240785,0.220843258804908,0.328993420093901
"7am",0.100965340053371,0.0813861216640058,0.202430488196636,0.211751669255987,0.421271219985556
"8am",0.107541636841974,0.108500427965297,0.134069981161123,0.247898373085463,0.389705101744364
"9am",0.104313816824652,0.100716450109407,0.112993472236335,0.249406751011257,0.367498162341111
"10am",0.104183728099994,0.0964288220649807,0.141041593850099,0.251383692396789,0.351400493398816
"11am",0.111463495988012,0.10570537999869,0.112468861056442,0.253347746366902,0.362007303140509
"12am",0.114177143868908,0.0985603273600098,0.0873848748729428,0.2475160250545,0.355457301282502
"1pm",0.115608900824223,0.0964364596058115,0.0988336445689779,0.265841113737733,0.387836150280175
"2pm",0.115122520015395,0.0974435598597162,0.0916815867500542,0.282236929687957,0.377091021193073
"3pm",0.130623947467514,0.0927230525185252,0.102418246442865,0.259705398169828,0.39634902030344
"4pm",0.193469946820578,0.116461866310471,0.2355231838549,0.202604705386301,0.364037949288884
"5pm",0.356700837845693,0.137558107413378,0.371097425565261,0.237232698858055,0.239695227809254
"6pm",0.399937418001383,0.151670775028618,0.37852327313829,0.273256858576957,0.209943084815401
"7pm",0.407704279651916,0.15007241731744,0.357279446293456,0.280626922585769,0.210826020402331
"8pm",0.439115753534662,0.153328169967696,0.38500791283456,0.297473209688901,0.198451521916767
"9pm",0.444207104248546,0.188801922333906,0.392252090656532,0.310710695596353,0.17982505946415
"10pm",0.458580302837726,0.212409217040927,0.397300699438488,0.332244043486701,0.18508779825698
"11pm",0.458520576834001,0.218431364784616,0.399923472035897,0.332115723232791,0.181520796829882
"12pm",0.457611148648869,0.227537390520999,0.404544512950852,0.332389284445532,0.183652541064573
"1am",0.456937615114622,0.227481863285418,0.404926346428162,0.333449931262228,0.183784066134941
"2am",0.457494346613254,0.224949559548822,0.407540322318663,0.336181404047649,0.182176053837058
"3am",0.457194475735297,0.226305740165025,0.411467453770492,0.336909764910917,0.181888252645128
