"hour","mode1","mode2","mode3"
"4am",0.601735574997942,0.70358265712062,0.698593896924789
"5am",0.596290205590911,0.706843389915872,0.705139455069182
"6am",0.585738737526936,0.712138596564935,0.721725478933208
"7am",0.513486208652459,0.670333109905858,0.693914346432182
"8am",0.521735583229146,0.630863628696595,0.631743374469303
"9am",0.502900888105167,0.609786727854154,0.586740144189786
"10am",0.490270156576671,0.593625107740308,0.562859221754839
"11am",0.485311279125168,0.595494558309475,0.560112551938727
"12am",0.496621057221862,0.607256518480064,0.577511675413504
"1pm",0.509462955803652,0.60642328006054,0.557073066819241
"2pm",0.515699261624536,0.622075536233436,0.600568656655884
"3pm",0.506690902556133,0.64397341418636,0.654792759972628
"4pm",0.493231548992747,0.684805453667264,0.726282869661183
"5pm",0.548934710244342,0.711525226756772,0.745814906877247
"6pm",0.568249256795097,0.713174039209861,0.73784343922508
"7pm",0.579286500194361,0.717547098098807,0.73811281281807
"8pm",0.585515799390256,0.722404282332105,0.742970754330777
"9pm",0.594325793100711,0.722442197886083,0.734182177328703
"10pm",0.610042822847992,0.720288499590422,0.72527027734184
"11pm",0.613139295001948,0.716652119821391,0.716635293691392
"12pm",0.615487881160006,0.715809049737452,0.715395974494242
"1am",0.612093611815008,0.714791665402163,0.715965219357899
"2am",0.613712352228046,0.714746603166402,0.714621177492369
"3am",0.613128238973457,0.714103359898735,0.713061893734488
