"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009";"77.72009"
"max";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251";"6386.94251"
"4am";"1483.8925";" 986.7085";" 793.1684";" 944.8955";"1190.4027";"1263.8415";" 438.1819";"1202.9017";"1302.2537";" 789.1463";" 629.2633";"1534.9709";"1090.6422";" 744.0483";" 882.2843";" 562.7504";"1290.2185";" 961.7520";" 593.6123";" 932.5531";"1416.3053";" 433.8298";" 511.4141";"1215.6810";" 917.1435";"1065.4591";" 414.1182";" 739.0538";" 901.0861";" 754.4724";"1720.1261";" 835.6755";"1522.1077";" 727.3168";" 628.0822";"1180.8532";"1306.0555";" 647.4260";"1127.1350";"1391.2883";" 744.8829"
"5am";"1483.8925";"1040.8330";" 772.2801";" 781.6355";"1248.0131";"1263.8415";" 438.1819";"1079.9592";"1472.3044";" 789.1463";" 581.7041";"1600.2267";"1166.9785";" 633.6024";" 882.2843";" 515.8588";"1322.0103";"1326.9887";" 593.6123";" 840.1307";"1455.3504";" 433.8298";" 458.5223";"1161.2997";" 839.1572";" 942.3811";" 414.1182";" 739.0538";" 866.1758";" 730.1193";"1755.1451";" 913.6618";"1522.1077";" 727.3168";" 589.1007";"1127.3685";"1306.0555";" 647.4260";"1078.1069";"1312.1463";" 671.1610"
"6am";"1361.5581";" 929.9452";" 713.5440";" 757.3428";"1321.2169";"1218.8229";" 408.8261";" 962.7987";"1422.2511";" 658.5259";" 585.6395";"1601.1126";"1130.0697";" 527.6925";" 808.6667";" 515.8588";"1322.0103";"1434.3857";" 593.6123";" 747.7084";"1455.3504";" 398.7932";" 562.4675";"1115.7989";" 805.0184";" 910.5693";" 360.7010";" 795.7783";" 694.6626";" 703.3130";"1665.6427";" 947.4799";"1473.7372";" 727.3168";" 675.5488";" 966.9143";"1339.2363";" 647.4260";"1021.1487";"1168.9907";" 615.3141"
"7am";"1440.4847";"1006.1555";" 576.0965";" 486.0607";"1468.4460";"1060.2097";" 474.8319";" 837.5578";"1463.3188";" 691.3434";" 543.8509";"1532.0166";"1235.7760";" 397.0902";" 901.2861";" 406.7674";"1115.8252";"1460.9430";" 437.9766";" 552.9605";"1628.0730";" 387.6748";" 531.1554";" 800.2875";" 500.0713";" 696.1885";" 245.0210";" 722.4389";" 672.1495";" 488.0627";"1856.8834";" 854.4666";"1178.1406";" 512.6984";" 752.8505";" 995.8263";"1129.0891";" 765.0316";" 837.7975";"1100.9793";" 524.2279"
"8am";"1519.0837";"1199.6828";" 661.7514";" 523.5349";"1502.0344";" 975.7575";" 615.0891";" 858.0269";"1222.9408";" 695.6271";" 886.7975";"1284.2336";"1525.2439";" 529.7706";" 778.8861";" 312.9841";"1263.9462";"1233.2897";" 305.5176";" 275.5606";"1577.4365";" 300.4635";" 723.4976";" 729.4515";" 375.2643";" 713.0600";" 172.7340";" 589.9067";" 735.0724";" 436.9033";"1814.7457";" 823.9411";" 837.7372";" 493.4357";" 735.1685";" 969.9597";"1189.9317";" 712.4472";" 814.7168";"1083.8892";" 412.3838"
"9am";"1936.8383";"1226.0149";" 661.7514";" 472.4789";"1411.3614";" 982.2251";" 469.8779";" 858.0269";"1078.2860";" 787.8913";" 852.7736";"1284.2336";"1694.5631";" 436.7659";" 670.7086";" 359.8758";"1197.8634";"1106.1811";" 305.5176";" 317.9540";"1601.2818";" 295.3292";" 723.4976";" 729.4515";" 419.3452";" 701.3987";" 142.2872";" 504.6387";" 678.5815";" 436.9033";"1952.4351";" 810.0686";" 608.5633";" 414.0113";" 580.9797";" 933.5960";"1279.7801";" 712.4472";" 871.4412";"1083.8892";" 510.9386"
"10am";"1853.6782";"1297.2311";" 700.6982";" 409.7524";"1306.8765";" 826.0151";" 618.4437";" 830.2978";"1141.0125";" 662.9856";" 887.1250";"1284.2336";"1855.3756";" 460.7785";" 754.5277";" 312.9841";"1176.5121";"1106.1811";" 392.4867";" 317.9540";"1597.2612";" 265.6909";" 723.4976";" 683.2139";" 419.3452";" 737.0482";" 142.2872";" 456.6164";" 707.2891";" 436.9033";"1864.8258";" 730.5429";" 650.5808";" 414.0113";" 591.2933";" 893.4959";"1085.4872";" 839.3238";" 784.6003";"1036.9976";" 559.0345"
"11am";"1851.5819";"1336.3340";" 774.1183";" 409.7524";"1427.9679";" 790.1249";" 440.4306";" 884.4223";"1011.8450";" 723.3622";" 887.3840";"1274.2062";"1799.5078";" 460.7785";" 672.4375";" 475.4375";"1263.9462";"1192.6360";" 392.4867";" 317.9540";"1470.7106";" 355.8974";" 703.8867";" 774.9523";" 419.3452";" 705.2365";" 123.4174";" 436.0106";" 636.3213";" 502.1097";"1974.8383";" 671.3963";" 830.3288";" 395.0272";" 611.4584";" 987.0808";"1114.2141";" 703.0787";" 679.2338";" 938.6774";" 459.7451"
