"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787";"62.141471856787"
"4am";" 8.116940";" 3.019317";" 9.425027";"10.584424";"16.308765";"14.826002";"12.562168";"12.394292";" 6.818246";"12.466373";" 7.915562";"16.004981";"10.308579";"14.945831";"10.359901";"10.183629";" 6.420030";"11.044009";" 8.225136";" 7.870734";"13.204931";"15.586557";"11.132115";"10.812922";"12.147904";"14.197599";" 9.664886";"11.471716";" 4.963024";"12.377314";" 9.905163";"10.078188";"10.185532";" 6.392534";" 7.460809";"15.704034";"13.106005";" 6.592845";" 4.846655";"12.377943";" 6.047068"
"5am";" 8.055734";" 3.006691";" 9.390021";"11.103866";"16.564246";"14.907180";"12.999933";"12.933121";" 6.537642";"12.741227";" 7.862513";"15.220929";"10.051687";"15.336257";"10.575077";"10.346001";" 6.321042";" 9.939347";" 8.388046";" 8.018695";"13.268873";"15.578528";"11.720134";"11.131891";"12.664694";"14.545213";" 9.958258";"11.986255";" 4.745677";"13.022259";" 9.720178";" 9.990380";"10.344263";" 6.490339";" 8.125148";"15.765105";"13.118627";" 6.909368";" 4.950397";"12.855927";" 6.146373"
"6am";" 8.231737";" 2.550602";" 9.467736";"10.330830";"16.826012";"16.075648";"13.425340";"12.853359";" 6.685375";"13.179135";" 8.153720";"16.283551";"10.325152";"16.130436";"10.254447";"10.696403";" 6.702418";"10.028308";" 8.269471";" 8.216240";"13.887069";"16.484292";"11.532630";"12.190077";"13.674522";"15.383649";"11.355644";"12.867157";" 4.990301";"12.871213";"10.034555";"10.179183";"10.554187";" 7.053226";" 8.262801";"17.002010";"13.247755";" 7.350501";" 5.224323";"13.622085";" 6.589927"
"7am";" 7.593365";" 1.612383";"11.957969";" 8.664765";"15.948436";"16.766694";"13.273221";"15.954959";" 7.715694";"12.690034";" 7.591815";"16.516831";"10.961196";"17.827841";"11.048146";"12.094805";" 7.602610";"11.061913";"11.343753";" 7.206186";"13.160461";"19.202215";"11.533072";"13.166673";"16.591248";"17.955664";"13.647013";"16.401730";" 5.212357";"14.636818";" 9.855258";"10.772433";"11.604830";" 8.893134";"10.715962";"17.461444";"12.809063";" 7.322018";" 4.729755";"14.313140";" 7.798828"
"8am";" 6.901709";" 1.899783";"13.013031";"10.056461";"13.592569";"15.733605";"13.609718";"16.367371";" 7.675402";"10.943758";" 9.412576";"18.832754";" 7.914116";"18.913428";"13.400383";"13.044568";" 6.926532";"11.438193";"13.667003";"10.572458";"12.374915";"20.083915";"10.679130";"15.772043";"15.519448";"19.815096";"15.415617";"15.714948";" 4.353726";"15.243915";" 8.414897";"10.610278";"14.152347";"10.347292";"10.677389";"17.852562";"11.035312";" 7.592517";" 4.885706";"14.435854";" 8.907761"
"9am";" 8.668470";" 2.249180";"12.682049";" 7.034192";"13.593963";"18.274774";"13.842365";"16.570454";" 8.133798";"11.989334";"10.230179";"18.156913";" 8.563183";"18.913022";"11.166414";"12.362211";" 6.231682";"11.220896";"13.539213";"10.362726";"11.887149";"19.351689";"10.456612";"14.227785";"16.827274";"17.982618";"14.571052";"16.199732";" 6.111307";"16.322737";" 8.259260";" 9.795481";"13.237330";"10.509857";" 9.315575";"14.621617";"12.494509";" 8.075055";" 4.806358";"14.436656";" 9.379032"
"10am";" 6.617765";" 5.177334";"11.540715";" 9.708304";"13.592025";"15.887485";"15.355059";"15.483744";" 8.861440";"10.718085";" 9.094587";"15.742742";" 9.024234";"21.497826";"10.738877";"14.376302";" 4.618366";"10.330324";"13.691384";" 9.025978";"10.946765";"18.822474";"12.282324";"14.676162";"16.783895";"20.628377";"14.716120";"16.984367";" 6.144647";"14.840795";" 9.232587";" 9.638638";"13.693777";" 9.873543";" 8.079767";"10.619879";"12.634375";" 7.707424";" 5.771124";"15.285012";"10.172840"
"11am";" 6.192974";" 3.504173";"12.910773";" 9.346037";"14.886290";"13.535785";"16.657175";"15.326635";" 8.604299";"10.727953";" 8.208762";"16.973064";" 9.854455";"19.962374";"13.501321";"13.422776";" 4.325931";"10.826660";"14.021782";" 9.631297";"11.461926";"21.770760";"15.167318";"13.723565";"16.350701";"20.617671";"13.897584";"16.921906";" 6.036098";"11.159627";" 8.916788";"10.277946";"14.361827";" 9.593581";" 9.481798";"14.998857";"11.622651";" 8.800604";" 6.007070";"14.550610";" 8.942598"
"12am";" 6.835672";" 3.093672";"12.848217";" 8.979755";"12.383247";"17.073615";"15.209668";"14.361257";" 8.690877";"12.225732";" 7.975887";"15.843511";"10.755553";"18.362706";"12.042478";"12.944940";" 3.993895";"12.291320";"12.993296";" 9.410226";"12.706022";"22.961860";" 9.239052";"13.961704";"16.108511";"19.271516";"14.720664";"15.336855";" 5.808699";"14.319321";" 8.873493";" 9.079202";"13.466674";" 9.172369";" 9.952988";"12.297938";"13.069476";" 8.401485";" 4.952981";"13.326787";" 9.579902"
"1pm";" 7.180949";" 3.253205";"13.987543";" 9.418915";"14.298472";"15.679163";"21.299475";"14.141672";" 7.490918";"12.024459";" 7.217900";"14.169277";"11.515527";"15.817275";"13.328949";"12.296740";" 4.242198";"10.436631";"13.845089";" 9.920932";"12.929887";"24.220180";" 9.169547";"12.823844";"15.425983";"18.183063";"15.610986";"16.136956";" 5.647974";"13.378217";" 8.607367";" 8.435414";"11.970091";"10.463074";"10.049239";"14.671056";"13.246666";" 9.192228";" 3.774348";"14.007799";"10.049976"
"2pm";"10.348970";" 4.686506";"10.869669";" 9.988278";"11.007662";"17.787299";"14.049765";"13.855190";" 8.431088";"11.646640";" 7.461838";"13.989575";"11.226571";"15.756651";"17.293539";"10.967375";" 5.845733";" 8.715102";"16.955746";" 5.597608";"13.140564";"15.954963";" 9.728210";"14.016809";"16.058203";"17.034269";"16.382726";"13.710521";" 5.802937";"10.569313";" 8.775887";" 9.403007";"11.784487";"11.250319";" 8.372393";"15.126626";"13.422651";" 8.370041";" 2.650169";"14.975091";"11.420990"
"3pm";" 7.096957";" 6.021808";"10.325470";"11.326500";"12.446799";"16.508605";"13.092515";"15.676292";" 7.732385";"13.329398";"10.276621";"12.246414";"10.345876";"16.391998";"16.124786";" 9.884869";" 6.437377";"11.495972";"16.420259";" 9.812711";"12.449986";"18.192102";"10.459969";"14.980813";"16.079079";"16.769604";"14.352004";"13.362343";" 5.921106";"16.235853";" 9.546352";" 8.983818";"14.685906";"10.108823";" 9.108925";"14.937946";"14.663073";" 7.258405";" 3.134474";"13.036044";" 8.101243"
