"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077";"93.581354663077"
"4am";" 0.0000000";" 0.8811034";" 4.4787671";" 0.5864473";" 5.8392284";" 2.7876309";" 1.0712805";" 2.6007997";" 0.0000000";" 4.5099707";"10.8526790";" 6.0859948";" 2.9487361";"11.0025475";" 1.8212864";" 4.2384708";" 2.0748270";" 4.3016973";" 0.0000000";" 3.1652480";" 3.3660656";" 2.0937482";" 0.7773346";" 1.3565916";" 3.4878357";" 4.0401534";" 2.0597345";" 1.1566471";" 2.4598476";" 5.7431417"
"5am";" 0.0000000";" 0.8779981";" 4.5011036";" 0.5899226";" 5.8604280";" 2.8138220";" 1.0383963";" 2.6268891";" 0.0000000";" 4.6720155";"10.6673754";" 5.9022530";" 2.9333486";"12.7188848";" 1.7847881";" 4.0408770";" 2.0944394";" 3.7788031";" 0.0000000";" 3.1596929";" 3.5117674";" 2.2051919";" 0.7859929";" 1.3783390";" 3.5833012";" 4.0071350";" 2.0678487";" 1.1410791";" 2.5216753";" 5.6982652"
"6am";" 0.0000000";" 0.9033171";" 4.6311810";" 0.6249454";" 6.0040998";" 2.8831641";" 0.0000000";" 1.9210013";" 0.0000000";" 1.8679866";"10.3896820";" 5.9898863";" 2.9433566";"12.8737705";" 1.7276430";" 4.0405990";" 2.1805155";" 3.7824609";" 0.0000000";" 1.9515613";" 3.6481727";" 2.1676335";" 0.8157591";" 0.7921694";" 3.6664426";" 4.0071350";" 2.0953733";" 1.1868374";" 2.6841275";" 0.5629393"
"7am";" 0.0000000";" 0.0000000";" 0.6132965";" 0.6054555";" 0.0000000";" 1.1602398";" 0.5932621";" 0.0000000";" 7.1147114";" 2.2220518";"18.1865533";" 1.7492710";"12.4433857";"26.4160908";" 3.6019906";" 3.8678963";" 0.4817775";" 0.7521826";" 0.0000000";" 0.8471437";" 3.6296567";" 1.4855622";" 0.9203766";" 0.0000000";" 2.6266495";" 0.0000000";" 1.4776683";" 0.0000000";" 2.0420111";" 3.0141083"
"8am";" 0.0000000";" 4.2426927";" 0.5672303";" 0.0000000";" 0.0000000";" 1.2840699";" 0.6466217";" 0.0000000";" 6.8840493";" 2.7368202";"17.6175504";" 1.5300672";"15.5013860";"23.3198164";" 3.8432133";" 4.6217161";" 0.5194494";" 0.7181927";" 0.0000000";" 0.9597359";" 3.6987987";" 1.4293712";" 1.0077942";" 8.8808387";" 2.7578326";" 0.0000000";" 1.6074839";" 0.0000000";" 0.0000000";" 3.0815772"
"9am";" 0.0000000";" 4.0692038";" 0.5506331";" 0.0000000";" 0.0000000";" 0.0000000";" 0.6291619";" 0.0000000";" 6.3541903";" 2.6988268";"17.5118278";" 1.1127585";"15.6563161";"25.1950726";" 6.3202864";" 4.1467383";" 0.5607244";" 0.7399913";" 0.0000000";" 0.9062328";" 3.4689895";" 4.5309864";" 1.1890538";" 5.4003013";" 2.3032767";" 0.0000000";" 1.6550167";" 0.0000000";" 0.0000000";" 3.2608412"
"10am";" 0.0000000";" 4.1619919";" 0.5370843";" 0.0000000";" 0.0000000";" 0.0000000";" 0.6421883";" 0.0000000";" 6.4390710";" 2.9321391";"16.5857202";" 1.8969377";"15.4321237";"24.3605810";" 6.9780303";" 2.5400211";" 0.5642038";" 0.7469936";" 0.0000000";" 0.8820257";" 4.4283427";" 5.0107686";" 1.2052181";" 5.5869130";" 2.3196682";" 0.0000000";" 1.6604691";" 0.0000000";" 0.0000000";" 3.1881830"
"11am";" 0.0000000";" 4.3652660";" 0.5480747";" 0.0000000";" 0.0000000";" 0.0000000";" 0.5859947";" 0.0000000";" 6.4801669";" 2.7853232";"16.9390104";" 2.1234724";"13.6918910";"12.5684115";" 7.9063536";" 2.4767666";" 0.5302467";" 0.7796808";" 0.0000000";" 0.0000000";" 4.6890341";" 2.5602253";" 2.9585963";" 5.4302365";" 2.4842816";" 0.0000000";" 1.7448198";" 0.0000000";" 0.0000000";" 3.4726006"
