"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6";"100.6"
"max";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96";"9214.96"
"4am";" 714.26";"1126.72";"1237.38";"1428.52";"1207.20";"1408.40";"2323.86";"1710.20";"1951.64";"1599.54";"2142.78";"2293.68";"2575.36";"2072.36";"2082.42";"2746.38";"2303.74";"1740.38";"2233.32";"2082.42";"2072.36";"2354.04";"2343.98";"2343.98";"2172.96";"1891.28";"3611.54";"1891.28";" 714.26"
"5am";" 724.32";"1146.84";"1267.56";"1428.52";"1207.20";"1348.04";"2354.04";"1730.32";"1861.10";"1609.60";"2193.08";"2273.56";"2605.54";"2012.00";"2052.24";"2766.50";"2253.44";"1720.26";"2172.96";"2052.24";"2022.06";"2283.62";"2233.32";"2283.62";"2102.54";"1840.98";"3601.48";"1911.40";" 774.62"
"6am";" 784.68";"1156.90";"1257.50";"1509.00";"1156.90";"1217.26";"2404.34";"1730.32";"1750.44";"1619.66";"2313.80";"2404.34";"2504.94";"1911.40";"1921.46";"2585.42";"2183.02";"1659.90";"2112.60";"1931.52";"1931.52";"2122.66";"2001.94";"2102.54";"1931.52";"1710.20";"3571.30";"1840.98";"1317.86"
"7am";"1177.02";"1187.08";"1177.02";"1820.86";"1418.46";"1187.08";"2454.64";"1800.74";"1488.88";"2102.54";"2474.76";"2474.76";"2605.54";"1649.84";"1519.06";"2001.94";"1871.16";"1468.76";"1881.22";"1569.36";"1760.50";"1740.38";"1639.78";"1720.26";"1649.84";"1579.42";"3531.06";"1659.90";"1851.04"
"8am";"1800.74";"1116.66";"1106.60";"2193.08";"2213.20";"1106.60";"2575.36";"2001.94";"1317.86";"2887.22";"2897.28";"2303.74";"2635.72";"1156.90";"1307.80";"1750.44";"1629.72";"1136.78";"1649.84";"1358.10";"1740.38";"1478.82";"1529.12";"1659.90";"1448.64";"1317.86";"3591.42";"1458.70";"2283.62"
"9am";"1941.58";"1026.12";"1026.12";"2273.56";"2223.26";"1086.48";"2716.20";"2032.12";"1267.56";"3219.20";"3279.56";"2213.20";"2726.26";"1116.66";"1156.90";"1730.32";"1589.48";"1096.54";"1629.72";"1177.02";"1750.44";"1428.52";"1458.70";"1649.84";"1378.22";"1207.20";"3611.54";"1378.22";"2424.46"
"10am";"2052.24";"1076.42";"1036.18";"2233.32";"2293.68";"1036.18";"2686.02";"1971.76";"1227.32";"3249.38";"3490.82";"2374.16";"2826.86";"1126.72";"1106.60";"1559.30";"1639.78";"1056.30";"1589.48";"1227.32";"1629.72";"1348.04";"1478.82";"1559.30";"1337.98";"1237.38";"3551.18";"1358.10";"2444.58"
"11am";"2012.00";"1066.36";"1066.36";"2193.08";"2293.68";"1076.42";"2665.90";"1961.70";"1267.56";"3229.26";"3541.12";"2424.46";"2806.74";"1166.96";"1066.36";"1559.30";"1599.54";"1066.36";"1609.60";"1197.14";"1710.20";"1378.22";"1478.82";"1539.18";"1428.52";"1287.68";"3531.06";"1358.10";"2565.30"
"12am";"1961.70";"1066.36";"1016.06";"2193.08";"2223.26";"1056.30";"2756.44";"1971.76";"1327.92";"3148.78";"3289.62";"2384.22";"2887.22";"1166.96";"1106.60";"1619.66";"1559.30";"1126.72";"1619.66";"1187.08";"1700.14";"1458.70";"1488.88";"1539.18";"1448.64";"1317.86";"3490.82";"1287.68";"2575.36"
"1pm";"2032.12";"1066.36";"1036.18";"2213.20";"2313.80";"1016.06";"2766.50";"1951.64";"1337.98";"3148.78";"3339.92";"2444.58";"2826.86";"1086.48";"1116.66";"1629.72";"1498.94";"1066.36";"1659.90";"1237.38";"1589.48";"1468.76";"1559.30";"1629.72";"1418.46";"1287.68";"3500.88";"1297.74";"2615.60"
"2pm";"1981.82";"1076.42";"1056.30";"2263.50";"2253.44";"1056.30";"2726.26";"1951.64";"1327.92";"3168.90";"3249.38";"2474.76";"2726.26";"1146.84";"1126.72";"1710.20";"1539.18";"1066.36";"1690.08";"1227.32";"1629.72";"1519.06";"1539.18";"1599.54";"1519.06";"1257.50";"3641.72";"1247.44";"2484.82"
"3pm";"1891.28";"1156.90";"1086.48";"2233.32";"2062.30";"1136.78";"2665.90";"1810.80";"1398.34";"2987.82";"3148.78";"2424.46";"2686.02";"1287.68";"1307.80";"1810.80";"1629.72";" 995.94";"1710.20";"1307.80";"1760.50";"1619.66";"1619.66";"1569.36";"1599.54";"1207.20";"3822.80";"1368.16";"1971.76"
"4pm";"1146.84";"1146.84";"1146.84";"1840.98";"1659.90";"1227.32";"2515.00";"1750.44";"1509.00";"2152.84";"3048.18";"2384.22";"2343.98";"1639.78";"1549.24";"2343.98";"1871.16";"1287.68";"1891.28";"1539.18";"1840.98";"1830.92";"1790.68";"1840.98";"1851.04";"1378.22";"3531.06";"1599.54";"1126.72"
"5pm";"1006.00";"1046.24";"1297.74";"1609.60";"1418.46";"1307.80";"2404.34";"1730.32";"1649.84";"1881.22";"2786.62";"2384.22";"2585.42";"1700.14";"1800.74";"2585.42";"2072.36";"1509.00";"2052.24";"1840.98";"1921.46";"1941.58";"1981.82";"2042.18";"1901.34";"1659.90";"3339.92";"1680.02";" 714.26"
"6pm";"1116.66";" 995.94";"1327.92";"1519.06";"1488.88";"1317.86";"2404.34";"1730.32";"1710.20";"1840.98";"2726.26";"2424.46";"2474.76";"1730.32";"1740.38";"2776.56";"2193.08";"1509.00";"2122.66";"1760.50";"1891.28";"1971.76";"2082.42";"2112.60";"1951.64";"1750.44";"3541.12";"1659.90";" 663.96"
"7pm";"1076.42";"1036.18";"1267.56";"1509.00";"1428.52";"1287.68";"2404.34";"1730.32";"1720.26";"1840.98";"2655.84";"2444.58";"2555.24";"1720.26";"1760.50";"2846.98";"2203.14";"1549.24";"2082.42";"1820.86";"1931.52";"2032.12";"2042.18";"2172.96";"1981.82";"1710.20";"3551.18";"1680.02";" 603.60"
"8pm";"1086.48";"1056.30";"1277.62";"1418.46";"1398.34";"1317.86";"2364.10";"1669.96";"1780.62";"1800.74";"2404.34";"2374.16";"2484.82";"1851.04";"1901.34";"2836.92";"2213.20";"1599.54";"2112.60";"1931.52";"1941.58";"2102.54";"2193.08";"2183.02";"2022.06";"1760.50";"3510.94";"1690.08";" 563.36"
"9pm";" 875.22";"1076.42";"1227.32";"1368.16";"1277.62";"1358.10";"2293.68";"1659.90";"1861.10";"1760.50";"2263.50";"2394.28";"2494.88";"1941.58";"1931.52";"2756.44";"2263.50";"1639.78";"2243.38";"2001.94";"1931.52";"2213.20";"2263.50";"2243.38";"2072.36";"1800.74";"3490.82";"1770.56";" 472.82"
"10pm";" 784.68";"1046.24";"1237.38";"1358.10";"1217.26";"1358.10";"2323.86";"1669.96";"1881.22";"1619.66";"2162.90";"2384.22";"2515.00";"2082.42";"2001.94";"2716.20";"2293.68";"1690.08";"2233.32";"2022.06";"1961.70";"2283.62";"2343.98";"2273.56";"2092.48";"1790.68";"3480.76";"1840.98";" 442.64"
"11pm";" 744.44";"1066.36";"1227.32";"1408.40";"1207.20";"1368.16";"2364.10";"1700.14";"1901.34";"1609.60";"2162.90";"2343.98";"2535.12";"2072.36";"2032.12";"2726.26";"2303.74";"1710.20";"2193.08";"2022.06";"2001.94";"2303.74";"2333.92";"2303.74";"2142.78";"1820.86";"3510.94";"1861.10";" 352.10"
"12pm";" 724.32";"1066.36";"1227.32";"1408.40";"1237.38";"1398.34";"2313.80";"1690.08";"1921.46";"1599.54";"2162.90";"2333.92";"2504.94";"2092.48";"2052.24";"2716.20";"2313.80";"1710.20";"2193.08";"2022.06";"2001.94";"2313.80";"2354.04";"2293.68";"2142.78";"1830.92";"3521.00";"1851.04";" 321.92"
"1am";" 704.20";"1066.36";"1227.32";"1388.28";"1247.44";"1408.40";"2293.68";"1690.08";"1931.52";"1599.54";"2162.90";"2333.92";"2504.94";"2092.48";"2052.24";"2726.26";"2323.86";"1710.20";"2193.08";"2022.06";"2001.94";"2323.86";"2364.10";"2293.68";"2152.84";"1840.98";"3510.94";"1851.04";" 311.86"
"2am";" 704.20";"1076.42";"1237.38";"1388.28";"1237.38";"1408.40";"2303.74";"1690.08";"1931.52";"1599.54";"2152.84";"2333.92";"2504.94";"2092.48";"2052.24";"2726.26";"2323.86";"1700.14";"2203.14";"2022.06";"2012.00";"2323.86";"2364.10";"2293.68";"2142.78";"1840.98";"3510.94";"1851.04";" 311.86"
"3am";" 704.20";"1076.42";"1237.38";"1388.28";"1237.38";"1408.40";"2303.74";"1690.08";"1931.52";"1589.48";"2152.84";"2333.92";"2504.94";"2092.48";"2052.24";"2726.26";"2323.86";"1700.14";"2203.14";"2022.06";"2012.00";"2323.86";"2364.10";"2293.68";"2142.78";"1840.98";"3510.94";"1851.04";" 301.80"
